ISBN 13,Amazon Category,Reviews,Rating,Book Name,Author,Publishing Date,Quality,Price,Age Group,1113
9781509899456,New York Bestseller,"7,505",4.7,Children of Virtue and Vengeance (Legacy of Orisha),Tomi Adeyemi,3 December 2019,Paperback,303,Ages: 12 years and up,https://www.bookdepository.com/Children-Virtue-Vengeance-Tomi-Adeyemi/9781509899456?ref=grid-view&qid=1657009607427&sr=1-1
9781406358094,New York Bestseller,"7,389",4.7,"The Last Hours: Chain of Gold (Book 1): Chain of Gold, the",Cassandra Clare,1 June 2020,Paperback,480,Mixed,https://www.bookdepository.com/Last-Hours-Chain-Gold-Cassandra-Clare/9781406358094?ref=grid-view&qid=1657009588830&sr=1-1
9781492632917,New York Bestseller,"7,135",4.8,How to Catch a Leprechaun: 0,Adam Wallace,2 February 2016,Hardcover,491,Ages: 4 - 10 years,https://www.bookdepository.com/How-Catch-Leprechaun-Adam-Wallace/9781492632917?ref=grid-view&qid=1657006538263&sr=1-1
9781510104488,New York Bestseller,"7,067",4.7,Rule of Wolves (King of Scars Book 2),Leigh Bardugo,30 March 2021,Paperback,677,Mixed,https://www.bookdepository.com/Rule-Wolves-King-Scars-Book-2-Leigh-Bardugo/9781510104488?ref=grid-view&qid=1657009142800&sr=1-1
9781406358100,New York Bestseller,"6,940",4.7,The Last Hours: Chain of Iron (Book 2),Cassandra Clare,2 March 2020,Paperback,460,Mixed,https://www.bookdepository.com/Last-Hours-Chain-Iron-Cassandra-Clare/9781406358100?ref=grid-view&qid=1657009469584&sr=1-1
9781786079060,New York Bestseller,"6,909",4.6,Firekeeper's Daughter: The New York Times No. 1 Bestseller,Angeline Boulley,30 May 2021,Paperback,382,Mixed,https://www.bookdepository.com/Firekeepers-Daughter-Angeline-Boulley/9781786079060?ref=grid-view&qid=1657009355839&sr=1-1
9780062866004,New York Bestseller,"6,242",4.8,The Good Egg (The Food Group),Jory John,7 July 2020,Paperback,392,Ages: 4 - 8 years,https://www.bookdepository.com/Good-Egg-Jory-John/9780062866004?ref=grid-view&qid=1657006731018&sr=1-1
9798575653370,New York Bestseller,"5,966",4.9,"Construction Site on Christmas Night: (Christmas Book for Kids, Children?s Book, Holiday Picture Book) (Goodnight, Goodnight, Construction Site)",Sherri Duskey Rinker,16 October 2018,Hardcover,"1,254",Ages: 3 - 5 years,https://www.bookdepository.com/Christmas-Construction-Coloring-Books-Fot-Kids-Prod/9798575653370?ref=grid-view&qid=1657008936889&sr=1-1
9781473217935,New York Bestseller,"5,648",4.5,Cytonic: The Third Skyward Novel,Brandon Sanderson,30 November 2021,Paperback,749,Mixed,https://www.bookdepository.com/Cytonic-Brandon-Sanderson/9781473217935?ref=grid-view&qid=1657006852831&sr=1-1
9781594747588,New York Bestseller,"5,547",4.7,Library of Souls: The Third Novel of Miss Peregrine's Peculiar Children: 3,Ransom Riggs,11 April 2017,Paperback,779,Mixed,https://www.bookdepository.com/Library-Souls-Ransom-Riggs/9781594747588?ref=grid-view&qid=1657006620694&sr=1-1
9780062878052,New York Bestseller,"5,459",4.3,Blood & Honey,Shelby Mahurin,20 September 2020,Paperback,418,Ages: 12 years and up,https://www.bookdepository.com/Blood-Honey-Shelby-Mahurin/9780062878052?ref=grid-view&qid=1657009413834&sr=1-1
9780062971067,New York Bestseller,"5,442",4.9,I Promise,LeBron James,11 August 2020,Hardcover,"1,519",Mixed,https://www.bookdepository.com/I-Promise-LeBron-James/9780062971067?ref=grid-view&qid=1657006499688&sr=1-1
9780241376942,New York Bestseller,"5,243",4.5,The Cousins,Karen M. McManus,20 December 2020,Paperback,265,Mixed,https://www.bookdepository.com/Cousins-Karen-M-McManus/9780241376942?ref=grid-view&qid=1657009109746&sr=1-1
9781419735059,New York Bestseller,"5,151",4.9,"Avatar, The Last Airbender: The Shadow of Kyoshi (Chronicles of the Avatar Book 2)",F. C. Yee,21 July 2020,Hardcover,809,Mixed,https://www.bookdepository.com/Avatar-Last-Airbender-Shadow-Kyoshi-Chronicles-Avatar-Book-2-F-C-Yee/9781419735059?ref=grid-view&qid=1657008575984&sr=1-1
9781338576054,New York Bestseller,"4,784",4.8,Five Nights at Freddy’s: Fazbear Frights #4: Step Closer,Not known,30 April 2021,Paperback,277,Mixed,https://www.bookdepository.com/Step-Closer-Five-Nights-at-Freddys-Fazbear-Frights-4-Scott-Cawthon/9781338576054?ref=grid-view&qid=1657009772470&sr=1-1
9780062198679,New York Bestseller,"4,713",4.8,Pete the Cat: Big Easter Adventure,James Dean,28 January 2014,Hardcover,822,Ages: 4 - 8 years,https://www.bookdepository.com/Pete-Cat-James-Dean/9780062198679?ref=grid-view&qid=1657006231502&sr=1-1
9781984819215,New York Bestseller,"4,657",4.4,Unfinished: A Memoir,Priyanka Chopra Jonas,9 February 2021,Hardcover,409,Mixed,https://www.bookdepository.com/Unfinished-Priyanka-Chopra-Jonas/9781984819215?ref=grid-view&qid=1657008960212&sr=1-1
9780545349277,New York Bestseller,"4,567",4.8,Wings of Fire #05: The Brightest Night,Tui T. Sutherland,15 August 2017,Paperback,222,Mixed,https://www.bookdepository.com/Brightest-Night-Wings-Fire-5-Tui-T-Sutherland/9780545349277?ref=grid-view&qid=1657009391819&sr=1-1
9780593305454,New York Bestseller,"4,478",4.4,American Royals II: Majesty: 2,Katharine McGee,1 September 2020,Hardcover,"1,311",Mixed,https://www.bookdepository.com/American-Royals-II-Majesty-Katharine-McGee/9780593305454?ref=grid-view&qid=1657006401273&sr=1-1
9781471409127,New York Bestseller,"4,467",4.5,Clap When You Land,Elizabeth Acevedo,20 September 2020,Paperback,299,Ages: 12 years and up,https://www.bookdepository.com/Clap-When-You-Land-Elizabeth-Acevedo/9781471409127?ref=grid-view&qid=1657009542889&sr=1-1
9781471162091,New York Bestseller,"4,048",4.7,The Lost Book of the White (The Eldest Curses),Cassandra Clare,1 September 2020,Paperback,398,Mixed,https://www.bookdepository.com/Lost-Book-White-Cassandra-Clare/9781471162091?ref=grid-view&qid=1657006804818&sr=1-1
9780861542093,New York Bestseller,"3,883",4.7,Iron Widow: Instant New York Times No.1 Bestseller,Xiran Jay Zhao,20 October 2021,Paperback,382,Mixed,https://www.bookdepository.com/Iron-Widow-Xiran-Jay-Zhao/9780861542093?ref=grid-view&qid=1657009263803&sr=1-1
9780062675279,New York Bestseller,"3,879",4.9,Pete the Cat's 12 Groovy Days of Christmas,James Dean,18 September 2018,Hardcover,480,Ages: 4 - 8 years,https://www.bookdepository.com/Pete-Cats-12-Groovy-Days-Christmas-James-Dean/9780062675279?ref=grid-view&qid=1657008751533&sr=1-1
9781338067613,New York Bestseller,"3,872",4.8,"Kristy's Big Day (The Babysitters Club Graphic Novel, book 6): Full-Color Edition",Ann M. Martin,28 August 2018,Paperback,371,Ages: 8 - 12 years,https://www.bookdepository.com/Kristys-Big-Day-Ann-M-Martin/9781338067613?ref=grid-view&qid=1657006657637&sr=1-1
9781489282668,New York Bestseller,"3,839",4.5,"Storm and Fury: 1 (Harbinger, 1)",Not known,11 June 2019,Hardcover,"1,259",Mixed,https://www.bookdepository.com/Storm-Fury-Jennifer-L-Armentrout/9781489282668
9781743839010,New York Bestseller,"3,812",4.9,WINGS OF FIRE: LEGENDS- DRAGONSLAYER,Tui T Sutherland,30 October 2021,Paperback,374,Ages: 8 - 12 years,https://www.bookdepository.com/Dragonslayer-Wings-Fire-Legends-Tui-T-Sutherland/9781743839010?ref=grid-view&qid=1657009597981&sr=1-1
9781405295116,New York Bestseller,"3,782",4.9,The Last Kids on Earth and the Nightmare King,Max Brallier,1 January 2019,Paperback,230,Mixed,https://www.bookdepository.com/Last-Kids-on-Earth-Nightmare-King-Max-Brallier/9781405295116?ref=grid-view&qid=1657009646523&sr=1-1
9781984837493,New York Bestseller,"3,710",4.9,Superheroes Are Everywhere,Kamala Harris,14 January 2021,Hardcover,462,Ages: 4 - 8 years,https://www.bookdepository.com/Superheroes-Are-Everywhere-Kamala-Harris/9781984837493?ref=grid-view&qid=1657008713549&sr=1-1
9780241542217,New York Bestseller,"3,684",4.7,The Bench,Meghan The Duchess of Sussex,30 June 2021,Hardcover,475,Mixed,https://www.bookdepository.com/Bench-Meghan-Duchess-Sussex/9780241542217?ref=grid-view&qid=1657008660712&sr=1-1
9781406393057,New York Bestseller,"3,680",4.8,Dasher: How a Brave Little Doe Changed Christmas Forever,Matt Tavares,5 November 2020,Paperback,263,Ages: 5 - 9 years,https://www.bookdepository.com/Dasher-Matt-Tavares/9781406393057?ref=grid-view&qid=1657008638285&sr=1-1
9781419756979,New York Bestseller,"3,396",4.6,Rowley Jefferson's Awesome Friendly Spooky Stories (Rowley Jefferson’s Journal),Jeff Kinney,16 March 2021,Hardcover,388,Ages: 7 - 12 years,https://www.bookdepository.com/Rowley-Jeffersons-Awesome-Friendly-Spooky-Stories-Jeff-Kinney/9781419756979?ref=grid-view&qid=1657009087666&sr=1-2
9781250203557,New York Bestseller,"3,069",4.8,We Are Water Protectors,Carole Lindstrom,18 March 2021,Hardcover,642,Ages: 3 - 6 years,https://www.bookdepository.com/We-Are-Water-Protectors-Carole-Lindstrom-Michaela-Goade/9781250203557
9781338189575,New York Bestseller,"3,008",4.8,The Bad Guys #5: Intergalactic Gas,Aaron Blabey,13 October 2017,Paperback,210,Ages: 7 - 12 years,https://www.bookdepository.com/BAD-GUYS-VOL-5-INTERGALACTIC-GAS-Blabey-Aaron/9781338189575?ref=grid-view&qid=1657009285416&sr=1-1
9781250250469,New York Bestseller,"2,952",4.7,Cemetery Boys,Aiden Thomas,1 September 2020,Hardcover,"1,165",Mixed,https://www.bookdepository.com/Cemetery-Boys-Aiden-Thomas/9781250250469?ref=grid-view&qid=1657008505948&sr=1-1
9780062954534,New York Bestseller,"2,889",4.9,The Couch Potato (The Food Group),Jory John,5 February 2021,Hardcover,639,Ages: 4 - 8 years,https://www.bookdepository.com/Couch-Potato-Jory-John/9780062954534
9780062937407,New York Bestseller,"2,809",4.9,Kamala and Maya’s Big Idea,Meena Harris,20 March 2021,Hardcover,424,Mixed,https://www.bookdepository.com/Kamala-Mayas-Big-Idea-Meena-Harris/9780062937407?ref=grid-view&qid=1657008704236&sr=1-1
9780063094369,New York Bestseller,"2,737",4.5,Gods & Monsters,Shelby Mahurin,30 July 2021,Paperback,433,Mixed,https://www.bookdepository.com/Gods-Monsters-Shelby-Mahurin/9780063094369?ref=grid-view&qid=1657009180995&sr=1-1
9781407134680,New York Bestseller,"2,670",4.8,Captain Underpants and the Revolting Revenge of the Radioactive Robo - Boxers,Hardcover,5 August 2013,Paperback,150,Ages: 5 - 9 years,https://www.bookdepository.com/Captain-Underpants-Revolting-Revenge-Radioactive-Robo-Boxers-Dav-Pilkey/9781407134680?ref=grid-view&qid=1657009121030&sr=1-1
9781481465595,New York Bestseller,"2,594",4.9,I Dissent: Ruth Bader Ginsburg Makes Her Mark,Debbie Levy,20 September 2016,Hardcover,405,Ages: 4 - 8 years,https://www.bookdepository.com/I-Dissent-Debbie-Levy-Elizabeth-Baddeley/9781481465595
9781529120141,New York Bestseller,"2,546",4.4,"Ali Cross: Like Father, Like Son (Ali Cross, 2)",James Patterson,8 July 2021,Paperback,424,Ages: 9 - 11 years,https://www.bookdepository.com/Ali-Cross-Like-Father-Like-Son-James-Patterson/9781529120141?ref=grid-view&qid=1657006446650&sr=1-1
9781529039924,New York Bestseller,"2,469",4.7,Any Way the Wind Blows,Rainbow Rowell,15 July 2021,Paperback,321,Ages: 12 years and up,https://www.bookdepository.com/Any-Way-Wind-Blows-Rainbow-Rowell/9781529039924?ref=grid-view&qid=1657009658198&sr=1-1
9780008158828,New York Bestseller,"2,457",4.2,The Betrothed: Tiktok made me buy it!,Kiera Cass,15 July 2020,Paperback,256,Ages: 10 years and up,https://www.bookdepository.com/Betrothed-Kiera-Cass/9780008158828?ref=grid-view&qid=1657009698356&sr=1-1
9780061906220,New York Bestseller,"2,447",4.8,Pete the Cat: Valentine's Day Is Cool,James Dean,26 November 2013,Hardcover,469,Ages: 4 - 8 years,https://www.bookdepository.com/Pete-Cat-Eric-Litwin/9780061906220
9781783449293,New York Bestseller,"2,187",4.9,The Undefeated,Kwame Alexander,20 February 2020,Paperback,329,Ages: 5 - 7 years,https://www.bookdepository.com/Undefeated-Kwame-Alexander/9781783449293?ref=grid-view&qid=1657008911241&sr=1-1
9781398505278,New York Bestseller,"2,175",4.7,Aristotle and Dante Dive Into the Waters of the World: The highly anticipated sequel to the multi-award-winning international bestseller Aristotle and Dante Discover the Secrets of the Universe,Audio CD,12 October 2021,Paperback,337,Mixed,https://www.bookdepository.com/Aristotle-Dante-Dive-Into-Waters-World-Benjamin-Alire-Saenz/9781398505278?ref=grid-view&qid=1657009157899&sr=1-1
9781471409899,New York Bestseller,"2,125",4.4,House of Hollow,Krystal Sutherland,20 May 2021,Paperback,298,Mixed,https://www.bookdepository.com/House-Hollow-Krystal-Sutherland/9781471409899?ref=grid-view&qid=1657009275324&sr=1-1
9780062823700,New York Bestseller,"2,074",4.9,WARRIORS: THE BROKEN CODE #3: VEIL OF SHADOWS,Erin Hunter,6 April 2021,Paperback,299,Ages: 8 - 12 years,https://www.bookdepository.com/Warriors-Broken-Code-3-Veil-Shadows-Erin-Hunter/9780062823700?ref=grid-view&qid=1657008514924&sr=1-1
9780702306747,New York Bestseller,"2,053",4.8,GROUND ZERO (Alan Gratz),Alan Gratz,28 February 2021,Paperback,299,Mixed,https://www.bookdepository.com/Ground-Zero-Alan-Gratz/9780702306747?ref=grid-view&qid=1657006690567&sr=1-1
9781250836748,New York Bestseller,"1,936",4.5,You've Reached Sam,Dustin Thao,9 May 2022,Paperback,225,Ages: 12 years and up,https://www.bookdepository.com/Youve-Reached-Sam-Dustin-Thao/9781250836748?ref=grid-view&qid=1657008883296&sr=1-1
9781783447909,New York Bestseller,"1,930",4.8,A Wolf Called Wander,Rosanne Parry,2 May 2019,Paperback,460,Ages: 9 - 11 years,https://www.bookdepository.com/Wolf-Called-Wander-Rosanne-Parry/9781783447909?ref=grid-view&qid=1657006839815&sr=1-1
9780763690892,New York Bestseller,"1,805",4.9,The Princess in Black and the Hungry Bunny Horde: 3,Shannon Hale,13 December 2016,Paperback,345,Ages: 5 - 8 years,https://www.bookdepository.com/Princess-Black-Hungry-Bunny-Horde-Shannon-Hale/9780763690892?ref=grid-view&qid=1657008695584&sr=1-1
9781529034110,New York Bestseller,"1,802",4.6,We Free the Stars (Sands of Arawiya),Hafsah Faizal,25 March 2021,Paperback,364,Mixed,https://www.bookdepository.com/We-Free-Stars-Hafsah-Faizal/9781529034110?ref=grid-view&qid=1657009507596&sr=1-1
9780008422141,New York Bestseller,"1,799",4.7,Punching the Air,Audio CD,30 September 2020,Paperback,154,Ages: 12 years and up,https://www.bookdepository.com/Punching-Air-Ibi-Zoboi/9780008422141?ref=grid-view&qid=1657006720898&sr=1-1
9781529041446,New York Bestseller,"1,746",4.8,Channel Kindness: Stories of Kindness and Community,Lady Gaga,19 November 2020,Hardcover,686,Ages: 12 years and up,https://www.bookdepository.com/Channel-Kindness-Stories-Kindness-Community-Born-This-Way-Foundation-Reporters-with-Lady-Gaga/9781529041446?ref=grid-view&qid=1657008927394&sr=1-1
9781423108375,New York Bestseller,"1,670",4.7,"Artemis Fowl and The Time Paradox (Book 6) (Artemis Fowl, 22)",Eoin Colfer,1 June 2019,Paperback,174,Ages: 9 - 11 years,https://www.bookdepository.com/Artemis-Fowl-Time-Paradox-Artemis-Fowl-Book-6-Eoin-Colfer/9781423108375?ref=grid-view&qid=1657009668531&sr=1-1
9781529356557,New York Bestseller,"1,614",4.6,Six Crimson Cranes,Elizabeth Lim,8 July 2021,Hardcover,893,Mixed,https://www.bookdepository.com/Six-Crimson-Cranes-Elizabeth-Lim/9781529356557?ref=grid-view&qid=1657006709665&sr=1-1
9781405298193,New York Bestseller,"1,602",4.7,Amari and the Night Brothers: the most magical new children's fantasy series of 2021. Perfect for fans of Percy Jackson and Men in Black!,BB Alston,5 August 2021,Paperback,348,Ages: 8 - 12 years,https://www.bookdepository.com/Amari-Night-Brothers-BB-Alston/9781405298193?ref=grid-view&qid=1657009447605&sr=1-1
9781534462670,New York Bestseller,"1,580",4.9,Kamala Harris: Rooted in Justice,Nikki Grimes,25 August 2020,Hardcover,395,Mixed,https://www.bookdepository.com/Kamala-Harris-Nikki-Grimes-Laura-Freeman/9781534462670
9780593193310,New York Bestseller,"1,577",4.8,What Is God Like?,Rachel Held Evans,15 June 2021,Hardcover,498,Ages: 3 - 7 years,http://www.bookdepository.com/What-is-God-Like-Rachel-Held-Evans/9780593193310?ref=grid-view&qid=1657008945456&sr=1-1
9781509899999,New York Bestseller,"1,522",4.4,Tokyo Ever After,Emiko Jean,10 June 2021,Paperback,360,Ages: 12 years and up,https://www.bookdepository.com/Tokyo-Ever-After-Emiko-Jean/9781509899999?ref=grid-view&qid=1657009618997&sr=1-1
9781250269492,New York Bestseller,"1,491",4.9,What the Road Said,Cleo Wade,23 March 2021,Hardcover,591,Ages: 6 - 10 years,https://www.bookdepository.com/What-Road-Said-Cleo-Wade/9781250269492?ref=grid-view&qid=1657008804765&sr=1-1
9798665988283,New York Bestseller,"1,475",4.8,You Matter,Christian Robinson,2 June 2020,Hardcover,"1,201",Ages: 4 - 8 years,https://www.bookdepository.com/You-Matter-Poetry-Dhiman/9798665988283?ref=grid-view&qid=1657006518929&sr=1-1
9780063082137,New York Bestseller,"1,444",4.5,The Box in the Woods,Maureen Johnson,15 July 2021,Paperback,302,Ages: 12 years and up,https://www.bookdepository.com/Box-Woods-Maureen-Johnson/9780063082137?ref=grid-view&qid=1657009321138&sr=1-1
9781472150936,New York Bestseller,"1,340",4.1,The Candy House,Jennifer Egan,5 April 2022,Paperback,599,Mixed,https://www.bookdepository.com/Candy-House-Jennifer-Egan/9781472150936?ref=grid-view&qid=1657006791864&sr=1-1
9780063054035,New York Bestseller,"1,267",4.8,Shady Baby,Gabrielle Union,18 May 2021,Hardcover,"1,107",Ages: 4 - 8 years,https://www.bookdepository.com/Shady-Baby-Gabrielle-Union/9780063054035?ref=grid-view&qid=1657006240299&sr=1-1
9781398505209,New York Bestseller,"1,267",4.7,Here's To Us,Adam Silvera,28 December 2021,Paperback,299,Ages: 12 years and up,https://www.bookdepository.com/Heres-Us-Adam-Silvera/9781398505209?ref=grid-view&qid=1657009299206&sr=1-1
9781529500615,New York Bestseller,"1,259",4.8,The Black Friend: On Being a Better White Person,Frederick Joseph,1 April 2021,Paperback,539,Ages: 12 years and up,https://www.bookdepository.com/Black-Friend-On-Being-Better-White-Person-Frederick-Joseph/9781529500615?ref=grid-view&qid=1657008566210&sr=1-1
9780008382209,New York Bestseller,"1,225",4.8,What We’ll Build : Plans for Our Together Future: The breathtaking new companion to international bestseller Here We Are,Oliver Jeffers,10 November 2020,Hardcover,612,Ages: 3 - 5 years,https://www.bookdepository.com/What-Well-Build-Oliver-Jeffers/9780008382209?ref=grid-view&qid=1657009488026&sr=1-1
9780008476946,New York Bestseller,"1,214",4.8,Peace Train,Cat Stevens,30 May 2021,Paperback,349,Ages: 4 - 8 years,https://www.bookdepository.com/Peace-Train-Cat-Stevens/9780008476946?ref=grid-view&qid=1657008649052&sr=1-1
9781984812582,New York Bestseller,"1,186",4.5,The Damned: 2 (The Beautiful Quartet),Renée Ahdieh,7 July 2020,Hardcover,"1,463",Ages: 12 years and up,https://www.bookdepository.com/Damned-Ren%C3%A9e-Ahdieh/9781984812582?ref=grid-view&qid=1657008919159&sr=1-1
9781760892517,New York Bestseller,"1,157",4.6,Rowley Jefferson's Awesome Friendly Adventure+Diary of an Awesome Friendly Kid: Rowley Jefferson's J,Not known,Not known,Product Bundle,807,Mixed,https://www.bookdepository.com/Diary-Awesome-Friendly-Kid-Rowley-Jeffersons-Journal-Jeff-Kinney/9781760892517?ref=grid-view&qid=1657006701377&sr=1-1
9780593407141,New York Bestseller,"1,101",4.9,Champ and Major: First Dogs,Joy McCullough,19 January 2021,Hardcover,"1,027",Ages: 2 - 5 years,https://www.bookdepository.com/Champ-Major-First-Dogs-Joy-McCullough/9780593407141?ref=grid-view&qid=1657006380140&sr=1-1
9781471188190,New York Bestseller,"1,067",4.6,The Black Kids,Christina Hammonds Reed,4 August 2020,Paperback,304,Mixed,https://www.bookdepository.com/Black-Kids-Christina-Hammonds-Reed/9781471188190?ref=grid-view&qid=1657008523922&sr=1-1
9781913090715,New York Bestseller,"1,061",4.8,"Becoming Muhammad Ali (Becoming Ali, 1)",James Patterson,5 October 2020,Hardcover,378,Ages: 8 - 12 years,https://www.bookdepository.com/Becoming-Muhammad-Ali-James-Patterson/9781913090715?ref=grid-view&qid=1657008776129&sr=1-1
9780448487854,New York Bestseller,"1,048",4.8,What Were the Twin Towers? (What Was?),Jim O'Connor,10 May 2016,Paperback,274,Ages: 8 - 12 years,https://www.bookdepository.com/What-Were-Twin-Towers-Jim-OConnor/9780448487854?ref=grid-view&qid=1657006812945&sr=1-1
9781760295752,New York Bestseller,"1,011",4.6,AURORA'S END - THE AURORA CYCLE (3),Amie Kaufman,20 November 2021,Hardcover,736,Mixed,https://www.bookdepository.com/Auroras-End-Aurora-Cycle-3-Amie-Kaufman/9781760295752?ref=grid-view&qid=1657009576486&sr=1-1
9780593120118,New York Bestseller,"1,008",4.9,Lord Help Me: Inspiring Prayers for Every Day,Emme Muñiz,29 September 2020,Hardcover,"1,032",Ages: 3 - 7 years,https://www.bookdepository.com/Lord-Help-Me-Emme-Muniz/9780593120118?ref=grid-view&qid=1657006332491&sr=1-1
9781250237309,New York Bestseller,"1,006",4.1,You Have a Match: A Novel,Emma Lord,12 January 2021,Hardcover,"1,019",Ages: 12 years and up,https://www.bookdepository.com/You-Have-Match-Emma-Lord/9781250237309?ref=grid-view&qid=1657008828997&sr=1-1
9781250246868,New York Bestseller,994,4.7,Natalie Portman's Fables,Natalie Portman,20 October 2020,Hardcover,"1,383",Ages: 4 - 6 years,https://www.bookdepository.com/Natalie-Portmans-Fables-Natalie-Portman/9781250246868?ref=grid-view&qid=1657008786854&sr=1-1
9781409193975,New York Bestseller,929,4.2,Realm Breaker: From the author of the multimillion copy bestselling Red Queen series,Victoria Aveyard,4 May 2021,Paperback,703,Mixed,https://www.bookdepository.com/Realm-Breaker-Victoria-Aveyard/9781409193975?ref=grid-view&qid=1657006754317&sr=1-1
9780593300787,New York Bestseller,918,4.8,C Is for Country,Lil Nas X,5 January 2021,Hardcover,915,Ages: 3 - 7 years,https://www.bookdepository.com/C-is-for-Country-X-Lil-Nas/9780593300787?ref=grid-view&qid=1657006342612&sr=1-1
9780571371587,New York Bestseller,904,4.4,Gilded: 'The queen of fairy-tale retellings!' Booklist,Marissa Meyer,2 November 2021,Paperback,390,Mixed,https://www.bookdepository.com/Gilded-Marissa-Meyer/9780571371587
9780063082854,New York Bestseller,887,4.8,Who Are Your People?,Reggie Brown,11 January 2022,Hardcover,999,Ages: 4 - 8 years,https://www.bookdepository.com/Who-Are-Your-People-Bakari-Sellers/9780063082854?ref=grid-view&qid=1657006263221&sr=1-1
9780593379943,New York Bestseller,844,4.8,Black Boy Joy: 17 Stories Celebrating Black Boyhood,Kwame Mbalia,3 August 2021,Hardcover,449,Ages: 9 - 12 years,https://www.bookdepository.com/Black-Boy-Joy-Kwame-Mbalia/9780593379943
9780147512840,New York Bestseller,839,4.7,The Shortest Day,Susan Cooper,5 November 2020,Paperback,263,Mixed,https://www.bookdepository.com/Shortest-Day-Wendy-Pfeffer/9780147512840?ref=grid-view&qid=1657008497813&sr=1-1
9781596439641,New York Bestseller,778,4.8,School's First Day of School,Adam Rex,28 June 2016,Hardcover,612,Ages: 4 - 8 years,https://www.bookdepository.com/Schools-First-Day-School-Adam-Rex/9781596439641?ref=grid-view&qid=1657006391538&sr=1-1
9780241516911,New York Bestseller,774,4.4,Instructions for Dancing: The Number One New York Times Bestseller,Nicola Yoon,20 June 2021,Paperback,330,Ages: 11 years and up,https://www.bookdepository.com/Instructions-for-Dancing-Nicola-Yoon/9780241516911?ref=grid-view&qid=1657009531863&sr=1-1
9780008512392,New York Bestseller,704,4.5,"This Woven Kingdom: the brand new YA fantasy series from the author of TikTok Made Me Buy It sensation, Shatter Me",Tahereh Mafi,25 February 2022,Paperback,436,Ages: 12 years and up,https://www.bookdepository.com/This-Woven-Kingdom-Tahereh-Mafi/9780008512392?ref=grid-view&qid=1657009685476&sr=1-1
9781534424746,New York Bestseller,682,4.8,Lion Down (FunJungle),Stuart Gibbs,26 February 2019,Hardcover,"1,178",Ages: 8 - 12 years,https://www.bookdepository.com/Lion-Down-Stuart-Gibbs/9781534424746?ref=grid-view&qid=1657006509552&sr=1-1
9781471412356,New York Bestseller,679,4.3,Family of Liars : The Prequel to We Were Liars,E. Lockhart,10 June 2022,Paperback,305,Mixed,https://www.bookdepository.com/Family-Liars-E-Lockhart/9781471412356?ref=grid-view&qid=1657009041782&sr=1-2
9781368053358,New York Bestseller,678,4.8,UNLIMITED SQUIRRELS03 I WANT TO SLEEP,Mo Willems,6 October 2020,Hardcover,983,Ages: 4 - 8 years,https://www.bookdepository.com/I-Want-Sleep-Under-the-Stars-an-Unlimited-Squirrels-Book-Mo-Willems/9781368053358
9780755503063,New York Bestseller,659,4.6,Blackout: The new blockbuster YA romance fiction novel of summer 2021,Dhonielle Clayton,30 June 2021,Paperback,302,Ages: 12 years and up,https://www.bookdepository.com/Blackout-Dhonielle-Clayton/9780755503063?ref=grid-view&qid=1657009370289&sr=1-7
9781250862389,New York Bestseller,604,4.4,I Kissed Shara Wheeler,Casey McQuiston,3 May 2022,Paperback,445,Ages: 12 years and up,https://www.bookdepository.com/I-Kissed-Shara-Wheeler-Casey-McQuiston/9781250862389?ref=grid-view&qid=1657009230745&sr=1-1
9781760875749,New York Bestseller,566,4.6,Dark Rise: 1,C. S. Pacat,28 September 2021,Hardcover,829,Mixed,https://www.bookdepository.com/Dark-Rise-Dark-Rise-1-C-S-Pacat/9781760875749?ref=grid-view&qid=1657008796712&sr=1-1
9781449407186,New York Bestseller,564,4.7,Big Nate Out Loud: Volume 2,Lincoln Peirce,26 April 2011,Paperback,383,Ages: 8 - 12 years,https://www.bookdepository.com/Big-Nate-Out-Loud-Lincoln-Peirce/9781449407186?ref=grid-view&qid=1657008533469&sr=1-1
9781526629395,New York Bestseller,556,4.6,The Silver Arrow,Lev Grossman,3 September 2020,Paperback,159,Ages: 9 - 12 years,https://www.bookdepository.com/Silver-Arrow-Lev-Grossman/9781526629395?ref=grid-view&qid=1657008817147&sr=1-1
9780375832215,New York Bestseller,494,4.8,High Tide in Hawaii: 28 (Magic Tree House (R)),Mary Pope Osborne,25 March 2003,Paperback,199,Mixed,https://www.bookdepository.com/Tsunamis-Other-Natural-Disasters-Mary-Pope-Osborne/9780375832215?ref=grid-view&qid=1657008543337&sr=1-1
9780593114544,New York Bestseller,445,4.8,She Persisted in Sports: American Olympians Who Changed the Game,Chelsea Clinton,22 September 2020,Hardcover,975,Ages: 4 - 8 years,https://www.bookdepository.com/She-Persisted-Sports-Chelsea-Clinton/9780593114544?ref=grid-view&qid=1657006561210&sr=1-1
9780241413975,New York Bestseller,434,4.5,Skin of the Sea,Natasha Bowen,4 November 2021,Paperback,360,Ages: 12 years and up,https://www.bookdepository.com/Skin-Sea-Natasha-Bowen/9780241413975?ref=grid-view&qid=1657008478757&sr=1-1
9780062748539,New York Bestseller,416,4.8,Notorious RBG: Young Readers' Edition: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,28 November 2017,Hardcover,"1,445",Ages: 8 - 12 years,https://www.bookdepository.com/Notorious-RBG-Young-Readers-Edition-Irin-Carmon/9780062748539?ref=grid-view&qid=1657006426418&sr=1-1
