ISBN13,Review,Author
9781907411175,"I'm not quite sure whether I loved this book or loathed it. In my opinion, it was better than some of the Twilight Saga books but worse than the others. Bree Tanner is quite an interesting character and that makes up for some of the strange things Bella says and does but all and all a 3/5 really is the best rating you can give it.",Libby
9781907411175,"I'm going to be honest, I wan't interested in reading this book. I read the entire Twilight saga and I liked it, but I just preferred to read something else. So I wasn't going to read this book until I broke my arm and my parents wanted to give me a gift. I pick it up, and I was instantly hooked. The writing reminded me why I read and enjoyed Twilight. It may not be a classic, but it doesn't let you go. I just kept reading until I finished. I vaguely remembered Bree from her 5 seconds of fame at Eclipse, but of course in this book she is the main character. She is a very young girl with a good heart. Nervous and very scared, in a way she remind me of Bella. It was nice to read her, easy. She makes you feel comfortable. The story was much more than I was expecting, but that is probably because I wasn't expecting anything at all. You get to read more about vampires, specially newborn, but I didn't read anything new about that. But the author creates another side of the story that was interesting enough to keep reading, even when you know what was going to happen. I actually enjoyed it, and I recommend it if you read Twilight serie and liked it. You shouldn't miss it.",Maria Guajardo (GABY)
9780316024969,The Twilight Saga is a good series about Isabell Swan (known as Bella) who moves to Forks to live with her father when she meets the mysterious Edward Cullen and falls in love with him. It takes you on an adventure with Bella and Edward as they fight through evil.,Claudia
9780316024969,"New Moon is the second book in the four book Twilight series. It begins with Bella's birthday and her accidentally getting a papercut whilst at the Cullen's home. This is where everything turns upside down and soon after Edward decides it's best that he leaves Forks and never sees Bella again, to protect Bella. Bella is left devastated and can't bring herself out of depression for a couple of months until she decided to see Jacob. It is Jacob who helps Bella find happiness again, until she decided to go cliff jumping and is almost left for dead. Whilst she is not dead, the Cullens believe she is and send Alice to find out what's going on. Edward maintains that Bella is still dead and like Romeo and Juliet, decides he can't live without her and is ready to die for that cause. Bella gets word of what Edward is planning and saves him just in time. As the reader, you can kind of put yourself in Bella's shoes in the novel. So it is interested in that respect. However there seemed to be a lot of sorrow and it did go on a bit at times.",Rachael Challen
9780316024969,"This was a sad book. I could almost feel the pain oozing out of the pages. But after experiancing such loss the characters realise that they don't want to live with out each other. They feel love, passion and protectiveness of each other. Any painful memories soon resurface. Excellent. Entrancing",Kon Kaldaridis
9780316125581,"It is great when an author can take the time to create a backstory to one of their characters. Bree Tanner is an interesting persona and this novel does her justice. This book gave an in-depth and interesting perspective in the eyes of Bree. The telling of her struggles of confusion on becoming a newborm vampire, of leaving her old life and not knowing what she should do now. Then later conflicted with her loyalty to stay and obey Riley or to believe herself and leave, and maybe to even take a chance to fall in love. Rich in detail and romance; An added bonus to the Twilight Series. Thanks Stephenie Meyer, you did it again!",SpadesHigh
9780316027656,"Eclipse is the third book in Stephanie Meyer's Twilight series and continues on from where the previous book left off. In New Moon (the second book), Bella is left alone after Edward decides its best if he no longer see Bella. Jacob fills Bella's void and she learns that he's become a werewolf. The third book is a twist on that because Jacob and Edward (the warewolves and the vampires) form an alliance to destroy Victoria (an evil vampire) and her newborns (new vampires). Bella no longer finds that she is split - in having to choose between warewolves and vampires (Jacob and Edward) because she can have both. Jacob declares his love for Bella but Bella remains true to Edward. Bella is given an engagement ring from Edward towards the end of the novel. True Twilight fans will find themselves battling between team Edward and team Jacob in this book but I found the story seemed to go in circles between the two of them. It seemed there was a constant fight for Bella with no real resolution. It was here that I hoped the final book would clear everything up.",Rachael Challen
9780316067928,"This was my favorite book in the saga. It was the perfect end to the story. You might think that it would be ""too much"" with the pregnancy and all, but it wasn't. I felt so desperate when I finished it and secretly wished there could be a fifth book. I could have read this in a day, but I wanted to savour every page. Magical. It had me fantasising abou what could happen next. All time favorite.",Kon Kaldaridis
9780316067928,To the above comment: When you write a review of a book you say how good or bad it was and recommend it but you dont write what happens in the story and ruin it for everyone else. :(,Anne Mitchell
9780316160179,"""...Okay, I know after reading some of this, it might sound like I actually didn't really like Twilight. But I do. I joke a lot that ""trashy romance novels are my guilty pleasure,"" but I don't really mean that I think they're trashy. They're fun, and sometimes I need to vicariously get a little romance in my life, because much like pre-Forks Bella, I am very much lacking in that department. You will never, however, catch me saying that I want ""my own Edward."" That's a little too into it for me, and anyway, it's Jasper who's my favorite Cullen male..."" For full review, please visit me at Here Be Bookwyrms on Blogger! http://herebebookwyrms.blogspot.com/2011/12/twilight.html",Colleen
9780316160179,"NOTE: Read the book before you watch the movie, probably THEN you would be more interested and knowing of what is going on. The first installment of The Twilight Saga starts off pretty slow, but continues on in becoming interesting as you go from chapter to chapter. Many have been ridiculing this Novel/Series, and from my perspective it may be because of the built-up hype and opposition of it's chosen character representatives. It's a young adult book that can pull the heart strings, a soft as well as humorous vampire-werewolf scenario, and a love triangle to add (or could it be a love-quad...i.e. Mike) I enjoyed this novel as I read it all the way through to the last book (Breaking Dawn). It's a great and entertaining escapism of a novel/s. On to read the second book 'New Moon.'",SpadesHigh
9781907410512,White Cover Looking so cool than the black one. :D I already pre ordered the book waiting for the release xD,GEETH VINDULA
9781905654284,"This is one of the wost books that I have ever had the unfortune of reading. Bella is a sad, weak female charater, who can't live with out her magical ""Edward"". Shephanie Meyer seems to have no clue how to write and the whole thing is filled with meaningless descriptions and ovious cases of Theasaurus rape. In the end to add on the all the necrophelia that has graces us through out the book we have a nice little dash of pedophelia too. Why, oh why was this ever published? If you are obsessed with the series I highly sugest you give it another read, more critically this time then realise how badly it is written and go read something better.",Holly Anne
9781905654284,"WHY,BOOK DEPOSITARY,WHY IS THIS SERIES IN THE CHILDREN'S BOOKS CATEGORY???WHY?",Petya Birant
9781905654284,"I was quite excited to start the last book of the Twilight series. This book is split into three parts. The first and the last part are told from Bella's perspective while the second is told from Jacob Black's perspective. From wedding, honeymoon , it just doesn't get easier for Bella Swan- Cullen. You'll get to read more vampire and their history as well. The dreaded Volturi Coven is back in the scene, with amazing revelations at the end. Another page turner book, worth to read.",R.D-Diaz
9781905654284,"Finished 4 books in 4 days! My eyes are drooping but my mind is that of a living vampire with vivid images of Bella & Edward still running through it. What will i do after Twilight? Maybe get some sleep before hubby complains. But not yet, i'm craving for more Midnight Sun, and so i'm appeasing my thirst with more EPOV fanfiction on the net. Dear Stephenie Meyer, please continue writing the Twilight saga beyond 4 books for your millions of entranced fans.",Kim
9781905654284,"Stephenie Meyer, if you read this review, please PLEASE write another couple of books for this series.... there are two more books that could be added to this series from the threads left in this final book... I so enjoyed this series of books that I've had a hard time putting them down. I'm 40 years old and just LOVED them. Thank you so much for taking the usual vampire, werewolf story and putting a noval twist on it - so different and so unique (it was very refreshing). It really has left me wanting more. The movie of Twilight was great, and I can't wait for the release of New Moon later this year. Thanks for a truely wonderful story, the romance and suspence of the books was fantastic, not to mention a stir of the emtions as well! Loved it, loved it, loved it.",Angela McGregor
9781905654284,"i like, didnt like the book cause it was really boring cause it just ruined the whole series. i dunno y. AND, its too happy. i mean cmon! nobodys TAT happy! n also, i like, didnt like it how bella ditched jacob. n yeah. cause jacob is cool. TEAM JACOB!!! n also, i dont like bella. dunno y. The end. from Kim. DISCLAIMER: omg um this isnt courtz, this is my really rude friend! I love breaking dawn!!!",courtz
9780349001326,"I loved reading every page of the Twilight saga. It has an amazing story with good descriptions, scenery, romance. Also I would like to thank Book Depository for the amazing packing. Everytime I buy from this site the books arrive in time and in very good packing.",albert
9780316067935,"The fourth and final chapter of Stephenie Meyer's TWILIGHT series is sure to please readers. Bella has a tough decision ahead of her: eternal life or death. Should she live forever with the love of her life, her fiance and vampire Edward Cullen? Or should she choose life -- and maybe her best friend who is completely in love with her, Jacob Black -- and face death that will eventually come? That is the big decision that Bella faces, but of course the road down the path to the outcome isn't easy. Many events happen that alter Bella's life forever, leaving both the reader and Bella dazed. BREAKING DAWN ends the series very nicely. Throughout its seven-hundred pages, the reader is engrossed in the drama and action-packed tale of an ordinary girl in a pseudo-ordinary world. The reader should be cautioned that fits of increased heart rate and frustration might raise the desire to hurl the book across the room while reading this last installment of the very popular series. While some could argue that there is simply too much ""drama"" -- so much at times that it seems another book may have been of better benefit to the readers' health -- the book is nevertheless entertaining and delightful. *Gold Star Award Winner!",TeensReadToo
9780316087384,"This is the third (and possibly final?) installment of the thrilling series (following TWILIGHT and NEW MOON) that has many teens and adults alike enthralled by the passion of Edward and Bella. Could it now be over? Bella believes that she wants to be a vampire, but she must fight with herself to make sure that's what she really wants. There have been many killings in Seattle and, once again, Bella is in danger. Graduation is right around the corner and she is faced with the hardest decision of her life -- life or death? And which is which? ECLIPSE is a good closing to the series, if this is indeed the end, but there are a few times that the writing is a little vague. I'll be very sad to see these characters go, but at the same time, I'm worried that if there are any more books the story may begin to seem drug out. Very good overall, though!",TeensReadToo
9780316132909,Link to my review on YouTube: http://www.youtube.com/watch?v=FcYMlcHsTEs,Claire
9780316132909,"I absolutely love these books, and to have them in this stunning box set is even better! I'm a very happy customer",Kate Collins
9781406330335,"I was missing Jace and Clary so much I had to pick this book up after it sitting on my shelf since Christmas. I had pledged to ready only author's I'd never read before in January, and after the month was over I had already moved past all my feels about the first three Mortal Instrument's books. Now I'm really glad I waited and could experience this lovely Shadowhunter world again. Revisiting a familiar fictional world is like coming home, comfortable and fabulous I almost gave this book four stars. It really wasn't as good as the first three, mainly because it was so chaotic. I felt like I was reading the Simon show. I understand that there are more characters than just Jace and Clary, so I am probably biased, but I really did get bored with so much Simon drama. The emotions Jace and Clary went through felt a bit forced, as if there really wasn't anything for Cassandra to create to cause issues with them so she just came up with whatever was easy. I didn't feel their 'troubles' were realistic, even though Shadowhunter's are fictional, the situation just wasn't as believable for that type of setting that it was in the previous books. I know it all tied in together in the end and made sense, I just felt like there could have been a better plot line for that particular section of the book. I was intrigued by the bits of information we learned about some of the other characters, Magnus and Maia. Their pasts were discussed and elaborated on, but I felt like there could have been a little more information provided. I know that there is going to be a Bane Chronicles to give us the information on Magnus as well. I haven't read The Infernal Devices yet, so I don't know if he's in those. The thing about Cassandra Clare's writing style is that it's so easy to read. It flows beautifully and you can speed through her books without feeling like you were cheated. Her writing always leaves me wanting more. We also get a glimpse of what I like to call #TeamMalec. I always get a bit fangirl over any ""Malec"" information and again, I wanted more :) Plot wise, it was all over the place. It felt like riding a roller coaster, there were so many twists and turns. New bad guys, or should I say bad girls, were introduced and a reappearance of a former menace within the last few pages left a cliff hanger so intense that I almost ran to my room and picked up the last book immediately. I had to contain myself because I want to read other books, but I really cannot wait to pick up the next one. All in all this was a magnificent addition to the series. Rating: 5 out of 5 stars, but again, I'm biased for anything Jace/Clary and #TeamMalec Recommendation: I suggest you read this one immediately. If you've read the first three, then keep on trucking partner because this one will not disappoint. It's not the best of the series, but it's really not bad either.",Whytnee shattuck
9781406330335,"Another great installment in the Mortal Instruments series. It drew me right into the world of ShadowHunters and Downworlders and into the lives of some of my favorite characters. Admittedly, we do get a few hot scenes with Jace and Clary, but as usual, nothing is easy for them. The mark of cain has made life much more difficult for Simon, and so has BOTH of his budding romances. I'm yearning for happiness and good thing for my characters, so I can't wait for the next ones.",Brandi Kosiner (Brandi Breathes Books)
9781406307627,This is a truly magnificent book which is the start to many more absolutely outstanding stories of the Mortal Instruments. :),Emily Clarkson
9781406307627,"What can I say about this book? I can say Oh.Mah.Gawd!!! I was hesitant with this book. I didn't think I would like it at all so I put off and put off on getting it and reading it......but, I finally broke down and did it after checking it out from the library. Oh.Mah.Gawd again....... I am so pleased with every aspect of this novel! Clary's character is wonderfully created but Jace's character.......good lord, I loved every bit of him! The ups and downs that Clary and Jace went through was amazing and I felt like I was a part of every bit of it. The murders, the Shadowhunters, all of them added up to be one heck of a ride! Ms. Clare's work is wonderful and I am so glad that I finally listened to everyone and read this 5 star novel. Now, I'm literally dying to read book 2. I absolutely can not wait to get it from the library and continue one with these amazing characters and the Shadowhunters. Fabulously done, Ms. Clare! Keep up the fantastic writing and you definitely have a new fan in me! -- **Disclaimer: This book has been provided to Reviews By Molly free of charge by the public library in exchange for an honest review of this title. No money has been exchanged for this review. This review reflects the opinion of the individual reviewer and does not necessarily reflect the opinion of any other RBM reviewer or this blog's owner, editor or administrator.",Reviews By Molly
9781406307627,"I thought that the Mortal Instruments City of Bones was an amazing book to read as I could not put the book down even if I wanted to. I was able to read it within 3 days and I was completely captivated by the plot and characters aswell as the twist and turns the story took me through to unveil revelations you would have never have thought of. This book does not follow the sterotypical supernatural themes that are displayed on tv, but goes beyond that introducing you into a new magical world hidden in the midst of New York City. I was amazed by how modern and relatable the book was in some parts. I am now determined to own the whole series and cant wait till book six is released!!! :)",Keshika
9781406307627,"I had seen this book pop up on my updates-feed on goodreads so many times, that when I came across it at my library, I had to take it home with me. I wasn't particularly looking forward to reading this book, but I wanted to find out what the fuss was about. It seems that people either hate or love this book. And I ended up kind of loving it. City of Bones is the first instalment in the Mortal Instruments series. What I really liked about this book from the start is that it is set in modern times in New York City. Of course, many books are set in New York City (the Princess Diaries for example, a series I absolutely love, by the way) but this is fantasy. I had never read fantasy before that's set in NYC, but maybe that's just me. Anyway, City of Bones is about a teenage girl named Clary Fray whose mother is super overprotective and whose father died before she was even born. When she goes out clubbin' with her homie Simon - who's like a brother to her - she sees three teenagers kill this creepy dude. These three killers turn out to be Shadowhunters. ""What are Shadowhunters?"" you ask? If you really want to find out, I suggest you read this book, but in short: Shadowhunters are part angel, part demon fighting warriors. They're pretty badass and they basically protect us humans - or mundanes, as they like to call us - from demons. Which is pretty nice of them, isn't it? Clary is pretty freaked out after witnessing a murder. Unfortunately, this isn't the last time Clary encounters Shadowhunters, because soon her mother disappears and she gets attacked by a demon herself. This book is filled with hilarious dialogues and fast-paced action sequences. Perhaps it's just me, but I thought the action scenes were rather bloody. I didn't mind it, but I guess I'm not used to it. What I also really liked about this book were the characters. I must admit that not all of them were very original, but more on that later. I really liked the fact that so many characters dropped by in the storyline. You've got your five main characters: Clary, Simon, Jace, Isabelle and Alec. But there are also many characters that are only present for like a chapter or two, like Magnus Bane and Raphael. And I hope that, if those characters survived the first book, they'll reappear in one of the others books in the series as well. Those who hate on this book say, amongst many other things, that this book is very predictable. Now I did feel for the first half of the book, that I knew exactly what was going to happen. And I did predict several developments of the plot correctly. But the last 100 pages or so completely made up for that, because it contained one big plot twist and a couple of small ones. My mind was pretty blown after that plot twist. And I really enjoyed that. Another thing the haters argue is that many elements of City of Bones were copied and slightly altered from the Harry Potter-series. I did read somewhere on the interwebs ???????????????- and we all know how reliable that information is - that Clare originally started writing Harry Potter fan fiction. And that some paragraphs from those works were altered and used in City of Bones. Furthermore, I am able to recognize elements from Harry Potter in this book if I pay close attention to it. But I don't really want to. And I recommend you to not do so either, if you just want to get a good read out of this book. I really enjoyed reading this book and I'm definitely going to read the other ones in the series. I love reading about fantasy worlds that exist in our ""real"" world and the world of the Shadowhunters is a good example of that, although it might resemble the world of Harry Potter a little. Maybe that is exactly why I liked this book so much. After all I love the Harry Potter-books with all my heart and more!",Enya Wouts
9781406307627,"In one night Clary saw people who weren't there, witnessed a murder and watched as the dead boys body disappeared. One night later and Clary found herself face to face with the invisible murderer as he saves her from a demon, her mother already gone, and her home no longer safe. It would be three days before Clary would discover where she was and what had happened to her. Clary had never heard her mother speak of her past, indeed it was almost as though her mother didn't start existing until she was born, and Clary knew even less about her father. But all the secrets her mother kept have now left Clary confused and alone. With only the murderous strangers left to turn to will she survive long enough to find her mother and discover the truth? City of Bones brings together the supernatural world in a new and inventive way. Where angels fight demons and half-human being roam our cities; with vampires in nightclubs, werewolves running Chinese restaurants and faeries dancing in Central Park. There are so many twists and turns in this new world to explore to keep you occupied to the very last showdown.",Larissa McGrath
9781406328677,"City of Fallen Angels ist the 5th book of the book series: The Mortal Instruments. The cover looks very beautiful. You can see Clary and Jace standing behind a town. There is a power coming from them. The title sounds very interesting. Clary and Jace are still acting like in the last books, but somehow they have more experience with worse figures and demons. The content is great. There are still things happening I haven't imagined happening. This book surprises me. This is really good. I like Cassandra Clare's writing style. All in all, I liked this book and I would recommend you to read the whole series !",Lia
9781406328677,This book is so awesome I can't believe the next book isn't out yet! Hurry up! City of Lost Souls is the next book and it better hurry up! This series is amazing and I recommend it to everyone! Read it!,R.E.Franks
9781406328677,I love reading these books and yes I have past them on as well but they WILL return them. I got to the part in the book where it could have gone either way and just crossed my fingers. Maybe next time for these two.,jean frost
9781406328677,Loved these books.. ive already given them to others to read and they loved them too... bring on the next book cant wait to see what happens,Carmel Behan
9781406328677,"OMG i just loved this book, the whole series actually, but so upset that i have to wait until next year for the next installment, the book left us at a clifhanger AHHH... Just cannot wait!! Clary and Jace are just amazing together!! Loved Izzy in this book, she is awesome!!! A++++++++ allround :D",Chloe O'Mara
9781406351958,"well, what can I say. postcards are really great, a little bit bigger, but good quality.glad I've bought it",indriene
9780064471107,"""...While The Magician's Nephew is definitely one of the more understated of the series, I always enjoy reading it. It isn't lacking for adventure, though there are no battle scenes, and when the Talking Beasts of Narnia come about, there are a lot of funny moments involving them and Uncle Andrew. There are some nice morals for young readers, but not in a preachy kind of way. Again, it's not quite as action-packed as some of the others in the series, this book is very captivating, and you really get a sense of it building up to the others; having re-read it, I am eager to finish re-reading the rest of them!"" For full review, please visit me at Here Be Bookwyrms on Blogger: http://herebebookwyrms.blogspot.com/2012/04/magicians-nephew.html",Colleen
9780064471053,"A lovely story! It's like a fairy tale for more grown-up children. :-) I daresay, I even enjoyed ""Prince Caspian"" better than ""The Lion, the Witch, and the Wardrobe"". The writing is so clever, and the ""people"" and ""creatures"" (for the most part) are so charming (except for the evil ones). Looking forward to reading more of the Narnia series.",Tarissa
9780064471077,"A wonderful book in the Narnia series! The 'Dawn Treader' is King Caspian's own ship, and he's going on a thrilling adventure through the Great Eastern Ocean. Edmund, Lucy, and their cousin Eustace ""join the picture"" in Narnia aboard the ship. Although the charm of having all 4 siblings together is missing from this particular story, Reepicheep made up for it... what a gallant mouse! He always knows just what to say. King Caspian is on a quest to locate the whereabouts of 7 missing Narnian lords. The 'Dawn Treader' will go through many enchanted trials across the ocean, as the travel continues past the Silver Sea, to the End of the World, Aslan's country. Are you coming aboard ship?",Tarissa
9780006716778,"In reviewing ""The Lion, the Witch and the Wardrobe"", what else can I say that hasn't already been said about this classic book? After hearing so much about the book from friends my whole life, I'm now happy to say I've read it. No, it's not a favorite (fantasy isn't what I most enjoy reading). But I do like the analogy of how it sheds light on the Christian life. (Although I'm still confused on how Santa Clause fits into the picture?) For me, it was an interesting read and I do plan to continue with the Narnia series and see where else it takes me.",Tarissa
9780439882828,A superbly made pop-up. Imaginative. You don't even need to read the text. Fans of the series will enjoy the different characters and scenes. Non fans will enjoy the craftsmanship.,Graif
9780545383271,Amazing presentation and edition. Easy to read for all ages. Great story for one of the most wonderfull characters in Star Wars universe. Makes you feel sorry about this cruel villian.,Ricardo Zavala Contreras
9780786947812,"""Picking this up from the post I was looking forward to opening a book which helped create interesting battles that were barely touched upon in the core rule book. Man, was I disappointed. As the title suggests the book is nothing more than a load of stat blocks with a couple, and I mean a couple, of races, talents, feats and pieces of equipment scattered about in there. Compared to the well written but brief core rule book and the fantastic starships update this book has very little to offer GM's unless they are lazy and far less to offer players, the Star Wars Monster Manual it certainly isn't. The book is split up into 3 sections: Characters, Creatures and Droids. The 1st section, characters is the biggest of the 3, spanning 103 of the paltry 160 pages (even though it is the same page count as SOTG)it contains stats from soldiers to elite soldiers to warriors to elite warriors almost repeating itself in the process. The odd legendary charcter makes an appearance but most are of little importance or don't fit in the timeframe of any campaign. There are ""guides"" to encounters with almost every entry but most are stating the obvious, revealing tactics that even first time GM's shouldn't have much trouble coming up with themselves. My main gripe is that there is no guide on what CL opponents should be, especially those with levels in nonheroic and as such seemingly different powered opponents share a similar CL. In reality you could make more challenging and better suited NPC's in less than hour using the core book. The next section, creatures, which gives a few blocks for popular creatures such as rancor and the sarlacc and a few other beasts like the Vornskr hounds and Ysalamiri but no guide on creating new creatures and barely even a description of their habitat, eating habits or even if they would attack a character on sight or only fight if backed in a corner. Yet again there seems to be disagreements on the CL's of different creatures and considering the range of wonderful creatures out there in the SW universe, this is a very thin section. Which leads me on to the final section, droids. This makes no attempt to build on the droids chapter in the core rulebook merely presenting examples of different types of droids which again you could probably create yourself in less than an hour. All in all a very disappointing book which fails to build on the well laid out rules of its predecessors leaving us hoping that Wizards can pull it back together for the upcoming Clone Wars campaign setting.""",a Book Depository customer
9780141329994,Percy Jackson and the lightning thief is well written. Ever wondered how children 11+ are going to get off those playstations? Here's how! Percy Jackson has everything in the book and it keeps you captivated. It's not just any book it also has Greek Gods in it! It is amazing and definiteky 5 stars out of 5!,Daisy Archibald
9780141321271,"# Awesome! Reviewed by Adrian W. | see all reviews by Adrian W. 22/11/2010 Finally, we get into the really good stuff. It felt likes this is the story Riordan wanted to be telling all along, and that THE SEA OF MONSTERS and THE TITAN'S CURSE were just necessary set-ups. Nico di Angelo has rapidly become a really engaging character, too. I was glad that Riordan finally seemed to find the balance between referencing Greek myths and just retelling them with his characters - sure, we had Percy cleaning out Geryon's stables as Heracles once did, but that was one small, relevant part of a larger quest, not the be all and end all as these ""references"" were in the last two books. The ending had me a bit peeved, though - we keep learning how nutso the gods can be, but when Hera is ****** at Annabeth, she doesn't just smite her. What gives? Anyway, I've gone from wanting the series to hurry up and get better to being disappointed there isn't much more to go. Great stuff!",Adrian J. Watts
9780141321288,"This book is the best of the Percy Jackson series. It is an unputdownable book. There aren't enough word in a dictionary to describe this book. It has everything a good book should have a bit of romance, just enough history and mythology to keep you interested and a whole lot of action. It is a very original story because the author combines all the old mythological stories and heroes with modern life. Rick Riordan describe the scenes and the situations that Percy and Annabeth encounter so vividly that you think that you are with the characters, fighting with them, journeying with them and even exploring Camp-HalfBlood with them. It is a thrilling book which I enjoyed rereading over and over again. If you liked the other Percy Jackson book you'll love this one.",andrea cini96
9780141321264,"The third instalment of the Percy Jackson series takes on a now familiar format of Percy, along with a few others, setting out on a quest which has him fighting all kinds of mythological creatures along the way. This time he is trying to rescue both the goddess Artemis and his fellow half-blood Annabeth. This book is different from the others in that we meet Artemis' hunters as well as getting to know Thalia, daughter of Zeus. There's also a bunch of new characters, with at least one of which who will prove to be all important in the over all story arc of the series. I liked that we are now able to jump straight into the story without to much explanation of the story world and that we're getting to find out more and more about the Gods and the prophecy which predicts the fall of Olympus. The Titan's Curse felt like it was starting to set up the final two books of the series, with just a few hints here and there of what might follow in the future. While the Percy Jackson books fall in the Middle School age bracket, they can definitely be enjoyed by all. There's so much detail and action that it's easy to forget that you're reading a childrens/younger teen book. I can't wait to read the rest of the series.",Tasha
9780141319148,"This book was definitely a good start: it made me interested in Greek mythology again! Let's see.. the last time I read something about Greek mythology, I was in seventh grade and we need it for school. Now, I want to dive for Bufinch's mythology and re-read it! Good thing my parents bought me a hardcover book -- it literally lasts so much longer! Anyway, the way Rick Riordan writes about the gods makes me feel as if they are alive, walking around earth and not just names from myths, legends, and lore. He also writes about these characters in such an unconventional way -- I love the fact that he doesn't portray Hades as a bad guy. In fact, Rick Riordan never really portrays any of the gods as bad people, just moody little beings. After all, these gods have every right to. They rule the earth, right? The characters are also smart, witty, funny and three-dimensional [well, except for Smelly Gabe for me. Gosh, I hate him!] The book is written in a humorous way to make the subject light while keeping the readers interested in the facts that the author is churning on about. Dang, now I wish these books had been written when I was a young adult. It'll make me remember more about these Olympians, quite useful if you have an exam or something! He even provides codes for you to remember the gods names alone - ie the formation of the gods in Olympus and in Camp Half-Blood, as well as numbers for each of the gods. Ingenius. This novel is very, very excellent. Good start for the rest of the series. It kept me hooked! And yes, I want to read the next novel, but will probably get a copy when I find one on sale. The cheapskate in me strikes again [then again, I have a bazillion interests to fund too]. So, is this the next Harry Potter series? Maybe. Maybe not, but Riordan certainly provided a breath of fresh air to an otherwise aging lore! This is very much worth your time and effort so do read it. The book isn't like the movie, don't be fooled!",Ruby Escalona
9780141319148,"Percy has almost made it througha whole year of school without being kicked out. Too good to be true? Sure it is. A run in with some monsters soon sees to that and has Percy fleeing to Camp Half-Blood where things aren't exactly as they were last year. Finding the Golden Fleece appears to be the answer to putting the camp back to how it should be and off course Percy's the one who gets to retrieve it, along with Annabeth, Clarrise and newcomer, Tyson. They also need to rescue Grover while they're at it. All in a days work for a half-blood. The Percy Jackson books pretty simple in style - Percy has to find something and deal with a whole load of mythical stuff on the way. It's mostly obvious what's going to happen before it does but there's a few twists and turns as well as the explanations of the myths that keep the interest factor. They're funny and full of action which makes them enjoyable to read and Sea of Monsters doesn't disappoint in this.",Tasha
9780141319131,"A very interesting storyline, good book. Worth a read!",Loo Zhu Hang
9780141319131,What a way to bring Greek mythology to life! A brilliant way to introduce mythology to teenagers and adults alike. Homer would be very proud of these efforts.,Sharon Morgan
9780736426848,Was very dissappointed with this book. The pages were longer than the cover and graphics very poor.,Coleen Weller
9780811867870,"This is a cute little book. I bought it to give as a present and the parents were quite pleased with it. The book is quite small, approximately 15cm x 15cm. There's only about 6 pages in the book. The entire book (including the pages) are all made of thick cardboard. The giraffe finger puppet is attached to the back cover of the book and the giraffe's head can be tucked back into the hole in the middle of the book, so the book can be stored easily on a bookshelf, the finger puppet doesn't have to remain stuck out.",Purple Rain
9780061236112,This whole collection is great for first time readers and of course especially girls. Great value for money and a good story that holds their interest from start to finish. I bought my 5 yr old the whole set and it is a fast bedtime favourite.,Tammie Noldan
9780064440752,"Nathaniel Benchley, who penned other vivid stories about animals, wrote ""Red Fox And His Canoe"" in 1964. An Aboriginal asks his Dad for the largest vessel he can build. Meant for small children, each illustration is smiling and introduces a lovely variety of animals. As the boy launches his craft the dialogue is perky , easy to understand, and involves no fear or peril. However the take-away education would apply to a great many grownups. Perhaps it is versatile because basic morals are at our disposal early. The protagonist, 'Red Fox' doesn't give a reason but thinks the biggest canoe available, would be ideal. Perhaps he wants to carry more fish and on his test paddle, he does gather a much bigger haul than usual. Perhaps he would like to invite the accompaniment of friends, which his humbler solo craft couldn't muster. What he does collect at the end of one day, is a boatload of uninvited critters. Crowding the owner himself, a cute variety of wildlife notice that off-shore fishing is easier. Constantly adding to the eclectic party, who 'Red Fox' can't chase out, opportunistic individuals seize on an easier way to fish by boating with him to the centre of rivers. This is a pickle in two ways. We want to help where we can, if we possess a resource others would be grateful to share. I think of folks who own trucks; never short of people needing something hauled. However we ought not take anyone for granted, nor outsource amenities until wear and tear occurs. We must not sacrifice the ability to enjoy our investment; sinking the craft and no one making use of it. It's a fine line between appearing selfish and reasonable self-defence. The tale made good, wry sense without ever feeling despairing or heavy.",C. Riedel
9780763641153,"We have loved reading these 3 books. I have been reading them with my 3 daughters (9, 7 and 7 years old) at night. They have been funny and sad and so much fun to read. The books cover subjects that are important for girls aged 6 -10, such as bullying, sibling rivalry, troubles at school and making snap decisions about people plus more. The characters are believable and likeable (except for the nasty bully Justin Broach!!). It has started many conversations about things that are important to talk to kids about, such as bullying and what to do when things aren't going well at school. Lauren Childs wit and humour come through and great lessons in life",Elizabeth Moore
9780763647971,"For those who plan to buy several Clarice Bean books, please be aware that 'Guess Who's Babysitting' and 'My Uncle is a Huncle' are the same story! 'Guess who's Babysitting' is the American version. Many words have been changes, like 'TV' instead of 'telly' BUT it's the same story. DO NOT get caught out, like I did!",Nina Herbert
9781408300060,"For those planning to buy several Clarice Bean books, please be aware that, 'My Uncle is a Hunkle' and 'Guess Who's Babysitting?' are the same story! 'My Uncle is a Hunkle' is the British publication. Many, many words in the American version 'Guess Who's Babysitting?' have been changed, 'telly' to 'TV' but it's the same story. So don't get tricked, like I DID!",Nina Herbert
9781401216672,"Initially, I had bought this book for my Barbara Gordon collection (does that make me a sadist?) but in reading it you come to truly understand the complicated nature that is the Joker. As someone who was not interested in the Joker or even Batman for that matter, I was surprised by how engaging this once. At times you may even find yourself feeling conflicted about your view towards this villain. One thing about the book itself, and I don't know if this was done on purpose to mess with people, but the outer cover for the book is upside down when combined with the actual book itself. It's a rather odd printing error/joke.",Chi
