Book Name,Rating,Customers_Rated,Price,Reading age,Grade level,Lexile measure,Print length,Language,Dimensions,Publisher,ISBN13,frontimg,subimage1,subimage2,subimage3
Tolkien:The Fellowship of the Ring,4.8,"13,046",,12+ years,,,,English,5.55 x 1.5 x 8.74 inches,,9780008567125,"https://m.media-amazon.com/images/I/412125v28VL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/412125v28VL._AC_SX800.jpg,https://m.media-amazon.com/images/I/417CVz75bDS._AC_SX800.jpg,https://m.media-amazon.com/images/I/41aPTiw2rrL._AC_SY800.jpg
Where the Wild Things Are: A Caldecott Award Winner,4.9,"32,952",,1 - 5 years,,AD740L,48,English,9.24 x 10.4 x 0.43 inches,HarperCollins,,"https://m.media-amazon.com/images/I/612cvg4xMFL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/612cvg4xMFL._AC_SY800.jpg,,
Pete the Cat: I Love My White Shoes,4.9,"10,189",,2 - 5 years,Preschool - 3,AD460L,40,English,9 x 0.75 x 11.75 inches,HarperCollins,9780061906220,"https://m.media-amazon.com/images/I/51cfWcsGihL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51cfWcsGihL._AC_SX800.jpg,,
Pax,4.7,"10,394",,8 - 11 years,03-Jul,760L,288,English,5.5 x 1.05 x 7.75 inches,Balzer + Bray,9780062377012,"https://m.media-amazon.com/images/I/51idhxVuQYL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51idhxVuQYL._AC_SX800.jpg,,
"Dear Girl,: A Celebration of Wonderful, Smart, Beautiful You!",4.8,"8,880",,3 - 8 years,Preschool - 3,AD480L,40,English,9.1 x 9.2 x 0.5 inches,HarperCollins,9780062422507,"https://m.media-amazon.com/images/I/51JSlX893aL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51JSlX893aL._AC_SX800.jpg,https://m.media-amazon.com/images/I/413CwW+GUGL._AC_SX800.jpg,
The Bad Seed (The Food Group),4.7,"14,464",,3 - 7 years,Preschool - 3,AD390L,40,English,9.1 x 0.6 x 11.1 inches,HarperCollins,9780062467768,"https://m.media-amazon.com/images/I/41o4ElxdqTL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41o4ElxdqTL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41P99gmfhwL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41tgWSO-7NL._AC_SY800.jpg
The Hate U Give: A Printz Honor Winner,4.8,"26,212",,13+ years,09-Dec,,480,English,5.31 x 1.08 x 8 inches,Balzer + Bray,9780062498540,"https://m.media-amazon.com/images/I/41VVZqX-UlL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41VVZqX-UlL._AC_SX800.jpg,,
New Kid: A Newbery Award Winner,4.7,"8,071",,9 - 12 years,03-Jul,GN320L,256,English,6 x 0.64 x 9 inches,Quill Tree Books,9780062691194,"https://m.media-amazon.com/images/I/51B8+RiLYZL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51B8+RiLYZL._AC_SX800.jpg,,
The Good Egg (The Food Group),4.8,"8,749",,3 - 7 years,Preschool - 3,AD510L,40,English,9.2 x 0.6 x 11.1 inches,HarperCollins,9780062866004,"https://m.media-amazon.com/images/I/51-fsX+7ygL._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51-fsX+7ygL._AC_SX800.jpg,,
I Am Enough -,4.9,"11,461",,3 - 7 years,,,32,English,10 x 0.2 x 9.96 inches,Balzer + Bray,9780063080683,"https://m.media-amazon.com/images/I/41CYsH0hyCL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41CYsH0hyCL._AC_SY800.jpg,,
WHERE THE WILD THINGS ARE,4.9,"32,952",,1 - 5 years,,,48,English,10 x 0.31 x 8.98 inches,RANDOM HOUSE UK,9780099408390,"https://m.media-amazon.com/images/I/61f6zFlxHEL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61f6zFlxHEL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51gM23eAOfL._AC_SY800.jpg,https://m.media-amazon.com/images/I/61i4jivZxZL._AC_SY800.jpg
True Story of the Three Little Pigs,4.9,"6,247",,3 - 7 years,,,32,English,0.12 x 7.44 x 8.98 inches,FBA Powersetup,9780140540567,"https://m.media-amazon.com/images/I/61GWLFdwApL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/61GWLFdwApL._AC_SX800.jpg,,
Summer I Turned Pretty,4.5,"24,162",,,,,288,English,7.8 x 0.71 x 5.08 inches,Puffin,9780141330532,"https://m.media-amazon.com/images/I/41hJIiAdZpL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41hJIiAdZpL._AC_SX800.jpg,,
THE SON OF NEPTUNE (HEROES OF OLYMPUS BOOK 2),4.8,"12,618",,9+ years,,640L,,English,4.92 x 1.34 x 7.6 inches,PENGUIN,9780141335735,"https://m.media-amazon.com/images/I/51AlD+DHttL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51AlD+DHttL._AC_SX800.jpg,https://m.media-amazon.com/images/I/519t4lhcIdL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51xS8Vgw4+S._AC_SY800.jpg
Heroes Of Olympus The Mark Of Athena,4.8,"15,164",,9+ years,,690L,602,English,5.08 x 1.42 x 7.8 inches,PUFFIN BOOKS,9780141335766,"https://m.media-amazon.com/images/I/51mir6Py5jL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51mir6Py5jL._AC_SX800.jpg,https://m.media-amazon.com/images/I/514uCg7QqmL._AC_SX800.jpg,https://m.media-amazon.com/images/I/415LV8g6M2S._AC_SY800.jpg
Percy Jackson and the Lightning Thief,4.7,"29,166",,9 - 12 years,,680L,,English,4.8 x 0.98 x 7.6 inches,PENGUIN,9780141346809,"https://m.media-amazon.com/images/I/51BE8yvYwtL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51BE8yvYwtL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51SwUTVE9KL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41svbvTC2PL._AC_SY800.jpg
Percy Jackson and the Titan's Curse (Book 3),4.8,"15,687",,9 - 12 years,,,298,English,5.08 x 0.75 x 7.8 inches,PUFFIN BOOKS,9780141346816,"https://m.media-amazon.com/images/I/51gmLhmCQLL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51gmLhmCQLL._AC_SX800.jpg,,
PMC A Wrinkle In Time,4.6,"13,444",,9 - 12 years,,,,English,7.8 x 5.08 x 0.67 inches,PUFFIN BOOKS,9780141354934,"https://m.media-amazon.com/images/I/51uAHDktCRL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51uAHDktCRL._AC_SX800.jpg,,
All the Bright Places: Movie Tie-In Edition,4.7,"13,654",,13+ years,,,300,English,5.08 x 1.1 x 7.76 inches,Puffin,9780141357034,"https://m.media-amazon.com/images/I/41SImPAOXPS._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41SImPAOXPS._AC_SX800.jpg,https://m.media-amazon.com/images/I/51ySZxi5YEL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51uk-aXaGNS._AC_SY800.jpg
Book With No Pictures,4.8,"17,399",,3 - 6 years,,,,English,8.03 x 9.96 x 0.13 inches,PUFFIN BOOKS,9780141361796,"https://m.media-amazon.com/images/I/41DLRhk8LkL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41DLRhk8LkL._AC_SX800.jpg,https://m.media-amazon.com/images/I/41ECwl2yKlL._AC_SX800.jpg,https://m.media-amazon.com/images/I/314fjYY1M5L._AC_SY800.jpg
Trials Of Apollo Bk 1 The Hidden Oracle,4.7,"10,767",,10+ years,,680L,,English,5.12 x 0.98 x 7.72 inches,PENGUIN,9780141363929,"https://m.media-amazon.com/images/I/510VDD-a+TL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/510VDD-a+TL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51W3EIbkMPL._AC_SX800.jpg,
George's Marvellous Medicine,4.7,"6,183",,6 - 10 years,02-Apr,640L,128,English,5.12 x 0.39 x 7.8 inches,Puffin,9780141365503,"https://m.media-amazon.com/images/I/51gP543mjmL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51gP543mjmL._AC_SX800.jpg,,
Outsiders,4.8,"31,913",,12+ years,,,,English,7.8 x 0.55 x 5.08 inches,"American Mercury, Inc.",9780141368887,"https://m.media-amazon.com/images/I/41EtecRAzbL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41EtecRAzbL._AC_SX800.jpg,,
The Christmasaurus,4.7,"7,158",,6 - 10 years,,840L,,English,5.08 x 0.94 x 7.8 inches,PENGUIN RANDOM HOUSE,9780141373348,"https://m.media-amazon.com/images/I/51sXFwvXK2L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51sXFwvXK2L._AC_SX800.jpg,,
One Of Us Is Lying,4.6,"29,525",,13+ years,07-Sep,,240,English,5.12 x 0.91 x 7.8 inches,Puffin,9780141375632,"https://m.media-amazon.com/images/I/41K4YyiZQ7L._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/41K4YyiZQ7L._AC_SX800.jpg,https://m.media-amazon.com/images/I/51DaKs05mdL._AC_SX800.jpg,
James and the Giant Peach,4.8,"6,132",,5 - 9 years,03-Jul,790L,146,English,7.6 x 5 x 0.5 inches,Viking Books for Young Readers,9780142410363,"https://m.media-amazon.com/images/I/51+hQ+jqi6L._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51+hQ+jqi6L._AC_SX800.jpg,,
Matilda: Broadway Tie-In,4.8,"14,146",,6 - 10 years,03-Jul,840L,256,English,5.13 x 0.68 x 7.75 inches,Viking Books for Young Readers,9780142425381,"https://m.media-amazon.com/images/I/512IsvYT+4L._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/512IsvYT+4L._AC_SX800.jpg,,
The Very Hungry Caterpillar,4.8,"11,151",,1 - 4 years,,,,English,8.15 x 0.12 x 2.2 inches,PENGUIN UK,9780241017982,"https://m.media-amazon.com/images/I/41waUX+835L._SX258_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/41waUX+835L._AC_SY800.jpg,https://m.media-amazon.com/images/I/51gTwzppnHL._AC_SY800.jpg,
Diary of a Wimpy Kid: The Meltdown (book 13),4.8,"21,768",,8 - 11 years,,,,English,5.08 x 0.59 x 7.8 inches,,9780241389317,"https://m.media-amazon.com/images/I/51j6mM+IlWL._SY344_BO1,204,203,200_.jpg",https://m.media-amazon.com/images/I/51j6mM+IlWL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51JUu5DZfPL._AC_SX800.jpg,
DIARY OF A WIMPY KID: THE MELTDOWN (BOOK 13),4.8,"21,768",,8 - 11 years,,,,English,5.5 x 0.92 x 8.5 inches,PENGUIN,9780241389324,"https://m.media-amazon.com/images/I/51m29DumRUL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51m29DumRUL._AC_SX800.jpg,,
Rowley Jefferson's Awesome Friendly Spooky Stories,4.7,"8,248",,7 - 11 years,,,,English,5.08 x 0.59 x 7.8 inches,PENGUIN,9780241530412,"https://m.media-amazon.com/images/I/51p4Z0WI2JL._SY291_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51p4Z0WI2JL._AC_SX800.jpg,https://m.media-amazon.com/images/I/51F+fsNhxrL._AC_SX800.jpg,
National Geographic Kids Little Kids First Board Book: Animals On the Go (First Board Books),4.7,211,,1 - 3 years,Preschool and up,AD420L,26,English,7 x 0.63 x 7 inches,National Geographic Kids,9781426333125,"https://m.media-amazon.com/images/I/51AEq-45HbL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51AEq-45HbL._AC_SY800.jpg,,
National Geographic Kids Little Kids First Board Book: Space,4.7,211,,1 - 3 years,Preschool and up,AD420L,26,English,7.05 x 0.65 x 7.05 inches,National Geographic Kids,9781426333149,"https://m.media-amazon.com/images/I/51FfSSv7QML._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51FfSSv7QML._AC_SY800.jpg,,
National Geographic Kids Little Kids First Board Book: Ocean (First Board Books),4.7,100,,Baby - 3 years,Preschool and up,AD450L,26,English,7.1 x 0.65 x 7 inches,National Geographic Kids,9781426334689,"https://m.media-amazon.com/images/I/510uj8vhpiL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/510uj8vhpiL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51FlpydTf1L._AC_SY800.jpg,https://m.media-amazon.com/images/I/51wBjOjsnEL._AC_SY800.jpg
National Geographic Kids Little Kids First Board Book: Wild Animal Sounds (First Board Books),4.6,626,,Baby - 3 years,Preschool and up,AD370L,26,English,7.15 x 0.8 x 7.15 inches,National Geographic Kids,9781426334665,"https://m.media-amazon.com/images/I/51jsVdyUVDL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51jsVdyUVDL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51iRirhR6KL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51i+OmetGfL._AC_SY800.jpg
National Geographic Kids Little Kids First Board Book: Things That Go (First Board Books),4.5,27,,Baby - 3 years,Preschool and up,AD480L,26,English,7 x 0.63 x 7 inches,National Geographic Kids,9781426336980,"https://m.media-amazon.com/images/I/51BUNrsO1IL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51BUNrsO1IL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51vyZ-nB9ZL._AC_SY800.jpg,https://m.media-amazon.com/images/I/41IJddkCUfL._AC_SY800.jpg
National Geographic Kids Little Kids First Board Book: Dinosau(First Board Books),4.7,57,,Baby - 3 years,Preschool and up,AD450L,26,English,7 x 0.63 x 7 inches,National Geographic Kids,9781426336966,"https://m.media-amazon.com/images/I/51WMNpAxjnL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51WMNpAxjnL._AC_SY800.jpg,https://m.media-amazon.com/images/I/5150CgO4-jL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51XGqAgVDGL._AC_SY800.jpg
Little Kids First Board Book: Insects,4.8,33,,Baby - 2 years,Preschool and up,AD420L,26,English,7 x 0.7 x 7 inches,National Geographic Kids,9781426339028,"https://m.media-amazon.com/images/I/51NZigg5etL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51NZigg5etL._AC_SY800.jpg,https://m.media-amazon.com/images/I/31YxB5b7gVL._AC_SY800.jpg,https://m.media-amazon.com/images/I/51X8Ipvx4RL._AC_SY800.jpg
Little Kids First Board Book: Weather,4.5,27,,Baby - 2 years,Preschool and up,AD420L,26,English,7 x 0.65 x 7.05 inches,National Geographic Kids,9781426339035,"https://m.media-amazon.com/images/I/51cBY0cCmbL._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51cBY0cCmbL._AC_SY800.jpg,https://m.media-amazon.com/images/I/417ju5zF0rL._AC_SY800.jpg,https://m.media-amazon.com/images/I/41gsS+k+T1L._AC_SY800.jpg
Little Kids First Board Book: Trucks (First Board Books),5,17,,Baby - 2 years,Preschool and up,,26,English,7 x 0.65 x 7.05 inches,National Geographic Kids,9781426371455,"https://m.media-amazon.com/images/I/51JyuQi2uML._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51JyuQi2uML._AC_SY800.jpg,,
Little Kids First Board Book: Birds (First Board Books),4.5,16,,Baby - 3 years,Preschool and up,,26,English,7 x 0.63 x 7 inches,National Geographic Kids,9781426371448,"https://m.media-amazon.com/images/I/51bzmRHU36L._SX218_BO1,204,203,200_QL40_ML2_.jpg",https://m.media-amazon.com/images/I/51bzmRHU36L._AC_SY800.jpg,,
A Court Of Thorns And Roses,4.7,"79,730",449,,,,,English,7.99 x 10 x 1.85 inches,Bloomsbury Publishing PLC,9781526641168,https://m.media-amazon.com/images/I/51rl7Qq99bL._SY200_.jpg,,,
A Court Of Silver Flames,4.8,"74,438",475,,,,768,English,7.99 x 10 x 1.85 inches,Bloomsbury Publishing PLC,9781526632715,https://m.media-amazon.com/images/I/518wHki3SDL._SY200_.jpg,,,
A Court Of Mist And Fury,4.8,"68,097",380,,,,,English,7.99 x 10 x 1.85 inches,Bloomsbury Publishing PLC,9781526641144,https://m.media-amazon.com/images/I/51VJFwPjhEL._SY200_.jpg,,,
A Court Of Wings And Ruin,4.8,"61,273",380,,,,,English,7.99 x 10 x 1.85 inches,Bloomsbury Publishing PLC,9781526641175,https://m.media-amazon.com/images/I/51XMiCEcV-L._SY200_.jpg,,,
Court Of Frost & Starlight,4.5,"41,050",499,,,,,English,5.08 x 0.79 x 7.8 inches,Bloomsbury Publishing PLC,9781526617187,https://m.media-amazon.com/images/I/51C3M96xj7L._SY200_.jpg,,,
A Tale Of Magic: A Tale Of Magic...,4.8,"3,695",336,,,,,English,5.12 x 1.89 x 7.8 inches,"Little, Brown Books for Young Readers",9781510202122,https://m.media-amazon.com/images/I/518U0N+ooaL._SY300_.jpg,,,
A Tale Of Magic: A Tale Of Witchcraft,4.8,"3,528",728.34,,,,,English,4.96 x 1.57 x 7.72 inches,"Little, Brown Books for Young Readers",9781510202214,https://m.media-amazon.com/images/I/51Yqrmdtm9L._SY300_.jpg,,,
A Tale Of Magic 03: A Tale Of Sorcery,4.8,"2,171",323,,,,,English,5.12 x 1.65 x 7.72 inches,"Little, Brown Books for Young Readers",9781510202474,https://m.media-amazon.com/images/I/61qPy4L+nlL._SY300_.jpg,,,
Llama Llama Red Pajama,,"10,400",499,,,AD420L,34,English,7.5 x 0.7 x 7.81 inches,Viking Books for Young Readers,9780451474575,https://m.media-amazon.com/images/I/A1hHoK2Uw-L._AC_US218_..jpg,,,
Llama Llama I Love You,,"10,265",336.38,,Preschool and up,AD350L,14,English,,Viking Books for Young Readers,9780451469816,https://m.media-amazon.com/images/I/91ppNoAYYcL._AC_US218_..jpg,,,
Llama Llama Easter Egg,,"5,093",336.38,,Preschool and up,,14,English,,Viking Books for Young Readers,9780451469823,https://m.media-amazon.com/images/I/91ekIlapjjL._AC_US218_..jpg,,,
Llama Llama Jingle Bells,,"4,113",336.38,,Preschool and up,,14,English,,Viking Books for Young Readers,9780451469809,https://m.media-amazon.com/images/I/916IKwD86mL._AC_US218_..jpg,,,
Llama Llama Misses Mama,,"3,701",738,,,AD240L,36,English,7.5 x 0.76 x 7.75 inches,Viking Books for Young Readers,9780593116715,https://m.media-amazon.com/images/I/A1DAIEUY7SL._AC_US218_..jpg,,,
Llama Llama Gives Thanks,,"3,233",241.3,,Preschool and up,AD220L,14,English,,Viking Books for Young Readers,9781101997154,https://m.media-amazon.com/images/I/A1BYFbAhQTL._AC_US218_..jpg,,,
Llama Llama Trick Or Treat,,"3,120",336.38,,Preschool and up,280,12,English,,Viking Books for Young Readers,9780451469786,https://m.media-amazon.com/images/I/91urFGs1sgL._AC_US218_..jpg,,,
Llama Llama Nighty-Night,,"2,990",260.95,,Preschool and up,280,14,English,,Viking Books for Young Readers,9780670013272,https://m.media-amazon.com/images/I/61QsKXgOPkL._AC_US218_..jpg,,,
Llama Llama Hide & Seek: A Lift-The-Flap Book,,"2,077",468,,,,14,English,7.25 x 0.55 x 7.31 inches,Grosset & Dunlap,9780593093566,https://m.media-amazon.com/images/I/B1xSVCnfDvL._AC_US218_..jpg,,,
Llama Llama Gram And Grandpa,,"1,861",699,,,AD320L,36,English,7.56 x 0.78 x 8.81 inches,Viking Books for Young Readers,9780593117750,https://m.media-amazon.com/images/I/A1GrWLAZenL._AC_US218_..jpg,,,
Llama Llama Holiday Drama,,"1,593",696,,,,36,English,7.5 x 0.69 x 7.75 inches,Viking Books for Young Readers,9780425291818,https://m.media-amazon.com/images/I/A1p4CF1BU1L._AC_US218_..jpg,,,
Llama Llama Yum Yum Yum!,,"1,427",470,,,AD380L,14,English,7.31 x 0.49 x 7.31 inches,Grosset & Dunlap,9780448496382,https://m.media-amazon.com/images/I/A1ORbPS8fzL._AC_US218_..jpg,,,
Llama Llama Zippity-Zoom,,"1,141",336.38,,Preschool and up,600,14,English,,Viking Books for Young Readers,9780670013289,https://m.media-amazon.com/images/I/61MOb4gOWLL._AC_US218_..jpg,,,
Llama Llama Wakey-Wake,,994,336.38,,Preschool and up,190,14,English,,Viking Books for Young Readers,9780670013265,https://m.media-amazon.com/images/I/91U3fvsb+IL._AC_US218_..jpg,,,
Llama Llama Hoppity-Hop,,772,336.38,,Preschool and up,110,14,English,,Viking Books for Young Readers,9780670013296,https://m.media-amazon.com/images/I/91jPtqOUBqL._AC_US218_..jpg,,,
Llama Llama Sand And Sun,,719,789,,,,10,English,7.31 x 0.55 x 7.31 inches,Grosset & Dunlap,9780448496399,https://m.media-amazon.com/images/I/A1e154K27lL._AC_US218_..jpg,,,
Nelly Gnu And Daddy Too,,540,829,,,AD200L,36,English,7.5 x 0.8 x 7.75 inches,Viking Books for Young Readers,9780425289778,https://m.media-amazon.com/images/I/A11p4AbSw0L._AC_US218_..jpg,,,
Llama Llama Abc,,207,149,,,,26,English,7 x 0.56 x 7 inches,Viking Books for Young Readers,9780593464298,https://m.media-amazon.com/images/I/81D+Mc0MujS._AC_US218_..jpg,,,
Scythe (Arc Of A Scythe),4.7,"9,538",293,,,,448,English,5.08 x 1.02 x 7.8 inches,Walker Books Ltd,9781406379242,https://m.media-amazon.com/images/I/51cP2Dag83L._SY200_.jpg,,,
The Toll (Arc Of A Scythe),4.7,"7,262",447.77,,,,528,English,5.2 x 1.61 x 7.87 inches,Walker Books,9781406385670,https://m.media-amazon.com/images/I/41C8+vfcFFL._SY200_.jpg,,,
Thunderhead,4.8,"7,160",280,,,,,English,5.08 x 1.22 x 7.8 inches,Walker Books,9781406379532,https://m.media-amazon.com/images/I/519SKBTJwKL._SY200_.jpg,,,
"Baby Touch And Feel: Animals (21 January, 2008)",,10532,,,,IG1010L,14,English,5.5 x 1 x 5.5 inches,DK Children,9780756634681,https://m.media-amazon.com/images/I/51C3gQRWyuL._SY300_.jpg,,,
"Baby Touch And Feel: Bedtime (22 December, 2008)",,2845,,,Preschool and up,,14,English,5.38 x 1.11 x 5.38 inches,DK Children,9780756645113,https://m.media-amazon.com/images/I/51fRoOdwX6L._SY300_.jpg,,,
"Baby Touch And Feel: Trucks (18 February, 2008)",,2794,,,,,14,English,5.5 x 1 x 5.44 inches,DK Children,9780756634650,https://m.media-amazon.com/images/I/61Y6UTf5TrL._SY300_.jpg,,,
"Baby Touch And Feel: Bunny (19 December, 2011)",,1903,,,Preschool and up,,14,English,5.5 x 1.05 x 5.5 inches,DK Children,9780756689872,https://m.media-amazon.com/images/I/51qfoGXYIdL._SY300_.jpg,,,
"Baby Touch And Feel: Puppies And Kittens (1 September, 2008)",,1881,,,Preschool and up,,14,English,5.44 x 1.03 x 5.5 inches,DK Children,9780756638351,https://m.media-amazon.com/images/I/51VeHGC6rlL._SY300_.jpg,,,
"Happy Birthday! (16 September, 2013)",,1800,,,Preschool and up,,14,English,5.38 x 1.03 x 5.38 inches,DK Children,9781465414311,https://m.media-amazon.com/images/I/51UNsenw8SL._SY300_.jpg,,,
"Baby Touch And Feel: Splish! Splash! (17 December, 2012)",,785,,,Preschool and up,,14,English,5.44 x 0.92 x 5.44 inches,DK Children,9781465401625,https://m.media-amazon.com/images/I/51lbkjOtOcL._SY300_.jpg,,,
"Baby Touch And Feel: Fluffy Animals (3 September, 2012)",,516,,,Preschool and up,,14,English,5.44 x 1.12 x 5.44 inches,DK Children,9780756697860,https://m.media-amazon.com/images/I/51X-B5rZbnL._SY300_.jpg,,,
"Baby Touch And Feel: Mealtime (17 December, 2012)",,426,,,Preschool and up,,14,English,5.38 x 1.1 x 5.38 inches,DK Children,9781465401618,https://m.media-amazon.com/images/I/51-93T2L2qL._SY300_.jpg,,,
"Baby Touch And Feel: Wild Animals (18 May, 2009)",,409,,,,,14,English,5.44 x 1.05 x 5.5 inches,DK Children,9780756651503,https://m.media-amazon.com/images/I/51UgkMcU2VL._SY300_.jpg,,,
"Baby Touch And Feel Counting (16 September, 2013)",,387,,,Preschool and up,,14,English,5.44 x 0.9 x 5.44 inches,DK Children,9781465414328,https://m.media-amazon.com/images/I/512MYMrF-8L._SY300_.jpg,,,
"Baby Touch And Feel: Things That Go (7 December, 2009)",,358,,,Preschool and up,,14,English,5.5 x 1.03 x 5.43 inches,DK Children,9780756658410,https://m.media-amazon.com/images/I/51PusdTyGiL._SY300_.jpg,,,
"Quantum Physics For Babies: The Perfect Physics Gift And Stem Learning Book For Babies From The #1 Science Author For Kids (Baby University) (2 May, 2017)",,1865,,,Preschool - Kindergarten,AD280L,24,English,,Sourcebooks Explore,9781492656227,https://m.media-amazon.com/images/I/51Wzt3OkEcL._SY300_.jpg,,,
"Abcs Of Biology: An Abc Board Book Of First Biology Words From The #1 Science Author For Kids (Stem And Science Gifts For Kids) (Baby University 0) (5 June, 2018)",,1695,,,Preschool - Kindergarten,AD970L,26,English,,Sourcebooks Explore,9781492671145,https://m.media-amazon.com/images/I/51Zd8gF0MML._SY300_.jpg,,,
"Goodnight Lab: A Scientific Parody (Baby University) (4 July, 2017)",,1173,,,Preschool - 3,NP,32,English,,Sourcebooks Explore,9781492656173,https://m.media-amazon.com/images/I/51iUvICzrCL._SY300_.jpg,,,
"Organic Chemistry For Babies: A Stem Learning Book For Babies From The #1 Science Author For Kids (Gifts For Toddlers, Teachers, And Med School Students) (Baby University 0) (1 May, 2018)",,1164,,,Preschool - Kindergarten,AD440L,24,English,,Sourcebooks Explore,9781492671169,https://m.media-amazon.com/images/I/61ZMggzlkPL._SY300_.jpg,,,
"Abcs Of Mathematics: Learn About Addition, Equations, And More In This Perfect Primer For Preschool Math (Baby Board Books, Science Gifts For Kids) (Baby University Book 0) (3 October, 2017)",,1114,,,Preschool - Kindergarten,AD760L,26,English,,Sourcebooks Explore,9781492656289,https://m.media-amazon.com/images/I/51YSbSb+c4L._SY300_.jpg,,,
"Abcs Of Science: The Essential Abc Board Book Of First Stem Words From The #1 Science Author For Kids (Science Gifts For Kids) (Baby University) (3 October, 2017)",,983,,,Preschool - Kindergarten,AD780L,26,English,,Sourcebooks Explore,9781492656319,https://m.media-amazon.com/images/I/51oZEWQQZVL._SY300_.jpg,,,
"Rocket Science For Babies: A Fun Space And Science Learning Gift For Babies Or White Elephant Gift For Adults From The #1 Science Author For Kids (Baby University) (2 May, 2017)",,982,,,Preschool - Kindergarten,AD350L,24,English,,Sourcebooks Explore,9781492656258,https://m.media-amazon.com/images/I/518olI2S76L._SY300_.jpg,,,
"Astrophysics For Babies: A Stem Book About Space And Astronomy For Little Ones By The #1 Science Author For Kids (Science Gifts For Kids) (Baby University 0) (3 July, 2018)",,965,,,Preschool - Kindergarten,AD480L,26,English,,Sourcebooks Explore,9781492671138,https://m.media-amazon.com/images/I/51nYULkLN1L._SY300_.jpg,,,
