isbn,name_y,review_count,Most Popular Series,Best Seller Series,Most Searched Tags,name_x,min_age,max_age,rating
9781444959871,A Faraway Tree Adventure,20,,,,"A Faraway Tree Adventure: The Land of Silly School: Colour Short Stories (February 4, 2021)",6,8,4
9781444959918,A Faraway Tree Adventure,17,,,,"A Faraway Tree Adventure: The Land of Dreams: Colour Short Stories (April 1, 2021)",6,8,4.9
9781444959901,A Faraway Tree Adventure,15,,,,"A Faraway Tree Adventure: The Land of Toys: Colour Short Stories (March 4, 2021)",6,8,4.4
9781444959925,A Faraway Tree Adventure,15,,,,"A Faraway Tree Adventure: The Land of Enchantments: Colour Short Stories (April 1, 2021)",6,8,4.8
9781474968966,All You Need to Know by Age 7,161,,,,All Science You Need Know Before Age 7,6,7,4.7
9781474952910,All You Need to Know by Age 7,47,,,,"All the Maths You Need to Know by Age 7 (All You Need to Know by Age 7) (July 8, 2021)",6,7,4.7
9780525553984,Dory,999,,,,Dory Fantasmagory: Tiny Tough,6,8,4.8
9780147510679,Dory,959,,,,Dory Fantasmagory,6,8,4.7
9780147510686,Dory,624,,,,Dory Fantasmagory: The Real True Friend,6,8,4.8
9780735230477,Dory,621,,,,Dory Fantasmagory: Head in the Clouds,6,8,4.8
9781101994276,Dory,587,,,,Dory Fantasmagory: Dory Dory Black Sheep,6,8,4.8
9780606360500,Dragon Masters,"3,423",1,,Chapter Books,Rise Of The Earth Dragon (Turtleback School & Library Binding Edition) (Dragon Masters),6,7,4.8
9780606360517,Dragon Masters,"2,990",1,,Chapter Books,Saving The Sun Dragon (Turtleback School & Library Binding Edition) (Dragon Masters),6,7,4.8
9780606398862,Dragon Masters,"2,785",1,,Chapter Books,Secret of the Water Dragon (Dragon Masters) (Turtleback School & Library Binding Edition),6,7,4.8
9780545646321,Dragon Masters,"2,771",1,,Chapter Books,Power of the Fire Dragon: A Branches Book (Dragon Masters),6,7,4.8
9781338540260,Dragon Masters,"2,517",1,,,Future of the Time Dragon: A Branches Book (Dragon Masters #15),6,7,4.9
9780545913942,Dragon Masters,"2,450",1,,,Flight of the Moon Dragon: A Branches Book (Dragon Masters #6),6,7,4.9
9781338540291,Dragon Masters,"2,450",1,,,Call of the Sound Dragon: A Branches Book (Dragon Masters #16),6,7,4.9
9780606388085,Dragon Masters,"2,354",1,,,Song Of The Poison Dragon (Turtleback School & Library Binding Edition) (Dragon Masters),6,7,4.8
9781338042894,Dragon Masters,"2,353",1,,,Search for the Lightning Dragon: A Branches Book (Dragon Masters #7),6,7,4.8
9781338540321,Dragon Masters,"2,337",1,,,Fortress of the Stone Dragon: A Branches Book (Dragon Masters #17),6,7,4.9
9781338042931,Dragon Masters,"2,309",1,,,Roar of the Thunder Dragon: A Branches Book (Dragon Masters 8) (Branches Early Chapter Books),6,7,4.8
9781338169874,Dragon Masters,"2,254",1,,,Chill of the Ice Dragon: A Branches Book (Dragon Masters #9) (9),6,7,4.8
9781338169904,Dragon Masters,"2,163",1,,,Waking the Rainbow Dragon: A Branches Book (Dragon Masters #10),6,7,4.9
9781338263725,Dragon Masters,"2,104",1,,,Eye of the Earthquake Dragon: A Branches Book (Dragon Masters),6,7,4.8
9781338263756,Dragon Masters,"2,033",1,,,The Land of the Spring Dragon: A Branches Book (Dragon Masters),6,7,4.8
9781338263664,Dragon Masters,"2,028",1,,,Shine of the Silver Dragon: A Branches Book (Dragon Masters #11) (11),6,7,4.9
9781338263695,Dragon Masters,"2,005",1,,,Treasure of the Gold Dragon: A Branches Book (Dragon Masters 12): Volume 12 (Dragon Masters),6,7,4.9
9781338635461,Dragon Masters,"1,785",,,,Heat of the Lava Dragon: A Branches Book (Dragon Masters #18) (18),6,7,4.9
9781338635492,Dragon Masters,"1,428",,,,Wave of the Sea Dragon: A Branches Book (Dragon Masters #19) (19),6,7,4.9
9781338635522,Dragon Masters,"1,309",,,,Howl of the Wind Dragon: A Branches Book (Dragon Masters #20) (20),6,7,4.8
9780763645045,Mercy Watson,"2,908",,Teacher Pick,Chapter Books,Mercy Watson to the Rescue,6,8,4.7
9780763649517,Mercy Watson,"1,858",,,,Mercy Watson: Princess in Disguise,6,8,4.8
9780763645052,Mercy Watson,"1,520",,,,Mercy Watson Goes for a Ride,6,8,4.8
9780763652326,Mercy Watson,"1,399",,,,Mercy Watson: Something Wonky this Way Comes,6,8,4.9
076364952X,Mercy Watson,"1,364",,,Chapter Books,Mercy Watson Fights Crime,6,8,4.8
9780763652319,Mercy Watson,"1,303",,,,Mercy Watson Thinks Like a Pig,6,8,4.9
9781338034721,Press Start!,"1,890",,,,"Game Over, Super Rabbit Boy!: A Branches Book (Press Start! #1) (1)",6,7,4.7
9781338034745,Press Start!,"1,777",,,,Super Rabbit Boy Powers Up a Branches Book (Press Start 2): A Branches Book Volume 2 (Press Start ),6,7,4.7
9781338034790,Press Start!,"1,567",,,,Super Rabbit Racers!: A Branches Book (Press Start! #3) (3),6,7,4.7
9781338239706,Press Start!,"1,513",,,,Super Rabbit Boy Blasts Off!: A Branches Book (Press Start! #5) (5),6,7,4.8
9781338568974,Press Start!,"1,513",,,,Super Rabbit Boy's Time Jump!: A Branches Book (Press Start! #9) (8),6,7,4.8
9781338034769,Press Start!,"1,392",,,,Super Rabbit Boy vs. Super Rabbit Boss! A Branches Book (Press Start!),6,7,4.7
9781338239850,Press Start!,"1,382",,,,Super Rabbit All-Stars!: A Branches Book (Press Start! #8) (8),6,7,4.8
9781338239829,Press Start!,"1,373",,,,"Robo-Rabbit Boy, Go : A Branches Book (Press Start 7) (Library Edition): Volume 7",6,7,4.6
9781338239799,Press Start!,"1,056",,,,The Super Side-Quest Test!: A Branches Book (Press Start! #6) (6),6,7,4.7
9781338569001,Press Start!,775,,,,Super Rabbit Boy's Team-Up Trouble!: A Branches Book (Press Start! #10) (10),6,7,4.6
9781338569032,Press Start!,550,,,,Super Cheat Codes and Secret Modes!: A Branches Book (Press Start #11) (11),6,7,4.8
9781338569063,Press Start!,265,,,,Super Rabbit Boy World!: A Branches Book (Press Start! #12),6,7,4.7
9781338828764,Press Start!,73,,,,Super King Viking Land!: A Branches Book (Press Start! #13),6,7,4.7
9781645177104,Rabbit & Bear,755,,,,Rabbit & Bear: Rabbit's Bad Habits (1),6,8,4.7
9781444921717,Rabbit & Bear,507,,,,Rabbit & Bear The Pest In the Nest,6,8,4.8
9781667203027,Rabbit & Bear,472,,,,Rabbit & Bear: Attack of the Snack (3),6,8,4.8
9781667203850,Rabbit & Bear,453,,,,Rabbit & Bear: A Bite in the Night (4),6,8,4.9
9781444937473,Rabbit & Bear,224,,,,A Bad King is a Sad Thing: Book 5 (Rabbit and Bear),6,8,4.8
B00188V7TQ,Ralph Mouse,"4,177",,,Chapter Books,The Mouse and the Motorcycle (Ralph Mouse Book 1),6,8,4.7
B00188V7Z0,Ralph Mouse,984,,,,Runaway Ralph (Ralph Mouse Book 2),6,8,4.7
B00188V7U0,Ralph Mouse,872,,,,Ralph S. Mouse (Ralph Mouse Book 3),6,8,4.7
9780316358354,The Adventures of Tintin,"1,367",1,,Comics,"The Black Island (The Adventures of Tintin) (April 30, 1975)",6,8,4.7
9780316358392,The Adventures of Tintin,"1,342",1,,Comics,"Tintin in Tibet (The Adventures of Tintin) (April 30, 1975)",6,8,4.8
9780316358460,The Adventures of Tintin,"1,324",1,,Comics,"Explorers on the Moon (The Adventures of Tintin) (September 30, 1976)",6,8,4.8
9780316358453,The Adventures of Tintin,"1,321",1,,Comics,"Destination Moon (The Adventures of Tintin) (September 30, 1976)",6,8,4.8
9780316133807,The Adventures of Tintin,"1,146",1,,Comics,"Tintin in America (The Adventures of Tintin: Young Readers Edition) (October 24, 2011)",6,8,4.6
9780316358347,The Adventures of Tintin,"1,146",1,,Comics,"Red Rackham's Treasure (The Adventures of Tintin) (June 30, 1974)",6,8,4.8
9780316358361,The Adventures of Tintin,"1,072",1,,Comics,"Cigars of the Pharoah (The Adventures of Tintin) (April 30, 1975)",6,8,4.7
9780316358323,The Adventures of Tintin,"1,000",1,,Comics,"The Adventures of Tintin: The Secret of the Unicorn (June 30, 1974)",6,8,4.7
9782203096509,The Adventures of Tintin,855,1,,Comics,"Tintin in the Congo (TINTIN ETRANGERS) (June 16, 2016)",6,8,4.6
9780316358439,The Adventures of Tintin,830,1,,Comics,"Prisoners of the Sun (The Adventures of Tintin) (September 30, 1975)",6,8,4.9
9780316003742,The Adventures of Tintin,800,1,,Comics,"Tintin in the Land of the Soviets (The Adventures of Tintin: Original Classic) (December 1, 2007)",6,8,4.5
9780316358446,The Adventures of Tintin,740,,,Comics,"Land of Black Gold (The Adventures of Tintin) (September 30, 1975)",6,8,4.8
9780316358484,The Adventures of Tintin,708,,,Comics,"The Red Sea Sharks (The Adventures of Tintin) (September 30, 1976)",6,8,4.8
9780316358330,The Adventures of Tintin,688,,,Comics,"The Crab with the Golden Claws (The Adventures of Tintin) (June 30, 1974)",6,8,4.8
9781405206198,The Adventures of Tintin,688,,,Comics,"King Ottokar's Sceptre (The Adventures of Tintin) (August 29, 1931)",6,8,4.8
9780316358477,The Adventures of Tintin,668,,,Comics,"The Calculus Affair (The Adventures of Tintin) (September 30, 1976)",6,8,4.7
9780316358408,The Adventures of Tintin,657,,,Comics,"The Seven Crystal Balls (The Adventures of Tintin) (September 30, 1975)",6,8,4.8
9780316358507,The Adventures of Tintin,586,,,Comics,"The Broken Ear (The Adventures of Tintin) (May 30, 1978)",6,8,4.8
9780316358569,The Adventures of Tintin,439,,,,"The Blue Lotus (The Adventures of Tintin) (July 30, 1984)",6,8,4.7
9780316358514,The Adventures of Tintin,127,,,,"The Shooting Star (The Adventures of Tintin) (May 30, 1978)",6,8,4.9
9780316475112,,"11,939",,Editor Pick,,Little Leaders: Bold Women in Black History (Vashti Harrison),6,8,
9780316475143,,"6,531",,Editor Pick,,Little Legends: Exceptional Men in Black History,6,8,
9781465477026,,"2,834",,Editor Pick,,An Anthology of Intriguing Animals (DK Children's Anthologies),6,8,
9780007115563,,"2,086",,Editor Pick,,Prince Caspian: The Chronicles of Narnia,6,8,
9780689834196,,"2,067",,Editor Pick,,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,6,8,
9780064400565,,"2,742",,Teacher Pick,,Stuart Little,6,8,
9781444959451,,"2,408",,Teacher Pick,,The Enchanted Wood,6,8,
9780241346884,,"2,382",,Teacher Pick,,Little Leaders: Visionary Women Around the World,6,8,
9780486492834,,"2,374",,Teacher Pick,,My Father's Dragon,6,8,
9781405294782,,"2,131",,Teacher Pick,,The Naughtiest Unicorn: Book 1 (The Naughtiest Unicorn series),6,8,
9781101918715,,"2,124",,Teacher Pick,,Narwhal: Unicorn of the Sea (A Narwhal and Jelly Book #1),6,8,
9781787411647,,"1,421",,Teacher Pick,,Animalium: (Welcome To The Museum),6,8,
9780679881681,A to Z Mysteries,"1,350",,,,The Absent Author (A to Z Mysteries),7,9,4.7
9780679884491,A to Z Mysteries,660,,,,The Bald Bandit (A to Z Mysteries),7,9,4.7
9780679887553,A to Z Mysteries,645,,,,The Deadly Dungeon (A to Z Mysteries),7,9,4.7
9780679890546,A to Z Mysteries,608,,,,The Empty Envelope (A to Z Mysteries),7,9,4.7
9780679890799,A to Z Mysteries,602,,,,The Haunted Hotel (A to Z Mysteries),7,9,4.7
9780679885931,A to Z Mysteries,486,,,,The Canary Caper (A to Z Mysteries),7,9,4.7
9780679894575,A to Z Mysteries,484,,,,The Invisible Island (A to Z Mysteries),7,9,4.7
9780375813689,A to Z Mysteries,468,,,,The School Skeleton (A to Z Mysteries),7,9,4.7
9780679894582,A to Z Mysteries,454,,,,The Jaguar's Jewel (A to Z Mysteries),7,9,4.7
9780679894599,A to Z Mysteries,412,,,,The Kidnapped King (A to Z Mysteries),7,9,4.7
9780679890553,A to Z Mysteries,407,,,,The Falcon's Feathers (A to Z Mysteries),7,9,4.7
9780375802713,A to Z Mysteries,406,,,,The Panda Puzzle (A to Z Mysteries),7,9,4.8
9780375813672,A to Z Mysteries,366,,,,The Runaway Racehorse (A to Z Mysteries),7,9,4.7
9780679890782,A to Z Mysteries,357,,,,The Goose's Gold (A to Z Mysteries),7,9,4.7
037580269X,A to Z Mysteries,355,,,,The Ninth Nugget (A to Z Mysteries),7,9,4.7
9780375802683,A to Z Mysteries,335,,,,The Missing Mummy (A to Z Mysteries),7,9,4.7
9780375813696,A to Z Mysteries,322,,,,The Talking T. Rex (A to Z Mysteries),7,9,4.8
9780679894605,A to Z Mysteries,296,,,,The Lucky Lottery (A to Z Mysteries),7,9,4.7
9780375802706,A to Z Mysteries,210,,,,The Orange Outlaw (A to Z Mysteries),7,9,4.6
9780439444644,A to Z Mysteries,149,,,,A to Z Mysteries: The Quicksand Question,7,9,4.6
9780062367525,Big Nate,"4,935",1,,,"Big Nate Flips Out (Big Nate, 5)",7,8,4.6
9780063114098,Big Nate,"4,362",1,,,"Big Nate Blasts Off (Big Nate, 8)",7,8,4.7
9780062283597,Big Nate,"4,343",1,,,"Big Nate: In a Class by Himself (Big Nate, 1)",7,8,4.5
9780063114074,Big Nate,"4,242",1,,,"Big Nate: In the Zone (Big Nate, 6)",7,8,4.7
9780007462704,Big Nate,"3,720",1,,,Big Nate Goes for Broke,7,8,4.7
9780063114081,Big Nate,"3,556",1,,,"Big Nate Lives It Up (Big Nate, 7)",7,8,4.7
9780062283580,Big Nate,"3,005",1,,,"Big Nate Strikes Again (Big Nate, 2)",7,8,4.7
9780007355181,Big Nate,"2,576",1,,,Big Nate on a Roll,7,8,4.6
9780590846288,Captain Underpants,"7,549",1,,Dav PIlkey,The Adventures of Captain Underpants Colour Edition (Captain Underpants),7,8,4.7
9789354710926,Captain Underpants,"6,019",1,,Dav PIlkey,Captain Underpants #12: Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,7,8,4.7
9780590634274,Captain Underpants,"5,777",1,,Dav PIlkey,Captain Underpants and the Attack of the Talking Toilets,7,8,4.7
9789390590377,Captain Underpants,"5,764",1,,Dav PIlkey,Captain Underpants #11: Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000:,7,8,4.7
9780439049962,Captain Underpants,"5,588",1,,Dav PIlkey,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space (and the Subsequent Assault of the Equally Evil Lunchroom Zombie Nerds),7,8,4.8
9780439049986,Captain Underpants,"5,262",1,,Dav PIlkey,Captain Underpants and the Perilous Plot of Professor Poopypants,7,8,4.8
9780439050005,Captain Underpants,"5,102",1,,Dav PIlkey,Captain Underpants and the Wrath of the Wicked Wedgie Woman (Captain Underpants #5) (5),7,8,4.8
9780439376143,Captain Underpants,"4,910",1,,Dav PIlkey,Captain Underpants And The Preposterous Plight Of The Purple Potty People,7,8,4.8
9780439977364,Captain Underpants,"4,504",1,,Dav PIlkey,"The Big, Bad Battle of the Bionic Booger Boy Night of the Nasty Nostril Nuggets",7,8,4.8
9788184779981,Captain Underpants,"4,305",1,,Dav PIlkey,Captain Underpants And The Terrifying Re-Turn Of Tippy Tinkletrousers [Paperback] DAV PILKEY,7,8,4.8
9789390066827,Captain Underpants,"4,295",1,,Dav PIlkey,Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers,7,8,4.8
9780439977722,Captain Underpants,"3,760",1,,Dav PIlkey,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",7,8,4.8
9781338784855,Cat Kid Comic Club,"7,864",,Global Bestseller,Dav PIlkey,Cat Kid Comic Club: Perspectives: A Graphic Novel (Cat Kid Comic Club #2): From the Creator of Dog Man,7,8,4.8
9781338712766,Cat Kid Comic Club,"18,576",,,Dav PIlkey,Cat Kid Comic Club: A Graphic Novel (Cat Kid Comic Club #1): From the Creator of Dog Man,7,8,4.8
9781338801941,Cat Kid Comic Club,"6,033",,,Dav PIlkey,Cat Kid Comic Club: On Purpose: A Graphic Novel (Cat Kid Comic Club #3): From the Creator of Dog Man,7,8,4.8
9781338846621,Cat Kid Comic Club,"2,762",,,Dav PIlkey,Cat Kid Comic Club: Collaborations: A Graphic Novel (Cat Kid Comic Club #4): From the Creator of Dog Man,7,8,4.8
9780545307420,Creepella von Cacklefur,611,,,,The Thirteen Ghosts (Creepella von Cacklefur #1),7,8,4.5
9780545307437,Creepella von Cacklefur,421,,,,Meet Me in Horrorwood (Creepella von Cacklefur #2): A Geronimo Stilton Adventure (2),7,8,4.5
9789351033158,Creepella von Cacklefur,391,,,,Creepella Von Cacklefur: Ride For Your Life (Geronimo Creepella Von Cacklefur),7,8,4.5
9780545393485,Creepella von Cacklefur,382,,,,Return of the Vampire (Creepella von Cacklefur #4): A Geronimo Stilton Adventure (4),7,8,4.5
9789386313805,Creepella von Cacklefur,314,,,,The Haunted Dinosaur (Creepella Von Cacklefur #9),7,8,4.5
9780545393492,Creepella von Cacklefur,289,,,,"Creepella Von Cacklefur, No. 5: Fright Night (A Geronimo Stilton Adventure)",7,8,4.6
9789351036593,Creepella von Cacklefur,226,,,,"Creepella von Cacklefur #7: A Suitcase Full of Ghosts [Paperback] [Jan 01, 2001] Geronimo Stilton",7,8,4.5
9780545307444,Creepella von Cacklefur,210,,,,Ghost Pirate Treasure (Creepella von Cacklefur #3): A Geronimo Stilton Adventure (3),7,8,4.6
9780545750295,Creepella von Cacklefur,134,,,,The Phantom of the Theater: A Geronimo Stilton Adventure (Creepella von Cacklefur #8),7,8,4.6
9780606357999,Dan Santat,"1,524",,,,Ricky Ricotta's Mighty Robot: 01,7,9,4.7
9780545631082,Dan Santat,"1,012",,,,Ricky Ricotta's Mighty Robot vs. the Mutant Mosquitoes from Mercury (Book 2) (Library Edition),7,9,4.7
9780606388108,Dan Santat,941,,,,Ricky Ricotta's Mighty Robot VS. The Unpleasant Penguins from Pluto,7,9,4.7
9780606358019,Dan Santat,885,,,,Ricky Ricotta's Mighty Robot Vs. the Voodoo Vultures from Venus,7,9,4.7
9780606358064,Dan Santat,857,,,,Ricky Ricotta's Mighty Robot Vs. the Naughty Nightcrawlers from Neptune,7,9,4.7
9780545631198,Dan Santat,821,,,,Ricky Ricotta's Mighty Robot vs. the Jurassic Jackrabbits from Jupiter (Ricky Ricotta's Mighty Robot #5) (Library Edition),7,9,4.7
9780606358057,Dan Santat,746,,,,Ricky Ricotta's Mighty Robot Vs. the Uranium Unicorns from Uranus,7,9,4.7
9780545631211,Dan Santat,727,,,,Ricky Ricotta's Mighty Robot vs. the Stupid Stinkbugs from Saturn (Ricky Ricotta's Mighty Robot #6) (Library Edition),7,9,4.7
9781960507099,Diary of a Minecraft Zombie,"7,498",1,Editor Pick,Dairy Series,Diary of a Minecraft Zombie Book 2: Bullies and Buddies,7,8,4.8
9781943330126,Diary of a Minecraft Zombie,"18,469",1,,Dairy Series,Diary of a Minecraft Zombie Book 1: A Scare of a Dare,7,8,4.7
9781943330911,Diary of a Minecraft Zombie,"5,818",1,,Dairy Series,Diary of a Minecraft Zombie Book 3: When Nature Calls,7,8,4.8
9780986444166,Diary of a Minecraft Zombie,"4,216",1,,Dairy Series,Diary of a Minecraft Zombie Book 4: Zombie Swap,7,8,4.8
9781943330935,Diary of a Minecraft Zombie,"3,646",1,,Dairy Series,Diary of a Minecraft Zombie Book 5: School Daze,7,8,4.8
9781943330058,Diary of a Minecraft Zombie,"3,552",1,,Dairy Series,Diary of a Minecraft Zombie Book 6: Creepaway Camp,7,8,4.8
9781943330959,Diary of a Minecraft Zombie,"3,006",1,,Dairy Series,Diary of a Minecraft Zombie Book 7: Zombie Family Reunion,7,8,4.8
9781743818350,Diary of a Minecraft Zombie,"2,711",1,,Dairy Series,Diary of a Minecraft Zombie #9: Zombie's Birthday Apocalypse,7,8,4.8
9781732626560,Diary of a Minecraft Zombie,"2,693",1,,Dairy Series,Diary of a Minecraft Zombie Book 18: In Too Deep,7,8,4.8
9781943330676,Diary of a Minecraft Zombie,"2,652",1,,Dairy Series,Diary of a Minecraft Zombie Book 8: Back to Scare School (8),7,8,4.8
9781943330720,Diary of a Minecraft Zombie,"2,515",1,,Dairy Series,Diary of a Minecraft Zombie Book 10: One Bad Apple (10),7,8,4.8
9781943330799,Diary of a Minecraft Zombie,"2,389",1,,Dairy Series,Diary of a Minecraft Zombie Book 12: Pixelmon Gone! (12),7,8,4.8
9781943330850,Diary of a Minecraft Zombie,"2,383",1,,Dairy Series,Diary of a Minecraft Zombie Book 14: Cloudy with a Chance of Apocalypse,7,8,4.8
9781943330997,Diary of a Minecraft Zombie,"2,243",1,,Dairy Series,Diary of a Minecraft Zombie Book 11: Insides Out,7,8,4.8
9781732626539,Diary of a Minecraft Zombie,"2,221",1,,Dairy Series,Diary of a Minecraft Zombie Book 15: Attack of the Gnomes!,7,8,4.8
9781943330829,Diary of a Minecraft Zombie,"2,204",1,,Dairy Series,Diary of a Minecraft Zombie Book 13: Friday Night Frights (13),7,8,4.8
9781742768670,Diary of a Minecraft Zombie,"2,015",1,,Dairy Series,"Down the Drain (Diary of a Minecraft Zombie, Book 16) (Diary of a Minecraft Zombie)",7,8,4.8
9781732626553,Diary of a Minecraft Zombie,"2,003",1,,Dairy Series,Diary of a Minecraft Zombie Book 17: Zombie's Excellent Adventure,7,8,4.8
9781960507013,Diary of a Minecraft Zombie,416,,,,Diary of a Minecraft Zombie Book 19: Zombies Vs. Aliens,7,8,4.7
9781960507020,Diary of a Minecraft Zombie,373,,,,Diary of a Minecraft Zombie Book 20: Mob Mash,7,8,4.7
9781419753787,Diary of a Wimpy Kid,"46,568",1,New York Times Bestseller,Dairy Series,"The Deep End (Diary of a Wimpy Kid Book 15) (Exclusive Edition) (Diary of a Wimpy Kid, 15)",7,8,4.9
9781419741968,Diary of a Wimpy Kid,"30,878",1,New York Times Bestseller,Dairy Series,Old School (Diary of a Wimpy Kid #10),7,8,4.7
9781419741999,Diary of a Wimpy Kid,"29,777",1,New York Times Bestseller,Dairy Series,The Meltdown (Diary of a Wimpy Kid Book 13),7,8,4.8
9781419711893,Diary of a Wimpy Kid,"29,553",1,New York Times Bestseller,Dairy Series,Diary of a Wimpy Kid: The Long Haul,7,8,4.6
9781419741944,Diary of a Wimpy Kid,"26,183",1,New York Times Bestseller,Dairy Series,Hard Luck (Diary of a Wimpy Kid #8),7,8,4.6
9781419741982,Diary of a Wimpy Kid,"29,148",1,Global Bestseller,Dairy Series,The Getaway (Diary of a Wimpy Kid Book 12),7,8,4.7
9781419741975,Diary of a Wimpy Kid,"27,961",1,Global Bestseller,Dairy Series,Double Down (Diary of a Wimpy Kid #11),7,8,4.7
9781419766947,Diary of a Wimpy Kid,"26,870",1,Global Bestseller,Dairy Series,Diary of a Wimpy Kid: Book 18,7,8,4.6
9781419749155,Diary of a Wimpy Kid,"23,322",1,Global Bestseller,Dairy Series,Big Shot Diary of a Wimpy Kid Book 16,7,8,4.8
B00QO6P31K,Diary of a Wimpy Kid,"20,727",1,Global Bestseller,Dairy Series,Cabin Fever (Diary of a Wimpy Kid #6),7,8,4.7
9781419705847,Diary of a Wimpy Kid,"20,366",1,Global Bestseller,Dairy Series,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",7,8,4.7
B002M3SOZG,Diary of a Wimpy Kid,"20,042",1,Global Bestseller,Dairy Series,Rodrick Rules (Diary of a Wimpy Kid #2),7,8,4.7
9781419741890,Diary of a Wimpy Kid,"19,125",1,,Dairy Series,The Ugly Truth (Diary of a Wimpy Kid #5),7,8,4.7
9781419739033,Diary of a Wimpy Kid,"19,021",1,,Dairy Series,Wrecking Ball (Diary of a Wimpy Kid Book 14),7,8,4.9
B0081HTZSC,Diary of a Wimpy Kid,"18,918",1,,Dairy Series,The Last Straw (Diary of a Wimpy Kid #3),7,8,4.7
9781419762949,Diary of a Wimpy Kid,"8,140",1,,,Diper Overlode (Diary of a Wimpy Kid Book 17),7,8,4.8
B0030H0XSO,Diary of a Wimpy Kid,"3,439",1,,,Dog Days (Diary of a Wimpy Kid #4) (Volume 4),7,8,4.9
9781449488024,Diary of an 8-Bit Warrior,"4,007",,,Dairy Series,Diary of an 8-Bit Warrior: From Seeds to Swords: An Unofficial Minecraft Adventure (Volume 2),7,8,4.7
9781449488031,Diary of an 8-Bit Warrior,"3,751",,,Dairy Series,Diary of an 8-Bit Warrior: Crafting Alliances: An Unofficial Minecraft Adventure (Volume 3),7,8,4.8
9781449488048,Diary of an 8-Bit Warrior,"3,404",,,Dairy Series,Diary of an 8-Bit Warrior: Path of the Diamond: An Unofficial Minecraft Adventure (Volume 4),7,8,4.8
9781449488017,Diary of an 8-Bit Warrior,"2,823",,,Dairy Series,Diary of an 8-Bit Warrior: An Unofficial Minecraft Adventure (Volume 1),7,8,4.7
9781449494469,Diary of an 8-Bit Warrior,"1,148",,,Dairy Series,Diary of an 8-Bit Warrior: Forging Destiny: An Unofficial Minecraft Adventure (Volume 6),7,8,4.8
9781449494049,Diary of an 8-Bit Warrior,989,,,Dairy Series,Diary of an 8-Bit Warrior: Quest Mode: An Unofficial Minecraft Adventure (Volume 5),7,8,4.9
9781419740275,Diary of an Awesome Friendly Kid,"16,072",,Global Bestseller,Dairy Series,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,7,8,4.7
9781432882655,Diary of an Awesome Friendly Kid,"14,638",,Global Bestseller,Dairy Series,Rowley Jefferson's Awesome Friendly Adventure (Thorndike Press Large Print Literacy Bridge Series),7,8,4.8
9781419756979,Diary of an Awesome Friendly Kid,"8,718",,,Dairy Series,Rowley Jefferson's Awesome Friendly Spooky Stories (Awesome Friendly Kid),7,8,4.7
9781338535624,Dog Man,"44,894",1,New York Times Bestseller,Dav Pilkey,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),7,8,4.9
9781338323214,Dog Man,"30,786",1,New York Times Bestseller,Dav Pilkey,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),7,8,4.9
9781338236590,Dog Man,"25,209",1,Global Bestseller,Dav Pilkey,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),7,8,4.9
9781338680454,Dog Man,"23,983",1,Global Bestseller,Dav Pilkey,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),7,8,4.9
9781338741032,Dog Man,"21,201",1,Global Bestseller,Dav Pilkey,Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants (1),7,8,4.8
9781338741087,Dog Man,"21,127",1,Global Bestseller,Dav Pilkey,Dog Man: Brawl of the Wild: A Graphic Novel (Dog Man #6): From the Creator of Captain Underpants (6),7,8,4.8
9781338741049,Dog Man,"20,204",1,Global Bestseller,Dav Pilkey,Dog Man Unleashed: A Graphic Novel (Dog Man #2): From the Creator of Captain Underpants (2),7,8,4.8
9781338741063,Dog Man,"19,588",1,,Dav Pilkey,Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4),7,8,4.8
9781338741056,Dog Man,"18,772",1,,Dav Pilkey,Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3),7,8,4.8
9781338741070,Dog Man,"18,563",1,,,Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5),7,8,4.8
9781338801910,Dog Man,"2,157",1,,,Dog Man: Twenty Thousand Fleas Under the Sea: A Graphic Novel (Dog Man #11): From the Creator of Captain Underpants,7,8,4.8
9780062335524,Endling,"1,463",,,,Endling #1: The Last,7,8,4.7
9780062335562,Endling,"1,234",,,,Endling #2: The First,7,8,4.8
9780062335593,Endling,711,,,,Endling #3: The Only,7,8,4.8
9781338576016,Five Nights At Freddy's,"12,058",,Global Bestseller,,Into the Pit (Five Nights at Freddy's: Fazbear Frights #1),7,8,4.8
