isbn,name_y,max_age,min_age,name_x,rating,review_count,main_image,Special Category,category_1,category_2,category_n
9780448095011,Nancy Drew Mysteries,9,8,"The Secret of the Old Clock (Nancy Drew, Book 1)",4.6,"4,650",https://m.media-amazon.com/images/I/51sltestS+L._US218_.jpg,,,,
9780448479705,Nancy Drew Mysteries,9,8,The Hidden Staircase #2 (Nancy Drew),4.6,"2,183",https://m.media-amazon.com/images/I/61veB45ZU2L._US218_.jpg,,,,
9780448095035,Nancy Drew Mysteries,9,8,"The Bungalow Mystery (Nancy Drew, Book 3)",4.6,"1,242",https://m.media-amazon.com/images/I/51ANSeSWPwL._US218_.jpg,,,,
9780448095066,Nancy Drew Mysteries,9,8,"The Secret of Red Gate Farm (Nancy Drew Mystery Stories, Book 6)",4.7,"1,174",https://m.media-amazon.com/images/I/51oHhW24bBL._US218_.jpg,,,,
9780448095042,Nancy Drew Mysteries,9,8,"The Mystery at Lilac Inn (Nancy Drew, Book 4)",4.7,"1,112",https://m.media-amazon.com/images/I/51Jkgv38jZL._US218_.jpg,,,,
9780448095073,Nancy Drew Mysteries,9,8,The Clue in the Diary,4.7,"1,055",https://m.media-amazon.com/images/I/61EtPY7YH5L._US218_.jpg,,,,
9780448095059,Nancy Drew Mysteries,9,8,The Secret of Shadow Ranch,4.7,998,https://m.media-amazon.com/images/I/51iDcuztekL._US218_.jpg,,,,
9780448095080,Nancy Drew Mysteries,9,8,"Nancy's Mysterious Letter (Nancy Drew Mystery Stories, Book 8)",4.7,997,https://m.media-amazon.com/images/I/5125kyLgIGL._US218_.jpg,,,,
9780448095097,Nancy Drew Mysteries,9,8,"The Sign of the Twisted Candles (Nancy Drew, Book 9)",4.7,910,https://m.media-amazon.com/images/I/51q6SlYh5TL._US218_.jpg,,,,
9780448095103,Nancy Drew Mysteries,9,8,"The Password to Larkspur Lane (Nancy Drew, Book 10)",4.7,908,https://m.media-amazon.com/images/I/51AKqOH+EyL._US218_.jpg,,,,
9780448095110,Nancy Drew Mysteries,9,8,"The Clue of the Broken Locket (Nancy Drew, Book 11)",4.7,806,https://m.media-amazon.com/images/I/61PMgCfnjyL._US218_.jpg,,,,
9780448095127,Nancy Drew Mysteries,9,8,"The Message in the Hollow Oak (Nancy Drew, Book 12)",4.6,618,https://m.media-amazon.com/images/I/51Ww0R6edUL._US218_.jpg,,,,
9780448095158,Nancy Drew Mysteries,9,8,"The Haunted Bridge (Nancy Drew, Book 15)",4.6,594,https://m.media-amazon.com/images/I/51NKQTQPa9L._US218_.jpg,,,,
9780448095141,Nancy Drew Mysteries,9,8,The Whispering Statue (Nancy Drew #14),4.6,533,https://m.media-amazon.com/images/I/51L0eiCYcjL._US218_.jpg,,,,
9780448095134,Nancy Drew Mysteries,9,8,"The Mystery of the Ivory Charm (Nancy Drew, Book 13)",4.7,530,https://m.media-amazon.com/images/I/51vyTVK0W-L._US218_.jpg,,,,
9780448095189,Nancy Drew Mysteries,9,8,"The Mystery of the Moss-Covered Mansion: Nancy Drew Mystery Stories, No. 18",4.6,427,https://m.media-amazon.com/images/I/51AtAtMaQDL._US218_.jpg,,,,
9780448095165,Nancy Drew Mysteries,9,8,"The Clue of the Tapping Heels (Nancy Drew, Book 16)",4.7,425,https://m.media-amazon.com/images/I/514Q8AvMQTL._US218_.jpg,,,,
9780448095172,Nancy Drew Mysteries,9,8,"The Mystery of the Brass-Bound Trunk (Nancy Drew, Book 17)",4.7,402,https://m.media-amazon.com/images/I/51A0Mb1aOCL._US218_.jpg,,,,
9780448095202,Nancy Drew Mysteries,9,8,"The Clue in the Jewel Box (Nancy Drew, Book 20)",4.7,397,https://m.media-amazon.com/images/I/61JrdiTd7kL._US218_.jpg,,,,
9780448095196,Nancy Drew Mysteries,9,8,"The Quest of the Missing Map (Nancy Drew, Book 19)",4.6,364,https://m.media-amazon.com/images/I/51dMOGMoFNL._US218_.jpg,,,,
9780062930361,Pax,9,8,"Pax, Journey Home",4.8,986,https://m.media-amazon.com/images/I/51lMvEDmM2L._US218_.jpg,,,,
9780606236102,Percy Jackson and the Olympians: The Graphic Novel,9,8,The Lightning Thief (Turtleback School & Library Binding Edition) (Percy Jackson & the Olympians),4.6,"3,446",https://m.media-amazon.com/images/I/51Ki4XSpQ5L._US218_.jpg,,,,
9781423145295,Percy Jackson and the Olympians: The Graphic Novel,9,8,"The Sea of Monsters: The Graphic Novel (Percy Jackson and the Olympians, Book 2)",4.7,"1,971",https://m.media-amazon.com/images/I/516r3yRRwqL._US218_.jpg,,,,
9781423145301,Percy Jackson and the Olympians: The Graphic Novel,9,8,"The Titan's Curse: The Graphic Novel (Percy Jackson and the Olympians Series, Book 3) (Percy Jackson & the Olympians)",4.6,"1,656",https://m.media-amazon.com/images/I/51LbSZqmNpL._US218_.jpg,,,,
9781484782330,Percy Jackson and the Olympians: The Graphic Novel,9,8,"Percy Jackson and the Olympians: Last Olympian: The Graphic Novel, The (Percy Jackson & the Olympians)",4.7,"1,492",https://m.media-amazon.com/images/I/51A6U6qp+PL._US218_.jpg,,,,
9781484782354,Percy Jackson and the Olympians: The Graphic Novel,9,8,"Percy Jackson and the Olympians: Battle of the Labyrinth: The Graphic Novel, The-Percy Jackson and the Olympians (Percy Jackson & the Olympians)",4.7,"1,241",https://m.media-amazon.com/images/I/51T-Yf9YVML._US218_.jpg,,,,
9788185986173,R. K. Narayan,9,8,Malgudi Days,4.5,2471,https://m.media-amazon.com/images/I/61dSxXuqMpL._AC_US218_..jpg,,,,
9780143335900,R. K. Narayan,9,8,Malgudi Adventures: Classic Tales for Children,4.5,1576,https://m.media-amazon.com/images/I/41oIS2l0GbL._AC_US218_..jpg,,,,
9788185986005,R. K. Narayan,9,8,Swami and Friends,4.5,1574,https://m.media-amazon.com/images/I/7195fCTE5wL._AC_US218_..jpg,,,,
9788185986074,R. K. Narayan,9,8,The Guide,4.5,841,https://m.media-amazon.com/images/I/71m4x4wunyL._AC_US218_..jpg,,,,
9788172764821,R. K. Narayan,9,8,Ramayana - C.R.,4.5,826,https://m.media-amazon.com/images/I/81MA3l9KIdL._AC_US218_..jpg,,,,
9788185986036,R. K. Narayan,9,8,The English Teacher,4.5,673,https://m.media-amazon.com/images/I/41fCUzOLfJL._AC_US218_..jpg,,,,
9780140187007,R. K. Narayan,9,8,The Ramayana: A Shortened Modern Prose Version of the Indian Epic (Penguin Classic) (Penguin Twentieth-Century Classics),4.5,524,https://m.media-amazon.com/images/I/51YjjGkEUKL._AC_US218_..jpg,,,,
9788170287278,R. K. Narayan,9,8,Maalgudi Ki Kahaniyaan,4.5,257,https://m.media-amazon.com/images/I/61T207HMU-L._AC_US218_..jpg,,,,
9788185986098,R. K. Narayan,9,8,The Vendor of Sweets,4.5,251,https://m.media-amazon.com/images/I/81pMIIvbe2L._AC_US218_..jpg,,,,
9788185986012,R. K. Narayan,9,8,The Bachelor of Arts,4.5,231,https://m.media-amazon.com/images/I/91qZ6mZ5MyL._AC_US218_..jpg,,,,
9788185986142,R. K. Narayan,9,8,Under the Banyan Tree & Other Stories,4.5,197,https://m.media-amazon.com/images/I/717DlKCwx6L._AC_US218_..jpg,,,,
9788185986159,R. K. Narayan,9,8,Grandmother's Tale,4.5,191,https://m.media-amazon.com/images/I/51t9qJfbORL._AC_US218_..jpg,,,,
9788129131027,R. K. Narayan,9,8,The Very Best of R.K. Narayan: Timeless Malgudi,4.5,185,https://m.media-amazon.com/images/I/6127dRlmXvL._AC_US218_..jpg,,,,
9788185986050,R. K. Narayan,9,8,The Financial Expert,4.5,176,https://m.media-amazon.com/images/I/512+NuJK73L._AC_US218_..jpg,,,,
9788185986104,R. K. Narayan,9,8,The Painter of Signs,4.5,147,https://m.media-amazon.com/images/I/91KNKOKODtL._AC_US218_..jpg,,,,
9788185986111,R. K. Narayan,9,8,Tiger For Malgudi,4.5,143,https://m.media-amazon.com/images/I/81MjFK-32JL._AC_US218_..jpg,,,,
9780140255645,R. K. Narayan,9,8,"The Indian Epics Retold: The Ramayana, The Mahabharata, Gods Demons and Others",4.5,142,https://m.media-amazon.com/images/I/51dyJUd+WRL._AC_US218_..jpg,,,,
9780143415985,R. K. Narayan,9,8,Malgudi: Stories,4.5,142,https://m.media-amazon.com/images/I/41jE9KBreRL._AC_US218_..jpg,,,,
9788185986029,R. K. Narayan,9,8,The Dark Room,4.5,132,https://m.media-amazon.com/images/I/71AHiKguDUL._AC_US218_..jpg,,,,
9788185986128,R. K. Narayan,9,8,Talkative Man,4.5,120,https://m.media-amazon.com/images/I/71phrPc-pFL._AC_US218_..jpg,,,,
9788185986081,R. K. Narayan,9,8,The Man Eater Of Malgudi,4.5,104,https://m.media-amazon.com/images/I/51nSpRPiRjL._AC_US218_..jpg,,,,
9780688004774,Ramona Quimby,9,8,"Ramona Quimby, Age 8: A Newbery Honor Award Winner",4.8,"2,762",https://m.media-amazon.com/images/I/417roa+1xgL._US218_.jpg,,,,
9780688210762,Ramona Quimby,9,8,"Beezus and Ramona (Ramona, 1)",4.6,"2,153",https://m.media-amazon.com/images/I/41p3GnRpUvL._US218_.jpg,,,,
9780688217211,Ramona Quimby,9,8,Ramona the Pest (Ramona Quimby),4.7,"1,393",https://m.media-amazon.com/images/I/41aAR1ThqiL._US218_.jpg,,,,
9780688220150,Ramona Quimby,9,8,"Ramona the Brave (Ramona, 3)",4.7,"1,094",https://m.media-amazon.com/images/I/41CosB0nX+L._US218_.jpg,,,,
9780688037857,Ramona Quimby,9,8,Ramona Forever (Ramona Series),4.7,894,https://m.media-amazon.com/images/I/41TWiOOlDOL._US218_.jpg,,,,
9780688221140,Ramona Quimby,9,8,Ramona and Her Father [Ramona Quimby],4.6,805,https://m.media-amazon.com/images/I/41KqBCAAsiL._US218_.jpg,,,,
9780688221959,Ramona Quimby,9,8,Ramona and Her Mother: A National Book Award Winner (Ramona Quimby),4.6,786,https://m.media-amazon.com/images/I/41MHa32XFGL._US218_.jpg,,,,
9780688168162,Ramona Quimby,9,8,"Ramona's World (Ramona, 8)",4.7,743,https://m.media-amazon.com/images/I/416EbnBbKnL._US218_.jpg,,,,
9780141365466,Roald Dahl,9,8,Matilda,4.5,13314,https://m.media-amazon.com/images/I/81OFr5S6yqL._AC_US218_..jpg,,,,
9780141365374,Roald Dahl,9,8,Charlie and the Chocolate Factory,4.5,12238,https://m.media-amazon.com/images/I/51Dysbkl4dL._AC_US218_..jpg,,,,
9780141365428,Roald Dahl,9,8,The BFG,4.5,7653,https://m.media-amazon.com/images/I/71wA9f3hgVL._AC_US218_..jpg,,,,
9780141365503,Roald Dahl,9,8,George's Marvellous Medicine,4.7,7413,https://m.media-amazon.com/images/I/51gP543mjmL._AC_US218_..jpg,,,,
9780141365442,Roald Dahl,9,8,"Fantastic Mr Fox [Paperback] Dahl, Roald and Blake, Quentin",4.5,6387,https://m.media-amazon.com/images/I/91IKbi+M8nL._AC_US218_..jpg,,,,
9780141365473,Roald Dahl,9,8,The Witches,4.5,6002,https://m.media-amazon.com/images/I/81f9mJsA80L._AC_US218_..jpg,,,,
9780141365459,Roald Dahl,9,8,James and the Giant Peach,4.5,5767,https://m.media-amazon.com/images/I/81+OXlhaH-L._AC_US218_..jpg,,,,
9780141365497,Roald Dahl,9,8,The Twits,4.5,5727,https://m.media-amazon.com/images/I/81su3hWNDFL._AC_US218_..jpg,,,,
9780141365510,Roald Dahl,9,8,The Enormous Crocodile,4.5,3995,https://m.media-amazon.com/images/I/81bFpL5z9qL._AC_US218_..jpg,,,,
9780141365381,Roald Dahl,9,8,Charlie and the Great Glass Elevator,4.5,3803,https://m.media-amazon.com/images/I/91me8KbhgCL._AC_US218_..jpg,,,,
9780141365404,Roald Dahl,9,8,The Magic Finger,4.5,2683,https://m.media-amazon.com/images/I/81YpvnVJRaL._AC_US218_..jpg,,,,
9780141365411,Roald Dahl,9,8,Danny the Champion of the World,4.5,2618,https://m.media-amazon.com/images/I/91e-uM2g2QL._AC_US218_..jpg,,,,
9780141365534,Roald Dahl,9,8,Boy: Tales of Childhood,4.5,2017,https://m.media-amazon.com/images/I/81uvyAjOXLL._AC_US218_..jpg,,,,
9780141340555,Roald Dahl,9,8,Roald Dahl's Marvellous Joke Book,4.5,1822,https://m.media-amazon.com/images/I/81g9Y2yBtHL._AC_US218_..jpg,,,,
9780141365435,Roald Dahl,9,8,The Giraffe and the Pelly and Me,4.5,1600,https://m.media-amazon.com/images/I/91fQuJVyymL._AC_US218_..jpg,,,,
9782070513383,Roald Dahl,9,8,Sacrees sorcieres,4.5,1569,https://m.media-amazon.com/images/I/51W5Z5QV27L._AC_US218_..jpg,,,,
9780374518684,Roald Dahl,9,8,Roald Dahl's Book of Ghost Stories,4.5,1415,https://m.media-amazon.com/images/I/81eCpZ5qdOL._AC_US218_..jpg,,,,
9780141374253,Roald Dahl,9,8,Roald Dahl's Glorious Galumptious Story Collection,4.5,1087,https://m.media-amazon.com/images/I/91NFiFawquL._AC_US218_..jpg,,,,
9780141365558,Roald Dahl,9,8,Going Solo,4.5,1052,https://m.media-amazon.com/images/I/917-W2ml+LL._AC_US218_..jpg,,,,
9780141377520,Roald Dahl,9,8,Billy And The Minpins,4.5,997,https://m.media-amazon.com/images/I/91BDtUFHYcL._AC_US218_..jpg,,,,
9780141365480,Roald Dahl,9,8,"Esio Trot (Dahl Fiction) Dahl, Roald and Blake, Quentin",4.5,976,https://m.media-amazon.com/images/I/710TUe6OU4L._AC_US218_..jpg,,,,
9782070601530,Roald Dahl,9,8,Fantastique Maitre Renard,4.5,959,https://m.media-amazon.com/images/I/81hyTTg9Q6L._AC_US218_..jpg,,,,
9780141369327,Roald Dahl,9,8,Revolting Rhymes (Colour Edition),4.5,907,https://m.media-amazon.com/images/I/A1WGqs4yq2L._AC_US218_..jpg,,,,
9788862560283,Roald Dahl,9,8,Gli sporcelli,4.5,853,https://m.media-amazon.com/images/I/919c6NwiO0L._AC_US218_..jpg,,,,
9780241322215,Roald Dahl,9,8,Roald Dahl's James's Giant Bug Book,4.5,805,https://m.media-amazon.com/images/I/914KIlGCAbL._AC_US218_..jpg,,,,
9789390189090,Roald Dahl,9,8,The Witches: The Graphic Novel (Roald Dahl),4.5,749,https://m.media-amazon.com/images/I/61ZEeW2ZzBL._AC_US218_..jpg,,,,
9780141369334,Roald Dahl,9,8,Dirty Beasts,4.5,720,https://m.media-amazon.com/images/I/A16WUC7WChL._AC_US218_..jpg,,,,
9780140568240,Roald Dahl,9,8,Revolting Rhymes,4.5,705,https://m.media-amazon.com/images/I/31T38dXp-6L._AC_US218_..jpg,,,,
9780141365572,Roald Dahl,9,8,The Wonderful Story of Henry Sugar and S,4.5,648,https://m.media-amazon.com/images/I/81NDOZ2iV-L._AC_US218_..jpg,,,,
9780141365541,Roald Dahl,9,8,Boy and Going Solo,4.5,640,https://m.media-amazon.com/images/I/91+Pxt+gzZL._AC_US218_..jpg,,,,
9783499205873,Roald Dahl,9,8,Hexen Hexen,4.5,466,https://m.media-amazon.com/images/I/815bYqYtXFL._AC_US218_..jpg,,,,
9780141374246,Roald Dahl,9,8,Roald Dahl's Scrumdiddlyumptious Story C,4.5,394,https://m.media-amazon.com/images/I/81Y5EtBvdUL._AC_US218_..jpg,,,,
9781405910101,Roald Dahl,9,8,The Complete Short Stories: Volume One,4.5,379,https://m.media-amazon.com/images/I/91OZQnCaZ8L._AC_US218_..jpg,,,,
9780141365398,Roald Dahl,9,8,"The Complete Adventures of Charlie and Mr Willy Wonka [Paperback] Dahl, Roald and Blake, Quentin",4.5,368,https://m.media-amazon.com/images/I/91uakXr8mTL._AC_US218_..jpg,,,,
9780141365589,Roald Dahl,9,8,Skin and Other Stories,4.5,303,https://m.media-amazon.com/images/I/81jGzZau2WL._AC_US218_..jpg,,,,
9780241955765,Roald Dahl,9,8,My Uncle Oswald (Expect the Unexpected),4.5,282,https://m.media-amazon.com/images/I/81WHHWH-lDL._AC_US218_..jpg,,,,
9780140158076,Roald Dahl,9,8,Collected Short Stories (R/J),4.5,268,https://m.media-amazon.com/images/I/91f1mut-G+L._AC_US218_..jpg,,,,
9780141375946,Roald Dahl,9,8,Roald Dahl: George's Marvellous Experiments,4.5,266,https://m.media-amazon.com/images/I/91-vJylUnbL._AC_US218_..jpg,,,,
9780140066944,Roald Dahl,9,8,The Best of Roald Dahl,4.5,259,https://m.media-amazon.com/images/I/91GxKe45UHL._AC_US218_..jpg,,,,
9781405910118,Roald Dahl,9,8,The Complete Short Stories: Volume Two,4.5,254,https://m.media-amazon.com/images/I/815RxG3apkL._AC_US218_..jpg,,,,
9780141317335,Roald Dahl,9,8,The Roald Dahl Treasury,4.5,245,https://m.media-amazon.com/images/I/91zKHful1AL._AC_US218_..jpg,,,,
9780545522434,Spirit Animals,9,8,"Wild Born (Spirit Animals, Book 1) (1)",4.6,"2,896",https://m.media-amazon.com/images/I/51zY3EMPE3L._US218_.jpg,,,,
9780545522441,Spirit Animals,9,8,"Hunted (Spirit Animals, Book 2) (2)",4.7,"1,991",https://m.media-amazon.com/images/I/51-onj3mVNL._US218_.jpg,,,,
9780545522458,Spirit Animals,9,8,"Blood Ties (Spirit Animals, Book 3) (3)",4.7,"1,779",https://m.media-amazon.com/images/I/51sHIcSIedL._US218_.jpg,,,,
9780545522489,Spirit Animals,9,8,"Rise and Fall (Spirit Animals, Book 6) (6)",4.7,"1,434",https://m.media-amazon.com/images/I/61y-1eRvVML._US218_.jpg,,,,
9780545522465,Spirit Animals,9,8,"Fire and Ice (Spirit Animals, Book 4) (4)",4.7,"1,434",https://m.media-amazon.com/images/I/51mUHdApEOL._US218_.jpg,,,,
9780545535212,Spirit Animals,9,8,"The Evertree (Spirit Animals, Book 7) (7)",4.7,"1,381",https://m.media-amazon.com/images/I/51NDeM+1ZBL._US218_.jpg,,,,
9780545522472,Spirit Animals,9,8,"Against the Tide (Spirit Animals, Book 5) (5)",4.7,"1,319",https://m.media-amazon.com/images/I/51ae6aqDiCL._US218_.jpg,,,,
9781444930078,St Clare's,9,8,"The Sixth Form at St Clare's [Paperback] [Jan 01, 2012] NA",4.6,576,https://m.media-amazon.com/images/I/51t40fItYwL._US218_.jpg,,,,
9781444929997,St Clare's,9,8,"The Twins at St Clare's [Paperback] [Apr 07, 2016] Enid Blyton",4.4,553,https://m.media-amazon.com/images/I/51CSemjN8aL._US218_.jpg,,,,
9781444930047,St Clare's,9,8,St Clares 06 Kitty At St Clares,4.4,551,https://m.media-amazon.com/images/I/51iA+TszWPL._US218_.jpg,,,,
9781444930030,St Clare's,9,8,"The Third Form at St Clare's [Paperback] [Apr 06, 2016] Enid Blyton",4.6,456,https://m.media-amazon.com/images/I/514+MJZz6sL._US218_.jpg,,,,
9781444930016,St Clare's,9,8,Summer Term at St Clare's,4.6,399,https://m.media-amazon.com/images/I/51a2k8YPWbL._US218_.jpg,,,,
9781444930009,St Clare's,9,8,The O'Sullivan Twins at St Clare's,4.6,375,https://m.media-amazon.com/images/I/51o8wqCZWeL._US218_.jpg,,,,
9781444930023,St Clare's,9,8,St Clares 04 Second Form At St Clares,4.5,373,https://m.media-amazon.com/images/I/51vD7OjswKL._US218_.jpg,,,,
9781444930054,St Clare's,9,8,"Claudine at St Clare's [Paperback] [Jan 01, 1987] Blyton, Enid",4.6,359,https://m.media-amazon.com/images/I/518TEmC2qML._US218_.jpg,,,,
9781444930061,St Clare's,9,8,"Fifth Formers of St Clare's [Paperback] [Apr 07, 2016] Enid Blyton",4.6,185,https://m.media-amazon.com/images/I/51c-LG2MGbL._US218_.jpg,,,,
9781338304558,The Baby-Sitters Club Graphix,9,8,Logan Likes Mary Anne!: A Graphic Novel (The Baby-Sitters Club #8) (8) (The Baby-Sitters Club Graphix),4.8,"8,653",https://m.media-amazon.com/images/I/51OFYkOWj6L._US218_.jpg,,,,
9780545813860,The Baby-Sitters Club Graphix,9,8,Kristy's Great Idea: A Graphic Novel (The Baby-Sitters Club #1): Full-Color Edition (1) (The Baby-Sitters Club Graphix),4.7,"8,394",https://m.media-amazon.com/images/I/51phozxpJ7L._US218_.jpg,,,,
9780545813884,The Baby-Sitters Club Graphix,9,8,The Truth About Stacey: A Graphic Novel (The Baby-Sitters Club #2): Full-Color Edition (2) (The Baby-Sitters Club Graphix),4.7,"7,467",https://m.media-amazon.com/images/I/51RtzF3uuXL._US218_.jpg,,,,
9780545886178,The Baby-Sitters Club Graphix,9,8,Mary Anne Saves the Day: A Graphic Novel (The Baby-Sitters Club #3): Full-Color Edition (3) (The Baby-Sitters Club Graphix),4.7,"7,044",https://m.media-amazon.com/images/I/51W+tvLNXwL._US218_.jpg,,,,
9781338067309,The Baby-Sitters Club Graphix,9,8,Dawn and the Impossible Three: A Graphic Novel (The Baby-Sitters Club #5): Full-Color Edition (5) (The Baby-Sitters Club Graphix),4.8,"6,645",https://m.media-amazon.com/images/I/511XnFaLg7L._US218_.jpg,,,,
9781338304527,The Baby-Sitters Club Graphix,9,8,Boy-Crazy Stacey: A Graphic Novel (The Baby-Sitters Club #7) (7) (The Baby-Sitters Club Graphix),4.8,"6,501",https://m.media-amazon.com/images/I/51tjnfSogTL._US218_.jpg,,,,
9781338067682,The Baby-Sitters Club Graphix,9,8,Kristy's Big Day: A Graphic Novel (The Baby-Sitters Club #6) (6) (The Baby-Sitters Club Graphix),4.8,"6,064",https://m.media-amazon.com/images/I/51o2xw6R2lL._US218_.jpg,,,,
9780545886239,The Baby-Sitters Club Graphix,9,8,Claudia and Mean Janine: A Graphic Novel (The Baby-Sitters Club #4): Full-Color Edition (4) (The Baby-Sitters Club Graphix),4.7,"5,681",https://m.media-amazon.com/images/I/51pELAlmnfL._US218_.jpg,,,,
9781338304589,The Baby-Sitters Club Graphix,9,8,Claudia and the New Girl: A Graphic Novel (The Baby-Sitters Club #9) (9) (The Baby-Sitters Club Graphix),4.8,"4,844",https://m.media-amazon.com/images/I/51AncNg4YbL._US218_.jpg,,,,
9781338304619,The Baby-Sitters Club Graphix,9,8,Kristy and the Snobs: A Graphic Novel (The Baby-Sitters Club #10) (The Baby-Sitters Club Graphix),4.8,"3,338",https://m.media-amazon.com/images/I/51F3hPR17yL._US218_.jpg,,,,
9781338616057,The Baby-Sitters Club Graphix,9,8,"Good-bye Stacey, Good-bye: A Graphic Novel (The Baby-Sitters Club #11) (The Baby-Sitters Club Graphix)",4.8,"2,345",https://m.media-amazon.com/images/I/51y+9PuNgLL._US218_.jpg,,,,
9781338616088,The Baby-Sitters Club Graphix,9,8,Jessi's Secret Language: A Graphic Novel (The Baby-Sitters Club #12) (The Baby-Sitters Club Graphix),4.8,"1,198",https://m.media-amazon.com/images/I/415W5zLpgGL._US218_.jpg,,,,
9781338616118,The Baby-Sitters Club Graphix,9,8,Mary Anne's Bad Luck Mystery: A Graphic Novel (The Baby-Sitters Club #13) (The Baby-Sitters Club Graphix),4.7,844,https://m.media-amazon.com/images/I/51vylWNrT3L._US218_.jpg,,,,
9780141370507,The Heroes of Olympus: The Graphic Novel,9,8,The Son of Neptune: The Graphic Novel (Heroes of Olympus Book 2),4.7,"1,235",https://m.media-amazon.com/images/I/61i-EjU5dqL._US218_.jpg,,,,
9780141359984,The Heroes of Olympus: The Graphic Novel,9,8,Heroes of Olympus: The Lost Hero: The Graphic Novel,4.7,"1,125",https://m.media-amazon.com/images/I/51Abe9rUzRL._US218_.jpg,,,,
9781368051422,The Heroes of Olympus: The Graphic Novel,9,8,"Heroes of Olympus, The Book Three: Mark of Athena, The-(new cover) (The Heroes of Olympus)",4.8,481,https://m.media-amazon.com/images/I/51wmNXqgqtL._US218_.jpg,,,,
9781444959451,The Magic Faraway Tree,9,8,The Enchanted Wood: Book 1 (The Magic Faraway Tree),4.5,"3,541",https://m.media-amazon.com/images/I/61sP7gstfyL._US218_.jpg,,,,
9781444959468,The Magic Faraway Tree,9,8,The Magic Faraway Tree: Book 2,4.6,"2,467",https://m.media-amazon.com/images/I/61b0VAktF+L._US218_.jpg,,,,
9781444959475,The Magic Faraway Tree,9,8,The Folk of the Faraway Tree: Book 3 (The Magic Faraway Tree),4.7,"1,330",https://m.media-amazon.com/images/I/61kopyQAdCL._US218_.jpg,,,,
9781405272247,The Magic Faraway Tree,9,8,Up the Faraway Tree (Magic Faraway Tree),4,903,https://m.media-amazon.com/images/I/61LjHH2CcfL._US218_.jpg,,,,
9781444963380,The Magic Faraway Tree,9,8,A New Adventure (Magic Faraway Tree),4.5,279,https://m.media-amazon.com/images/I/61-KqrZ1ZjL._US218_.jpg,,,,
9781444947281,The Magic Faraway Tree,9,8,Magic Faraway Tree Adventure Goblin Dog,4.6,170,https://m.media-amazon.com/images/I/61TlrtUNpSL._US218_.jpg,,,,
9781444952223,The Magic Faraway Tree,9,8,The Magic Faraway Tree: Silky's Story,4.2,88,https://m.media-amazon.com/images/I/61fMvgO9iQL._US218_.jpg,,,,
9781444957563,The Magic Faraway Tree,9,8,Moonface's Story (The Magic Faraway Tree),4.2,52,https://m.media-amazon.com/images/I/611UTH+SKhL._US218_.jpg,,,,
9781444960464,The Mystery,9,8,The Mystery of the Pantomime Cat: Book 7 (The Mystery Series),4.7,406,https://m.media-amazon.com/images/I/51L4q8bz+1L._US218_.jpg,,,,
9781444960341,The Mystery,9,8,The Mystery of the Secret Room: Book 3 (The Mystery Series),4.6,397,https://m.media-amazon.com/images/I/51lcJWg1PKL._US218_.jpg,,,,
9781444961140,The Mystery,9,8,The Mystery of the Missing Man: Book 13 (The Mystery Series),4.7,362,https://m.media-amazon.com/images/I/51VkMB1upaL._US218_.jpg,,,,
9781444961058,The Mystery,9,8,The Mystery of the Strange Bundle: Book 10 (The Mystery Series),4.7,343,https://m.media-amazon.com/images/I/51fjwOo66XL._US218_.jpg,,,,
9781444930801,The Mystery,9,8,Find Outers 4 Mystery Spiteful Letters,4.7,329,https://m.media-amazon.com/images/I/51pg1ZVB6ZL._US218_.jpg,,,,
9781444961119,The Mystery,9,8,The Mystery of Tally-Ho Cottage: Book 12 (The Mystery Series),4.7,301,https://m.media-amazon.com/images/I/51AVlYR56JL._US218_.jpg,,,,
9781444961201,The Mystery,9,8,The Mystery of Banshee Towers: Book 15 (The Mystery Series),4.7,288,https://m.media-amazon.com/images/I/51s7W2pxoML._US218_.jpg,,,,
9781444960310,The Mystery,9,8,The Mystery of the Disappearing Cat: Book 2 (The Mystery Series),4.4,273,https://m.media-amazon.com/images/I/511MrnHcFrL._US218_.jpg,,,,
9781444960075,The Mystery,9,8,The Mystery of the Burnt Cottage: Book 1 (The Mystery Series),4.3,270,https://m.media-amazon.com/images/I/518jVwb41VS._US218_.jpg,,,,
9781444960402,The Mystery,9,8,The Mystery of the Missing Necklace: Book 5 (The Mystery Series),4.5,165,https://m.media-amazon.com/images/I/51q6HM5B7cL._US218_.jpg,,,,
9781444961027,The Mystery,9,8,The Mystery of the Vanished Prince: Book 9 (The Mystery Series),4.5,150,https://m.media-amazon.com/images/I/51Z6D+vta8L._US218_.jpg,,,,
9781444961089,The Mystery,9,8,The Mystery of Holly Lane: Book 11 (The Mystery Series),4.4,13,https://m.media-amazon.com/images/I/51PO7IJCc+L._US218_.jpg,,,,
9781444960501,The Mystery,9,8,The Mystery of the Invisible Thief: Book 8 (The Mystery Series),4.7,12,https://m.media-amazon.com/images/I/516IcVDaWgL._US218_.jpg,,,,
9781444960433,The Mystery,9,8,The Mystery of the Hidden House: Book 6 (The Mystery Series),4.3,8,https://m.media-amazon.com/images/I/51cEMcW+hfL._US218_.jpg,,,,
9781444958607,The Naughtiest Girl,9,8,The Naughtiest Girl: Naughtiest Girl In The School: Book 1,4.5,"1,144",https://m.media-amazon.com/images/I/51KGDC02YCL._US218_.jpg,,,,
