ISBN13,Review,Author
9780060871215,"VAMPALICIOUS! continues where RE-VAMPED! left off. Ivy and Olivia have solidified a bond between them, which only twin sisters can share. It doesn't matter that neither knew the other existed, or that one is human and the other is a vampire. They have just found each other this school year and will do everything they can to stay together. Now that Mr. Vega has decided to move to Europe for his new job, Ivy and Olivia and their assortment of friends band together to create a way to keep Ivy and her father in Franklin Grove. They brainstorm and decide to do a power point presentation on the pros of Franklin Grove and the cons of Europe. Throwing in World War pictures and information on the Bubonic Plague, they can't fail with their presentation. But Mr. Vega isn't swayed, though he does compliment them on the presentation of the information. The gang returns to the drawing board, and decides if he were to fall in love in Franklin Grove, there's no way he'd want to be separated from his true love. Ivy, Olivia, and Mr. Vega are at a local restaurant and their waitress, Alice, strikes up a conversation with them. The two girls are positive that there are sparks between the adults and invite Alice, unknowingly, over to Ivy's house for a romantic dinner. Mr. Vega quickly catches on to the plot during dinner, and informs the girl that the dinner conversation was interesting, but the date was a disaster. So the girls are at a loss for how to keep Ivy and her father in Franklin Grove. Finally admitting defeat, they decide to just enjoy their final days together and plan a surprise going-away party for Mr. Vega. In the end though, it may be that an option they never thought possible will be the only solution to keeping Mr. Vega from wanting to run away to Europe. This is yet another cute addition to the MY SISTER THE VAMPIRE series. It is a quick read and fun to watch Ivy and Olivia hatch one crazy scheme after another. The continuation of the series doesn't disappoint!",TeensReadToo
9780439706322,"Reason for Reading: next and last in the series. A powerful, exciting finale to a most enjoyable series. Coming up to this last book I had some trepidation. Would it be worth the journey? Would it be a satisfying end? I can wholeheartedly say yes to both those questions. First off we are presented with a nice fat volume considerably larger than previous volumes, letting us know we can settle down for a good read. Action-packed, with a conclusion worthy of the eight previous volumes it took to get here. All major characters have their fates determined and get closure and it is not all ""happy, happy, joy, joy"" for everyone either. I'm not going to say anything about plot in this review, you'll just have to read this far yourself to find out on your own. But I highly recommend the series. Some volumes are better than others, but all rated high with me, either 4 or 5 stars. The story takes turns towards the darkside and is lightened up every now and then with a humorous side story. And all throughout the story, even though it does get mighty dark at times the humour is always there too. My favourite characters were the Red Dragon, Ted the leaf bug, and Bartelby. My favourite of the main characters was Smiley Bone. If you haven't had the pleasure yet, take some time out and read the series as it is a great ride with a satisfying ending.",Nicola Mansfield
9781602860131,"Jack travels to London, where he must thwart a plan to steal the crown jewels while continuing his search for his lost brother. This volume includes fascinating geographical, cultural, and historical information about Great Britain.",Nathaniel
9781599902883,"Once upon a time, in a land very far away, there lived a girl with her mother. Every day as the girl grew and played, she also became more and more curious about the world outside. One day she finally climbed up her wall and discovered that she really knew nothing at all. And that was when she decided to do something about it. Think you know Rapunzel? You've never heard it like this! With a feisty heroine who uses her ridiculously long hair as a weapon and a sidekick who travels with a goose that just might lay a golden egg, RAPUNZEL'S REVENGE takes the traditional tale of Rapunzel and turns it on its head. Shannon and Dean Hale create a thoroughly entertaining world in which Rapunzel takes claims her life as her own. Follow along as she embarks on a swashbuckling quest to save the world from the evil witch who has held her captive in a move that sets the bar for adventurous heroines everywhere. Be forewarned: RAPUNZEL'S REVENGE is not for everyone. It is a graphic novel, and while the illustrations are gorgeous and highly amusing, some readers may not be drawn in by the format. However, for those who love graphic novels, fairy tales, and awesome heroines, this story may be just the thing. Happy reading.",TeensReadToo
9780763653842,"Reason for Reading: All my readers should know by now that mythology is a favourite subject of mine, especially Greek. Plus I had also read Williams' first Shakespeare book ages ago when it first came out so knew what to expect. An absolutely beautiful oversized book, graphically designed to be aesthetically pleasing. The author/illustrator often takes a week per single page to design the gorgeous artwork. Each page is rimmed in a thematic border pertinent to that part of the story. The book includes 8 common Greek myths (though one was new to me, or at least far back in my memory banks) and sets them up in comic strip fashion rather than more common comic book/graphic novel format. Each page flows in lines of the comic strip with a written narrative underneath each strip and within the frames bubbles are used to emphasize the story and generally add silly humour to the character's reactions to what is going on around them. While the stories are brief, they tend to stick to the major details of the original myths, the basic plot lines are there and the important themes are kept in play. The violence is there though only shown with a drip of blood here and there and obviously dead bodies; this may be an issue with some parents. I found it all in good taste at this level as long as your goal is not to hide death and violence. The story that may have been new to me as I didn't really recall it was ""Arion and the Dolphin"". The others are very popular: Pandora, Orpheus/Eurydice, Heracles 12 Tasks, Daedalus/Icarus, Medusa, the Minotaur and finally the story of Arachne. A great read, thoroughly hilarious, but keeps the original themes of the myths themselves. Wonderful art and a great way to introduce children to the myths, exciting reading for older reluctant readers and a fun way for adult classicists to see the tales told in a new light.",Nicola Mansfield
9780141340050,"Having been a reader and fan of Chris Bradford's ""Young Samurai"" books, I've been looking forward to reading BODYGUARD: Hostage with a good bit of trepidation. Would the new series deliver? Could a story with such a completely different topic and setting be as convincing and captivating? To keep it simple: Absolutely! Connor Reeves, an average teenager - apart from his high level of martial arts skills perhaps - full of self-doubt and with his fair share of problems, but with a strong sense of what is right, is recruited into a unique organization, that trains young teenagers as Bodyguards. As unbelievable as this premise may sound at first, it rings true in a world of teenage stars and celebrities and ultimately provides a fascinating groundwork for an impressive and captivating storyline, whisking the reader into a world of covert surveillance and teenage meltdowns. The characters excite interest, the action is detailed and feels authentic and the meticulous research on the work of a bodyguard is palpable in almost every page, without becoming too technical to alienate the young reader. And it's not just a book for boys: the host of strong female characters makes this an excellent read for girls as well, as my 12-year-old daughter can confirm. Having just completed his basic training Connor struggles with an array of difficulties on his first assignment: from having to play a role for the girl he's assigned to protect, to not being taken seriously by some of the adult security team, always inserspersed with the constant fear of failing. But he pushes through the problems, backed up by a team of wonderful characters, that will have you picking your favourites after only a few chapters. I'm actually of the opinion this book should be read by every teenager, because apart from the impressive story it teaches kids some well-selected and crucial basic principles of awareness, assessing a situation and ultimately keeping safe. And that is something that Bradford excels at: telling an action-packed yarn that feels authentic, while at the same time teaching the young reader a thing or two and ultimately giving him the chance to grow as a person. BODYGUARD: Hostage is a riveting read, that intrigues the reader in the first few chapters, captivates him with an array of likeable characters and a well-paced plot and ends up speeding along like a bullet train, which will leave dinners go cold and homework undone, till the last pages are turned.",Jan Murphy
9780064471077,"A wonderful book in the Narnia series! The 'Dawn Treader' is King Caspian's own ship, and he's going on a thrilling adventure through the Great Eastern Ocean. Edmund, Lucy, and their cousin Eustace ""join the picture"" in Narnia aboard the ship. Although the charm of having all 4 siblings together is missing from this particular story, Reepicheep made up for it... what a gallant mouse! He always knows just what to say. King Caspian is on a quest to locate the whereabouts of 7 missing Narnian lords. The 'Dawn Treader' will go through many enchanted trials across the ocean, as the travel continues past the Silver Sea, to the End of the World, Aslan's country. Are you coming aboard ship?",Tarissa
9780316201575,This is one of those rare books that both my boys want me to read to them every night. This has not happened since Enid Blyton's Magical Faraway Tree. They are loving it. Lots of little 'sub plot's' to keep 7 year old interested so he can guess what is happening next and 6 year old loving the magic of it and the relationship between the siblings. Highly recommend it.,Louise
9780060825454,"This version of CORALINE is a graphic novel adaptation of the novel penned by Neil Gaiman. The story follows a common theme in his works of the naive, yet determined, everyman who stumbles into an alternate reality. The protagonist in this story arises in the form of a young girl named Coraline. I found the dialogue to be smartly written and the narrative engaging. The artwork, while typical comic fare, set the visual mood quite well. I greatly enjoyed this story. I found the characters likeable and believable in the context of the story, which in and of itself seemed to me to be an odd metaphor for ""growing up."" I cannot recommend this enough to fans of Neil Gaiman's work or to someone looking for something just a little bit different.",TeensReadToo
9780385370035,"Fun anthology of short stories by popular children's graphic novelists. I've read all these authors before and found it a delight to read these stories. Some are one-off shorts while others are further adventures of favourite characters such as Baby Mouse and Lunchroom Lady. The stories are all held together by the common theme of recess; with recess featuring prominently in some and and simply in passing in others. I enjoyed each story, each being a perfect example of the author/illustrator's work. I went into each one looking forward to the treat and was not disappointed, however, if the reader has not read any of these authors these stories are bound to have you searching for their other books. Good Show! And the back of the book assures us that a sequel is in the works. Yeah!",Nicola Mansfield
9780064408653,"How sad that these children keep going on into misery, lemony knows how to write books, because I go through them in hours. I have to slow down and breathe at times.",Jamee Naylor
9780689817212,"Mrs. Eva Marie Olinski, a paraplegic who returns to teaching after several years following a serious accident, chooses four students from her sixth-grade class in the Epiphany, NY, middle school for the Academic Bowl team. Noah Gershom accidentally becomes best man at the wedding of Ethan's grandmother and Nadia's grandfather while visiting his grandparents in Florida. Nadia Diamondstein, in addition to being the granddaughter of the new wife of Ethan's grandfather, has red hair, a dog named Ginger that's a genius, and a fondness for baby turtles. Ethan Porter, in addition to being the grandson of the new husband of Nadia's grandmother, is the quiet second son of one of Epiphany's oldest families who stands up for Julian. And newcomer Julian Singh, who is originally from India and whose father has opened a bed and breakfast in Epiphany, starts it all off by inviting the others to a tea party. How did Mrs. Olinski choose her team? She had a numb er of answers, but were any of them true? Yet, there is no doubt that these four students, with their own individual personalities, develop a special bond among themselves, calling themselves ""The Souls,"" and this attracts their teacher's attention. Why did they make such a good team? And will they be able to win-especially against seventh and eighth graders? In 1968 E. L. Konigsburg had won both the Newbery Medal for From the Mixed-Up Files of Mrs. Basil E. Frankweiler and an honor award for Jennifer, Hecate, Macbeth, William McKinley, and Me, Elizabeth. The View from Saturday won the Medal in 1997. The biggest complaint is that the book is boring, at least the first four rather long chapters where the author provides the setting for the action by describing the different backgrounds of the four students as well as Mrs. Olinski, and that therefore it can be somewhat confusing to read, especially with alternating the final quiz bowl championship match with the accounts about the different journeys which each kid has had to make. Some of the reason for this may be that Konigsburg started out with four separate short stories that she had written and then tied them together with a unified theme. One teacher noted that his kids told him that the book started very slowly, mainly because they didn't see the looming connections between the characters, but once the connections become evident, thanks to Konigsburg's marvelous narrative, they thoroughly enjoyed reading the novel. He concluded that the story provides very positive statements about success, hard work, and civility, and I agree. There are a few things about it that I didn't care for. One was a rather gratuitous reference to bra straps and what would be to most kids a somewhat titillating use of the word ""puberty."" Also, one student refers to another as ""an ass,"" which is a perfectly acceptable use of the word, but it's said in such a way as to imply another, more vulgar, usage. And there is a reference to drinking wine. Aside from these, however, I enjoyed reading the book. It is certainly a different approach to story-telling, and I can see why some children would not care for it, but I can also see why others would really like it.",Wayne S. Walker
9781421530659,"Wonderful picture book, superb quality. Text follows the dubbed English version of the film accurately. Like holding the film in your hands.",Kiki_Oz
9780763628956,This is the most read book my 10 year old has. It is always lying close by & he is constantly browsing through it even after having it for a year.,Kerrie Newton
9780375801532,"A mysterious, fearsome giant, made of iron, walks out of nowhere to the top of a cliff. No one knows where he had come from or how he was made. When he steps off the cliff, he crashes and breaks into a hundred pieces, but over time all the pieces fit themselves back together again. Soon afterwards a farmer's son named Hogarth is fishing in a stream and at evening sees a giant black figure, bigger than a house. No one, except his own father, believes Hogarth at first, but when reports begin to come in about missing tractors, plows, and other farm machinery made of steel and iron, everyone decides that something needs to be done. A big hole is dug near where the Iron Giant had gone back into the sea and is covered with branches, straw, and soil, with an old truck on the nearby hill as bait to trap the monster. At first, he does not come, but eventually he does fall in and is covered with a mound of dirt. However, the following spring, he digs out of the trap and starts eating all the barbed wire for miles around, as well as hinges which he tears off gates, tin cans which he finds in ditches, tractors, cars, and trucks. The farmers talk about calling in the army. But Hogarth has a plan. What is it? And when a giant space lizard the size of Australia comes to Earth from Orion and threatens to destroy the planet by eating all living things, is there anything that Hogarth and the Iron Giant can do to save mankind? We saw the 1999 Warner Brothers animated feature film The Iron Giant, and our boys really liked it, but I didn't know until a few years ago that the movie was based on a book, originally published in England as The Iron Man, although the two are very different in many respects. The book is quite spare, consisting of only five chapters, so it is an easy read for middle grade students. There is one mention of the stars being billions and trillions and zillions of years old, but it is also said that the people wept and prayed to God to save them from the space lizard. No bad language occurs. Author Ted Hughes was poet laureate of England from 1984 until his death in 1998. The book is said to be ""a powerful tribute to peace on earth-and in all the universe,"" so some might see in it a little anti-war propaganda, but the fact is that no reasonable person really wants war and that everyone hopes and strives for peace. There is a sequel, The Iron Woman, describing retribution based on environmental themes related to pollution.",Wayne S. Walker
9780140310764,"Reason for Reading: Read aloud to ds as part of our history curriculum. Based on a true story, this book tells of a tale in which ten Jewish children are brought to a small Catholic school in the countryside of France up in the mountains. There are currently twenty students at this school. The Sister asks the students if they will be capable of hiding the Jewish children from the Nazis and they agree. Thus the children play and learn together until one day Sister does not return from town and the Nazis arrive at the school looking for the Jewish children. A lovely little story that has become a classic. The ending is quite intense and the book is very enjoyable . There is a religious element to the story, that is crucial to the plot, but that only revolves around one bible story involving King Herod's search for the baby Jesus. A fast read but a gripping story that shows that even children can make a difference against evil. A movie has been made based on the book and we tried to get a copy through ILL but were unsuccessful.",Nicola Mansfield
9780316788281,"This book was perfect for us in the lead up to the birth of our second child. Our daughter was 2.5yo and it helped her to understand that we would need to breast feed, baby wear and bed share with the baby as well now. The first few weeks were a little rough as my daughter adapted to having a sibling, as you would expect, but with this book she knew exactly what he needed and it saved us from a lot of care-related jealousy issues as she learnt to share.",Sarah S
9780723257240,"During the summer of 1920 Cicely Mary Barker kept a journal of her time in Storrington, it was during this time she felt most inspired by her fairy friends, and so decided to entrust her journal to The British Faerie Folklore Society for preservation. It is this journal we are presented with here. Storrington is a place of tranquillity surrounded by beauty and wild flowers. And as Cicely Mary Barker discovered, it is also surrounded by fairies. Day after day Cicely discovers more and more evidence of fairies. From tiny foot prints, to enchanting music, fairy wings and fairy dust, and also fairy's in photos. It is an invaluable journal full of tips and hints on identifying fairies, and where they can be found. There is a guide to fairy trees and fairy rings and also tales of fairy. And there is also a recipe for blackberry jam! But above all else there are fairies themselves dancing through the pages of this journal. I love the interactivity with this book. Fairyopolis is a magical guide into a world not often seen, but often imagined. There is so much magic and beauty to discover within these pages, and I hope any fairy lover will take the time to uncover it.",Larissa McGrath
9780786852550,Action packed and full of laughs. This is one of the best books I have ever read. The whole series is great.,BradleyG
9780374386153,"I'm coming into this review as a blank slate. I don't know anything about 'A Wrinkle in Time' novel. I haven't read the novel and I'm not sure I've heard of it. Zero emotional attachment. I wasn't even sure what to expect. Given all that, I didn't really enjoy the book. The book starts off as any typical coming of age story. A misunderstood teen with more to offer then any of her peers realize. Then things start going off the tracks and this story becomes an interstellar adventure to save the world, maybe the entire universe. Nothing wrong with that, but the characters failed to connect with me. The story is full of characters with all kinds of cute names and personalities that I am sure are meant to register. I got the feeling the novel gave more breath to the characters then the graphic adaption was able to muster. They seemed like the type of characters that could fill a kid's dreams, but the graphic novel couldn't deliver that wonder. It didn't help that the main character came off a bit annoying. Especially towards the end. She kept complaining about the same thing over and over. The art does its job well. The characters are easily recognizable and emotions are clear. There are some times when the figures become a little stiff or feel a little rushed. There are several artistic story telling devices that are used to portray space or emptiness. This is kind of cool, but I feel it's used a bit excessively. There are pages of 'nothing'. The book was a herculean effort and I think fans of the original novel will appreciate this adaptation. However for me, the magic was not included. Book Received: For free from publisher in exchange for an honest review Reviewed by Chris for Book Sake.",Jessica
9780316040853,"Cass, Max-Ernest, and Yo-Yogi are in the middle of another mystery. Senor Hugo, great chocolate experimenter, Dr. L, and Ms. Mauvais are holding Cass' mom captive. The ransom: the legendary Tuning Fork, an instrument that can turn any food or drink into whatever the owner wishes. Now, Cass and her friends will have to battle deadly sweets, crazy puzzles, and other sinister things in order to defeat Hugo and get her mother back. Where is the great Tuning Fork? Can Cass and her friends stop Hugo from achieving his evil desires? A fun, action-packed adventure for reluctant readers, the puzzles are especially fun to solve. The humorous chocolate facts and puns are entertaining. The characters are well-developed, and the plot is fun and uniquely crafted. Those who like action, adventure, and mystery stories will truly enjoy reading THIS BOOK IS NOT GOOD FOR YOU. *Gold Star Award Winner!",TeensReadToo
9781442407695,"Reason for Reading: I am a fan of the author and basically catching up with her books. This was a pleasure to read and a book that every once and a while gave me little ripples of pleasure coursing through me body to read such a fine example of middle grade fantasy. I hate to use this comparison but it highly holds up to the ""Harry Potter"" model. Here there isn't a boarding school as such, but the children (13yos) are sent to live in a large magical building where they attend school learning magic, have strange instructors, are surrounded by large magical creatures and this is their new home. This live-in school atmosphere has traditionally been a successful formula for books aimed at this age group and with the addition of magic it becomes quite beguiling. I simply adored the set-up for this story. It is being described as dystopian in some circles however that I do disagree with, as there is no evidence this is our world, in fact it quite seems to be an alternate world but as in the dystopia fashion an event has happened to change to structure of society leaving it miserable and under the total control of one self-appointed leader. McMann is a wonderful writer and at this point I just don't think I wouldn't enjoy one of her books, even though they do sometimes rate a 4 with me. The characters are engaging and inviting, leading you to connect with them right away. The magic is fun but must be learnt as it is a skill. The leader of the land of magic, Artime, is charismatic but often shows glimpses of sadness leaving the reader with a sense that he has a secret that will eventually come to life. A pleasure to read, though I will say there were some spots where the plot seemed to drag for a while and as much as I enjoyed it I wouldn't call it a page-turning. However I have book 2 in the tbr pile and will be reading it in the near future, before her new book comes out.",Nicola Mansfield
9780786856299,"I first heard about this book when I was watching the special features on the movie version of The Lightning Thief. I absolutely loved the movie (and still intend on purchasing it) but didn't realize until afterwards that it was actually based on a book. Of course, after viewing the movie, I instantly wished I had read the book first. Since the movie came out, I've been dying to get my hands on a copy. So of course, when I saw it at Goodwill for only $.50 I had to snatch it up before someone else did. This book is absolutely amazing. Even better than the movie (as most are). Admittedly, it's the first book I've ever read that deals with the Greek gods. Not that the books aren't out there, I just have yet to manage to get my hands on them. Now that I've read this one, I'm even more interested in reading books of the nature. I absolutely loved it. As soon as I began reading I fell in love with the character of Percy Jackson. The things he goes through, magical and non-magical, on a daily basis are amazing and I loved following along as he grew and learned with the rest of us. I found myself getting lost in his world and I really cannot wait to read the rest of the series. (Now if they would only make the rest of the books into movies, I would be a happy (Half-Blood) camper...)",Rainy Days and Pajamas
9780786856299,"If you like books filled with adventure and Greek mythology, you have to read The Lightning Thief. Percy Jackson is a twelve years old boy who has been expelled from a couple of schools and can't concentrate. Everybody thinks he's a failure, except his mother. So it isn't exactly surprising that he has only one friend and his school and a teacher hates him. What he wasn't expecting was that her teacher became a monster and tried to kill him. Nobody seems to remind that little detail, but he's sure he isn't crazy. But Percy's past is full of secrets, and his mother has tried to protect him until now. Percy's voices trapped me from the beginning. He's young, but extremely fun and mature, and innocent. When he discovers he's a demigod, things starts to get complicated. First, nobody knows who is his father and now he's being accused of stealing Zeus lightning bolt. That's why he, and his friends Grover and Annabeth decides to discovers who is the real thief and that way stop a war between gods. But of course, the Gods have never been very fair and some of them wants Percy to be guilty. Their journey is so much fun. Full of adventures and dangers, there were always twists that managed to surprise me. The writing is simple and with Percy's voice, I read it very quickly. It was never boring or too intense, and I always wanted to read more. Overall, The Lightning Thief is a story with Greek mythology interlaced with the modern world that I loved, and I regret I didn't read it when I was younger. I'm definitely going to read more of the Percy Jackson's books, I believe it's going to be one of my favorite series!",Maria Guajardo (GABY)
9780545465137,"Reviewed by Avery, age 9 I could not get enough of this book. I LOVED it so much and was super-excited to find out Shaun Tan has more books like this. This book is exactly what the title says: ""an artist's notebook."" Each page is filled with something amazing that came from his imagination. It is neat because some of it is downright silly or doesn't make sense, and I like abstract art. I draw all the time and have since I could pick up my first pencil. ...Read Full Review at http://www.musingwithcrayolakym.com/3/post/2013/08/the-bird-king.html",Kim Heimbuch
9781858817637,"Floodland initially gave me the impression of a post-apocolyptic Lord of the Flies style book - a book which greatly impacted me when I read it in highschool and is one that I often consider the implications of and message from to this day. Even small books can make a big impact, so I was optimistic when I started reading this one. But instead of packing a lot of punch in a small number of pages like I hoped, Floodland read more like a cautionary tale. Reasons to Read: 1.A relevant message: Marcus Sedgwick clearly delivers a cautionary tale in Floodland, by suggesting the implications of the future of the environment if our actions are not changed; and while those who are familiar with Lord of the Flies will pick up on a similar theme which is implied by Floodland, it is much more than simply a new spin on the same story. But this is an issue that is so current and modern, that many contemporary readers will easily be able to relate to and it raises poignant questions about our society today. The problem with this though was that it really didn't work in the same way as Lord of the Flies, because it didn't expand enough on this theme and so it lacked the impact. As well, very little background was given and there was next to no room for any development to take place in such a short span of time. So while I read Floodland expecting a short novel, my thoughts by the end were that it reads more as a fable or short story as opposed to a full length book. It does end, however, with a hopeful message and I appreciated that from it. I found this to be the most effective part of the book, as it was successfully portrayed in a meaningful and touching ending. Review copy received from Hachette UK Canada.",Brenna Staats
9780825441745,"We LOVED this book. A chapter is read every day from the 4th Sunday before Christmas, and this was the highlight of December for them. I even had one of my children ask me to read it in the morning, so that they didn't have to wait so long for the next chapter. It is exciting to read about Jotham's adventures until at last he finds his way to the Saviour born in Bethlethem. I highly recommend this book and can't wait to read another one by the same author this Christmas season. It really changes the focus of Christmas.",Heidi Meinsma
9780753460856,"Who said chemistry had to be boring? (I'm sure no one has ever said this, but someone sure forgot to tell my science teacher!) Basher and Adrian Dingle have come together to create an entertaining and valuable resource for students with their version of the 111 elements. Whether you're studying chemistry in school right now or not, you're sure to get a kick out of the full-color illustrations inside the pages of this book. Plus, you might actually learn something, as each element is fully described in detail: the name, its symbol, its atomic number, its atomic weight, its color, its standard state, and its classification. The elements are also broken down into eleven separate categories, including the Alkali Metals, the Transition Elements, the Boron Elements, the Carbon Elements, the Nitrogen Elements, the Oxygen Elements, the Halogen Elements, the Noble Gases, the Lanthanides and Actinides, and the Transactinides. This is the perfect, easy-to-use reference guide for people of all ages, and the included poster can easily be used for an educating, stylish decorating tool. Who knew elements could be so interesting??",TeensReadToo
9780448095011,"""...A stark contrast to many other female characters of her time, Nancy Drew does not need a man to save her. HELL no. She puts on her fabulous outfits and gets in her fancy convertible and she gets **** done. I mean, in the first chapter of Secret of the Old Clock alone, Nancy SAVES A CHILD'S LIFE... ...yeah, this book was written originally in 1930, then revamped in 1959, so it is a little tame and predictable, and Nancy has some very Mary Sue-like qualities about her, in that she is basically Perfection Incarnate...Regardless, Nancy Drew is an excellent role model for young girls, because even though she does exhibit all these ideally feminine qualities, she has a brilliant and rational mind and is not afraid to speak her mind when necessary. She has a lot of good sense, and is an overall genuinely nice person... ...This is all made crystal clear in The Secret of the Old Clock; some local New Money jerks, the Topham family, have come into an inheritance from their eccentric relative, Josiah Crowley. The rumor mill is open for business in River Heights about this, because everyone apparently thought Josiah would have left all his money and stuff to his other relatives, who were actually decent people... So of course Nancy goes home and tells her dad all about it, and since he's the Best Lawyer in the World, and so rich he can just pick up pro bono cases to satisfy his daughter's Do-Good whims, they begin work immediately... ...I don't really want to go into detail, since it's such an easy book to figure out, and such a quick read, but I really enjoyed diving back into Nancy Drew, and can't wait to read the rest of the series, especially the books I never got to read when I was younger (there are a lot of them, okay)."" (For full review, please visit me at Here Be Bookwyrms on Blogger)",Colleen
9780448095011,"I find this story written the least well of the Nancy Drew I've read. Nonetheless, it keeps a place of honour as the introduction in 1930, to an everlasting character. Volume 1 is important because manuscript author, Mildred A. Wirt, sketched Nancy's personality and her relationships with family and strangers alike. She is a sharp investigator and morally decent, at age 18. The title is a spoiler. If an event began with a clock and the journey was about deciphering its contents, the existing title would work. However no clock is mentioned throughout the majority of the pages. It is all about not knowing where important information is. We should be guessing for 180 pages, the location of Josiah Crowley's will. Instead: ""The Secret Of The Old Clock"" blares across the cover! Hmmm.... where could it be? We spend the book waiting for a clock to appear. Tracking an obvious object is not as enthralling as it being the actual mystery. Josiah disliked the Topham family, who might inherit his fortune based on an earlier draft. He agreed to live with them in dwindling years, to be polite. However bringing your belongings to a place you dislike is beyond polite. Most of all, how could there have been any draft; not merely including the Tophams but bequeathing 100% to them? One completely omitting the destitute people he loved? He was a shrewd businessman and would ascertain their ulterior motives in asking him to move in. Later, Nancy visited a lake to explore the Topham's cabin; oddly at her rival's recommendation that their caretaker show her around. Instead of telling Helen she had a mission, she wasted two days acquiescing to camp activities. Also noteworthy, thieves infiltrated two houses with people present. It would make better sense to case empty ones.",C. Riedel
9780375849305,"There are several things you should know about Alvin Ho. The first is that he is afraid of everything. He fears elevators, the dark, heights, scary movies, and, most of all, school. The second thing is that Alvin is so afraid of school that he can't even talk when he's there. He can talk fine everywhere else, but school is too much. To help him survive, Alvin carries a PDK - a Personal Disaster Kit - which is full of equipment. The most important part of the PDK, though, are the emergency plans, which include plans for meeting your teacher, getting through show-and-tell, and how to make friends. Alvin spends the start of his second grade year trying to survive, figuring out ways to get out of school, and learning how to make friends, all with humorous and sometimes disastrous results. Perfect for readers making the jump to chapter books, this is a fun, laugh-out-loud read. Author Lenore Look and Illustrator LeUyen Pham make a great team. The illustrations add to the emotion of the story and help bring Alvin to life. If you're looking for a younger version of DIARY OF A WIMPY KID, look no further than ALVIN HO: ALLERGIC TO GIRLS, SCHOOL, AND OTHER SCARY THINGS. A great read for all ages, I hope there's more to come about Alvin Ho!",TeensReadToo
9781442411906,"This is the third book of Dork Diaries (the girls version of diary of a wimpy kid) Nikki has bought a new diary and is going to fill it up with her new exciting, funny moments and doodles. Same Crush, Same Amazing Friends and same old mean girl. But maybe something will spice up her life? ?C/C/?C/?Y=",Mikhala
9780545285049,"THE BLACK BOOK OF BURIED SECRETS takes all the information gathered by the five branches of the family and stores them together in one book. Each branch, including the Madrigals, spill their secrets and some identities of their agents - past and present. While it doesn't advance the story of the Cahill family, readers will enjoy uncovering more information about THE 39 CLUES series and its characters. This is a great finale to the first series where all the material comes together. I loved how the authors are the real agents in this book - a great twist. I also loved reading about the hot spots of the various branches of the family, their history, the tricks and tools, and famous members. The layout makes for a fast read and includes great pictures.",TeensReadToo
9780545386968,"The Infinity Ring series from Scholastic is one of the biggest new ventures unfolding for Middle Grade books. With such a fantastic line up of authors behind these books, I was instantly curious to see how this series would turn out. I'm a bit of a sucker for exciting, epic adventures as part of the Middle Grade genre, and I quickly devoured A Mutiny in Time one morning. It's a great start to a new series, with an exciting pace held throughout the book, likeable characters and a world in danger to set the stakes high. REASONS TO READ: 1. Action-packed from start to finish: I love a good book that can immediately draw me in, and I was amazed at how quickly I was sucked into the story in A Mutiny in Time. It ended up being a VERY fast read, particularly because of just how much action was going on and all the different events taking place. And I definitely have the feeling that this is something that will continue in the upcoming books in the series, as well. 2. A ""save the world"" premise: I have no idea why, but there's something that really appeals to me about having kids and/or teens on a mission to save the world. I'm well aware of how implausible it is, but I just love it - maybe it's the underdog factor, or the idea that amazing things can come from some of the most surprising and unexpected people. I found the world created in this book fascinating because of how familiar it was in most ways, and yet different as it takes place in (what seems to be) the future with some very different past events. Time ninjas?: Admittedly, that sounds crazy - but it works REALLY well and that's basically what we see a lot of. Secret organizations fighting against each other THROUGHOUT TIME on missions to try and prevent the other side from suceeding and altering the present/future. And time travel just always seems to add an extra mysterious, exciting element to a story. And I LOVED the adventures through history, because I'm kind of a history geek myself. A mutiny in Time reminded me of most other Middle Grade books I've read, as they often feature a number of similar elements including anything from globetrotting to misfit geniuses, missing parents, and a serious underestimation of the damage kids can do. So while this book didn't stand out as much as I had HOPED it would, I am definitely interested in seeing how the books progress especially given that each book features a different prominent author. On top of that, there are definitely some plot holes that I definitely felt could have been dealt with instead of being glossed over. Middle Grade shouldn't mean there's a lazy plot; if your characters are geniuses, keep in mind that your readers are intelligent too even if they are younger readers. It's okay to have slightly more complex storylines. However, it is possible that some of my problems will be addressed in later books. ARC received from Scholastic Canada for my honest review; no other compensation was received.",Brenna Staats
