id,guid,name,image,isbn,rating,review_count,book_order,min_age,max_age,price,for_age,grade_level,lexile_measure,pages,dimensions,publisher,publication_date,language
2349,bdc604f6-bbd2-4850-b895-98f796fa76d5,"Waiting Is Not Easy! (An Elephant and Piggie Book) (Elephant and Piggie Book, An)",https://m.media-amazon.com/images/I/41XJiS4PvKL._AC_US218_..jpg,9781423199571,4.8,14440,27,3,4,,,01-Mar,250L,64,6.75 x 0.5 x 9.25 inches,Hyperion Books for Children,,English
2350,41f504a4-e04e-489c-860e-a50c3a8616cc,How to Catch a Unicorn,https://m.media-amazon.com/images/I/51wr7-4CNXL._AC_US218_..jpg,9781492669739,4.8,33400,42,3,5,,3 - 6 years,Kindergarten - 6,570L,40,8 x 8 inches,Sourcebooks Wonderland,,English
2329,e13a0a40-0225-4fb9-99c8-e7f6ebac9561,WHERE THE WILD THINGS ARE,https://m.media-amazon.com/images/I/61f6zFlxHEL._AC_US218_..jpg,9780099408390,4.9,32987,23,3,5,,1 - 5 years,,,48,10 x 0.31 x 8.98 inches,RANDOM HOUSE UK,,English
2319,fc039a99-e66c-4af7-b529-bb1511addf9c,"First Questions and Answers: Why Do Things Die? (First Questions & Answers) (3 September, 2020)",https://m.media-amazon.com/images/I/517Op53Ar5L._AC_US218_..jpg,9781474979887,4.7,216,9,2,5,,,,,,7.87 x 0.59 x 8.5 inches,Usborne Publishing Ltd,,English
2320,556d88e4-affc-4aca-a217-a79a6228b4cd,"Very First Questions and Answers What is Sleep? (9 August, 2018)",https://m.media-amazon.com/images/I/51Fth-lU4OL._AC_US218_..jpg,9781474940108,4.7,197,10,2,5,,,,,,6.65 x 0.59 x 7.44 inches,Usborne Publishing Ltd,,English
2317,b0d6e335-89a1-4cf6-ae73-f67906d09900,"Lift-the-flap Very First Questions and Answers What is Snow? (1 November, 2018)",https://m.media-amazon.com/images/I/51vW9wRSYIL._AC_US218_..jpg,9781474940092,4.8,72,14,2,5,,,,,,6.57 x 0.59 x 7.52 inches,EDC Publishing / UBAM,,English
2316,1cfd4c14-a3d6-49a9-8048-dd6116a9b4ab,"First Questions and Answers: How do flowers grow? (First Questions & Answers) (1 May, 2015)",https://m.media-amazon.com/images/I/51T+KycSzdL._AC_US218_..jpg,9781409582137,4.8,150,12,2,5,,3 - 5 years,,,,7.76 x 0.67 x 8.74 inches,USBORNE CAT ANG,,English
2322,26a5ed0c-2726-4fef-bd58-704ea49e0d49,"Very First Questions and Answers Why do we need a potty? (5 September, 2019)",https://m.media-amazon.com/images/I/51KyfNjKh-L._AC_US218_..jpg,9781474940627,4.6,313,7,2,5,,,,,12,6.57 x 0.59 x 7.95 inches,Usborne Publishing Ltd,,English
2318,e7989fe3-6844-451b-aba9-9543e7236e6c,"Very First Questions and Answers What are clouds? (1 April, 2021)",https://m.media-amazon.com/images/I/51s7Vh3LSFL._AC_US218_..jpg,9781474982146,4.8,50,15,2,5,,3 - 5 years,,,,6.54 x 0.67 x 7.72 inches,Usborne Publishing Ltd,,English
2324,b431aa9c-5ee8-43b0-9955-d906ba4a8324,"First Questions and Answers: How Can I Be Kind (29 April, 2021)",https://m.media-amazon.com/images/I/51fBuzKwR6L._AC_US218_..jpg,9781474989008,4.6,37,16,2,5,,4 - 7 years,,,,12.87 x 0.59 x 9.37 inches,Usborne Publishing Ltd,,English
2321,97b42dca-5451-4a41-a986-467fe9954ebb,"Very First Questions and Answers Are Dinosaurs Real? (4 March, 2021)",https://m.media-amazon.com/images/I/51QNAPaXi5L._AC_US218_..jpg,9781474979870,4.7,26,17,2,5,,9 - 12 years,,,,6.61 x 0.67 x 7.76 inches,USBORNE CAT ANG,,English
2328,cf178687-5c6d-4123-a2be-7a9ba2f20c82,I Am Enough,https://m.media-amazon.com/images/I/51+SVDhJwML._AC_US218_..jpg,9780062667120,4.9,11470,18,3,6,,3 - 7 years,Preschool - 3,,32,10.1 x 10.1 x 0.6 inches,Balzer + Bray,,English
2343,7a01c5a6-6057-4c10-a2aa-b5e485c5c722,Ravi'S Roar,https://m.media-amazon.com/images/I/41xlOTZn+nL._AC_US218_..jpg,9781408892183,4.8,1330,2,3,6,250,,,,32,9.25 x 0.16 x 11.22 inches,Bloomsbury Children's Books,,English
2344,034e116f-eccf-4a49-84b6-6d3653b5ebf2,Ruby Finds A Worry,https://m.media-amazon.com/images/I/41wWbKWPCFL._AC_US218_..jpg,9781547607242,4.8,1230,3,3,6,589,,Preschool - 2,,32,9.25 x 0.2 x 11.75 inches,Bloomsbury Children's Books,,English
2345,5861171e-9bd5-4abf-9609-c83752e0863f,Perfectly Norman,https://m.media-amazon.com/images/I/51dTzXdn2ZL._AC_US218_..jpg,9781408880975,4.8,1047,4,3,6,299,,,,,9.33 x 0.16 x 11.77 inches,Bloomsbury Children's Books,,English
2347,cf183f78-e51b-41f7-9869-f0242dfa1bf8,Tilda Tries Again,https://m.media-amazon.com/images/I/51lsXS4bcCL._AC_US218_..jpg,9781526612991,4.8,350,6,3,6,615,,,,,11.77 x 0.24 x 9.33 inches,Bloomsbury Children's Books,,English
2341,2c868f6b-88f9-40d5-949a-6082c4743e9f,THE SQUIRRELS WHO SQUABBLED,https://m.media-amazon.com/images/I/51dzJVdlQ1L._AC_US218_..jpg,9781408340479,4.8,5039,69,3,4,,,,AD550L,,9.45 x 0.12 x 11.81 inches,HACHETTE UK,,English
2364,6a8eedd3-6773-42f5-b222-0d1fe56bb22b,Pirates Love Underpants Pa,https://m.media-amazon.com/images/I/91qvNcw074L._AC_US218_..jpg,9781471123276,4.7,1223,3,3,6,278,,,,,9.41 x 0.39 x 10.91 inches,Simon & Schuster,,
2365,a8fae819-2f1a-41db-a22f-b5f991b22754,Monsters Love Underpants,https://m.media-amazon.com/images/I/81zF6ZMOxwL._AC_US218_..jpg,9781847385727,4.7,878,4,3,6,247,,,,,10.91 x 0.24 x 9.45 inches,Simon & Schuster India,,English
2366,10904d1c-6a57-4420-84c1-9c84c5910a93,"Good Night, Sleep Tight!",https://m.media-amazon.com/images/I/814GlyNxuKL._AC_US218_..jpg,9781589254404,4.7,516,5,3,6,394,,Preschool - 2,AD470L,32,7.9 x 0.18 x 7.9 inches,Tiger Tales,,English
2368,fb2e6a5c-8bf0-46e3-91a0-ff51b83e56b8,Aliens Love Panta Claus,https://m.media-amazon.com/images/I/81UeZ4BlcJL._AC_US218_..jpg,9781847385703,4.7,430,7,3,6,242.19,,Preschool - 2,AD1080L,32,9.45 x 0.12 x 10.94 inches,Simon & Schuster Childrens Books,,English
2369,1dee2286-77fd-425e-800d-b22c35beb8e8,Aliens Love Dinopants,https://m.media-amazon.com/images/I/81hz6WvVZxL._AC_US218_..jpg,9781471120954,4.7,323,8,3,6,613,,,,,9.37 x 0.12 x 10.59 inches,Simon & Schuster Childrens Books,,English
2371,ae1fdb71-725a-4888-a173-22c21f272b1a,Monstersaurus!,https://m.media-amazon.com/images/I/81+djf2ckdL._AC_US218_..jpg,9781847389053,4.7,224,10,3,6,221,,,AD510L,,9.37 x 0.16 x 10.91 inches,Simon & Schuster Ltd,,English
2361,ae90c48e-59c2-4781-b8fa-09b97fc2f3e2,Superkid,https://m.media-amazon.com/images/I/81NdGBpT93L._AC_US218_..jpg,9781407188751,4.8,161,11,3,6,605,,,,,9.88 x 0.12 x 10.87 inches,Scholastic,,English
2354,793aa9af-45f5-4fc0-9564-e4015a97fa3c,The Slightly Annoying Elephant,https://m.media-amazon.com/images/I/71mdQpi4jGL._AC_US218_..jpg,9780007493999,4.5,3690,2,3,7,799,,,600L,32,10.87 x 0.2 x 10.87 inches,HarperCollins Publishers,,English
2355,298379fc-2c00-4394-ba6a-0a626c65aecb,Little Monsters: The perfect gift for all little monsters,https://m.media-amazon.com/images/I/81afXjnxDUL._AC_US218_..jpg,9780008305741,4.5,2945,3,3,7,364.87,,,,,10.87 x 0.39 x 10.87 inches,HarperCollinsChildren’sBooks,,English
2356,5528f5dd-f67e-4991-b494-03c36411dd04,The First Hippo on the Moon,https://m.media-amazon.com/images/I/71XuNJOAWNL._AC_US218_..jpg,9780007494002,4.5,1983,4,3,7,,,,,,10.87 x 0.2 x 10.87 inches,HarperCollins Childrens Books,,English
2358,1115391a-08ad-4d42-81f0-1754ffa13527,Geronimo: The Penguin who thought he could fly!,https://m.media-amazon.com/images/I/81aHBYp2UHL._AC_US218_..jpg,9780008279752,4.5,1013,6,3,7,374.77,,,,,10.87 x 0.2 x 10.87 inches,HCCB,,English
2359,3ae4c10c-2406-4b0e-b238-50172d1cf91a,The Creature Choir,https://m.media-amazon.com/images/I/81ChK2u+Q7L._AC_US218_..jpg,9780008262198,4.5,788,7,3,7,491,,,,,10.87 x 0.2 x 10.87 inches,HARPER COLLINS,,English
2372,0bd50eac-5292-451d-86d9-6ceaada63e0e,"Oh, The Places You'Ll Go!",https://m.media-amazon.com/images/I/8120OBhcI-L._AC_US218_..jpg,9780008201487,4.9,42408,1,3,6,162,,,,,6.42 x 0.16 x 8.86 inches,HARPER COLLINS INDIA PVT. LTD.,,English
2373,b0ec8511-b870-4803-a3fc-449e1dc8ba90,Green Eggs And Ham: Now A Netflix Tv Series!,https://m.media-amazon.com/images/I/81pf5ueoL0L._AC_US218_..jpg,9780008201470,4.9,21286,2,3,6,163,,,,,6.42 x 0.16 x 8.86 inches,HarperCollins Childrens Books,,English
2374,07202079-2a65-4ec5-82b4-263f43f7756a,The Cat In The Hat,https://m.media-amazon.com/images/I/81sE-fprQ2L._AC_US218_..jpg,9780007414161,4.9,18369,3,3,6,163,,,,,7.99 x 10 x 1.85 inches,HARPER COLLINS PUBLISHERS,,English
2375,5faad204-e9e2-41d4-a870-a2a63c104a62,"One Fish, Two Fish, Red Fish, Blue Fish",https://m.media-amazon.com/images/I/71Nrj1n7qmL._AC_US218_..jpg,9780008201494,4.9,16267,4,3,6,163,,,,,6.42 x 0.2 x 8.86 inches,HarperCollinsChildren'sBooks,,English
2377,1c584692-6cce-43be-9d47-3cd606297dd0,Fox In Socks,https://m.media-amazon.com/images/I/816JR+oU5GL._AC_US218_..jpg,9780008201500,4.9,13927,6,3,6,163,,,,,6.42 x 0.16 x 8.86 inches,HarperCollins Childrens Books,,English
2389,e54f7d6e-abdb-444c-a92a-403fdc194cef,The Foot Book: Blue Back Book (Dr. Seuss - Blue Back Book),https://m.media-amazon.com/images/I/51IpBgQ0G0L._AC_US218_..jpg,9780007173105,4.8,9740,7,3,6,,,,,32,6.42 x 0.12 x 8.86 inches,Harpercollins Childs,,English
2378,2a60fb97-3d0e-4be2-ba45-cac2f04c4a58,What Pet Should I Get?,https://m.media-amazon.com/images/I/81rIysa6-AL._AC_US218_..jpg,9780008183417,4.9,6266,9,3,6,171,,,,,6.42 x 0.12 x 8.86 inches,HarperCollinsChildren'sBooks,,English
2390,8e68c8ef-ba64-4bf9-8033-e2de0a4675cf,Horton Hears A Who!,https://m.media-amazon.com/images/I/81zYck3k7FL._AC_US218_..jpg,9780008240028,4.8,5921,10,3,6,163,,,,,6.42 x 0.16 x 8.86 inches,Random House Books For Young Readers,,English
2380,1cb99886-a19b-40a1-9b59-790dc6736fa1,Ten Apples Up On Top: Green Back Book (Dr. Seuss - Green Back Book),https://m.media-amazon.com/images/I/51mOE+gGNBL._AC_US218_..jpg,9780007169979,4.9,5217,12,3,6,175,,,,64,6.42 x 0.2 x 8.86 inches,HarperCollinsChildren’sBooks,,English
2381,68fcd326-4c36-4e75-be64-0d9d57cd8d26,Wacky Wednesday: Green Back Book (Dr. Seuss - Green Back Book),https://m.media-amazon.com/images/I/51gSI0duavL._AC_US218_..jpg,9780007175161,4.9,4634,13,3,6,9304,,,,48,6.42 x 0.16 x 8.86 inches,HarperCollinsChildren’sBooks,,English
2382,0a279b01-7069-40ca-a746-e22dd61dfe30,The Big Green Book Of Beginner Books,https://m.media-amazon.com/images/I/516XOgk3mLL._AC_US218_..jpg,9780375858079,4.9,4117,14,3,6,9867,,,,,,"Random House, Inc.",,
2383,2bbb11ae-bc08-46d5-9ffc-17617115c003,My Book About Me (Beginner Series),https://m.media-amazon.com/images/I/81HZwyVHKcL._AC_US218_..jpg,9780007379583,4.9,3382,16,3,6,194,,,,,6.38 x 0.28 x 8.86 inches,HarperCollins Publishers,,English
2385,7e23b3be-7ef2-44ba-ba44-98d3a65f55f6,The Cat In The Hat Comes Back,https://m.media-amazon.com/images/I/81gzTjcmm-L._AC_US218_..jpg,9780008203894,4.9,3075,19,3,6,163,,,,,6.42 x 0.16 x 8.86 inches,HarperCollins,,English
2386,1bcba0f6-c83f-4a53-990c-ed3f94e6f166,I Can Read With My Eyes Shut,https://m.media-amazon.com/images/I/815OL28wTXL._AC_US218_..jpg,9780008240011,4.9,2096,22,3,6,165,,,,,6.42 x 0.12 x 8.86 inches,HarperCollins - GB,,English
2387,6b7326b6-edd3-47bf-b5c5-13a62c59810c,Horton Hatches The Egg,https://m.media-amazon.com/images/I/81Uept8+uPL._AC_US218_..jpg,9780008272036,4.9,1878,25,3,6,195.89,,,,,6.42 x 0.16 x 8.86 inches,HARPER COLLINS,,English
2426,67ea61ff-113f-4315-a268-2a3924085db8,Pax et le petit soldat,https://m.media-amazon.com/images/I/91GgQfV8gsL._AC_US218_..jpg,9782070666317,4.5,144,10,3,5,,,,,,,,,
2391,f27e5494-c289-48c2-9119-732c6a27421e,Dr. Seuss'S Sleep Book,https://m.media-amazon.com/images/I/91zQlbBuU5L._AC_US218_..jpg,9780008240059,4.8,4057,15,3,6,163,,,,,6.42 x 0.24 x 8.86 inches,HARPER COLLINS,,English
2392,53c71826-df02-47db-8c22-ea098d900f31,What Was I Scared Of?,https://m.media-amazon.com/images/I/81y3ZSlp0uL._AC_US218_..jpg,9780008252618,4.8,3301,17,3,6,675,,,,,7.99 x 0.08 x 11.02 inches,HarperCollins,,English
2394,6411657b-bc67-44ed-bf85-4317cf619e13,Bartholomew And The Oobleck,https://m.media-amazon.com/images/I/818MxEUtIOL._AC_US218_..jpg,9780679858119,4.8,2127,21,3,6,9726,,,,,,Cengage,,English
2395,a02e7ae8-7d8d-4a65-9352-68d96eba692f,Did I Ever Tell You How Lucky You Are?: Yellow Back Book (Dr. Seuss- Yellow Back Book),https://m.media-amazon.com/images/I/61Qs-zloyIL._AC_US218_..jpg,9780007484256,4.8,2008,23,3,6,,,,,,6.38 x 0.16 x 8.86 inches,Harper Collins,,English
2396,579abcac-5fc8-496a-8234-d6fb4ebb06e4,Butter Battle Book,https://m.media-amazon.com/images/I/81oQM07Jv3L._AC_US218_..jpg,9780001950061,4.8,1954,24,3,6,,,,,52,,Collins,,English
2397,59f6e70a-8edc-408f-a879-d416a586a06f,If I Ran The Circus,https://m.media-amazon.com/images/I/81ffhEtTiuL._AC_US218_..jpg,9780008272005,4.7,1687,26,3,6,221,,,,,6.42 x 0.16 x 8.86 inches,HarperCollins Childrens Books,,English
2401,5b650ef3-a03c-4cb9-9b50-b642c3157a60,"Should I Share My Ice Cream? (An Elephant And Piggie Book) (Elephant And Piggie Book, An) (June 14, 2011)",https://m.media-amazon.com/images/I/41r5lTFM0LL._AC_US218_..jpg,9781423143437,4.9,3401,3,3,6,,,Preschool - Kindergarten,260L,64,6.75 x 0.63 x 9.38 inches,Hyperion Books for Children,,English
2402,166fec89-a139-4ec2-a742-429804e80446,"I Broke My Trunk! (An Elephant And Piggie Book) (February 8, 2011)",https://m.media-amazon.com/images/I/41evS-MtzEL._AC_US218_..jpg,9781423133094,4.9,1770,4,3,6,,,Preschool - Kindergarten,,64,6.95 x 0.45 x 9.35 inches,Hyperion Books for Children,,English
2404,030df34c-5750-4953-b9de-bdc007d939d1,"My Friend Is Sad (An Elephant And Piggie Book) (April 1, 2007)",https://m.media-amazon.com/images/I/419l5SZjPnL._AC_US218_..jpg,9781423102977,4.9,1231,6,3,6,,,Preschool - Kindergarten,,64,6.75 x 0.45 x 9.3 inches,Hyperion Books for Children,,English
2405,29be1b41-ba29-4c00-bf12-910d126e0e51,"I'M A Frog! (An Elephant And Piggie Book) (Elephant And Piggie Book, An, 20) (October 15, 2013)",https://m.media-amazon.com/images/I/419fpIc+kOL._AC_US218_..jpg,9781423183051,4.9,1057,7,3,6,,,01-Mar,180L,64,6.75 x 0.45 x 9.2 inches,Hyperion Books for Children,,English
2407,1c1b1d8c-7a99-43fe-8740-4159fae15066,"I Love My New Toy! (An Elephant And Piggie Book) (June 3, 2008)",https://m.media-amazon.com/images/I/41lQCNPEXOL._AC_US218_..jpg,9781423109617,4.9,949,9,3,6,827,,Preschool - Kindergarten,180L,64,6.75 x 0.5 x 9.25 inches,Hyperion Books for Children,,English
2408,da253a05-1b8e-4ffa-951c-fe05b9f445af,"Listen To My Trumpet! (An Elephant And Piggie Book) (An Elephant And Piggie Book, 17) (February 7, 2012)",https://m.media-amazon.com/images/I/41dmABpbYYL._AC_US218_..jpg,9781423154044,4.9,754,10,3,6,827,,Preschool - Kindergarten,280L,64,6.75 x 0.45 x 9.35 inches,Hyperion Books for Children,,English
2410,af21287b-9c8b-4301-904a-41aa2ed04ab1,Commotion In The Ocean,https://m.media-amazon.com/images/I/51XdIDBL8VL._AC_US218_..jpg,9781408361795,4.8,1784,1,3,6,337,,,,24,6.61 x 0.71 x 6.61 inches,Orchard Books,,English
2412,3492004e-b308-42d2-b687-6e751326988d,Rumble In The Jungle,https://m.media-amazon.com/images/I/61Ngm4DQaEL._AC_US218_..jpg,9781408352519,4.7,934,5,3,6,332,,,,,6.57 x 0.79 x 6.85 inches,Orchard Books,,English
2413,0080128f-cf19-457b-b092-55d4264ddc68,The Lion Who Wanted To Love Board Book,https://m.media-amazon.com/images/I/71Ynxmzav4L._AC_US218_..jpg,9781408352502,4.7,638,8,3,6,,,,,,6.77 x 0.91 x 6.77 inches,Orchard Books,,English
2409,35a4994a-dbfa-4113-9a60-d30f7ef726b8,Rumble In The Jungle,https://m.media-amazon.com/images/I/81kL5WxXtXL._AC_US218_..jpg,9781589258648,4.9,611,9,3,6,823,,,AD1010L,26,7.75 x 0.55 x 9.94 inches,Tiger Tales,,English
2414,359ebf29-7817-4d83-a420-c60aa4af13b2,Pants,https://m.media-amazon.com/images/I/517g9jP8sVL._AC_US218_..jpg,9780385610391,4.7,342,13,3,6,10430,,,,26,5.71 x 0.59 x 6.93 inches,David Fickling Books,,English
2416,7b3d723a-e6c4-4a9a-98c4-356a2d9e9bfb,Abc Animal Rhymes For You And Me Board Book,https://m.media-amazon.com/images/I/81KpF8qKs7L._AC_US218_..jpg,9781408318652,4.5,132,15,3,6,994,,,,,6.38 x 0.67 x 6.46 inches,Orchard Books,,English
2417,007368dd-a3af-4595-8e8a-89fc32a94e88,I Want My Hat Back,https://m.media-amazon.com/images/I/81Od6O1QrpL._AC_US218_..jpg,9781406338539,4.5,4110,1,3,5,,,,,40,7.91 x 0.2 x 11.06 inches,WALKER BOOKS,,English
2418,89f1a07c-2f57-4132-862a-e961fa067474,This Is Not My Hat,https://m.media-amazon.com/images/I/71mZ2ZK7i2L._AC_US218_..jpg,9781406353433,4.5,1941,2,3,5,,,,,,11.02 x 0.16 x 7.8 inches,"WALKER BOOKS LTD.,",,English
2420,db35bca2-f100-4b51-bf1a-808f9631d4f5,We Found a Hat,https://m.media-amazon.com/images/I/81ZDOh7iliL._AC_US218_..jpg,9781406373820,4.5,1127,4,3,5,,,,,56,7.87 x 0.28 x 11.02 inches,Walker,,English
2422,d8e50d25-4e3f-4ece-bd5f-c16bd74d6242,THE DARK,https://m.media-amazon.com/images/I/416+XEBpwVL._AC_US218_..jpg,9781408330036,4.5,865,6,3,5,,,,,,10.98 x 0.24 x 8.31 inches,Orchard,,English
2424,d2371fcb-0497-4c5e-94b6-876f516ae9a6,"The Wolf, the Duck, and the Mouse",https://m.media-amazon.com/images/I/913HqHNDmhL._AC_US218_..jpg,9781536227796,4.5,436,8,3,5,,,Preschool - 3,,40,8.5 x 0.17 x 11.13 inches,Candlewick,,English
2421,0050fb2f-d4ec-4d86-adfe-7a791566bf47,Triangle,https://m.media-amazon.com/images/I/71o-4bn0oAL._AC_US218_..jpg,9781406378368,4.5,948,5,3,5,,,,,,9.02 x 0.16 x 9.02 inches,WALKER BOOKS,,English
2425,5e4d7bed-3d60-428b-886a-fe53113cc507,The Nest,https://m.media-amazon.com/images/I/91J5RyyA6yL._AC_US218_..jpg,9781481432337,4.5,159,9,3,5,,,05-Jun,640L,272,5 x 0.9 x 7 inches,Simon & Schuster Books for Young Readers,,English
2427,5d541499-6ec0-411d-88ce-f144f66e55f4,House Held Up by Trees,https://m.media-amazon.com/images/I/A1nYAsqxyZL._AC_US218_..jpg,9781406359923,4.5,105,11,3,5,,,,,,,,,
2439,b5e70275-bd0e-4861-9f74-506a09fed4df,Mog and the V.E.T. (Mog the Cat Books),https://m.media-amazon.com/images/I/71iyJWRLqDL._AC_US218_..jpg,9780007171286,4.5,221,12,3,6,,,,,,,,,
2440,ac619354-b65d-47bb-9d4b-801e73dda0cb,Mog and the Granny,https://m.media-amazon.com/images/I/81htV+KqLpL._AC_US218_..jpg,9780007171279,4.5,195,13,3,6,,,,,,,,,
2442,d4cfd385-882b-4b4a-805f-94d6d16428b3,Mog the Cat Collection By Judith Kerr 10 Books Pack Set - (10 Volumes),https://m.media-amazon.com/images/I/616n07+qXLL._AC_US218_..jpg,9780007953844,4.5,183,15,3,6,,,,,,,,,
2446,bce84c3a-c7ed-42dd-9aaa-d6a9e224cc3e,Mog's Bad Thing,https://m.media-amazon.com/images/I/81rNEkVL66L._AC_US218_..jpg,9780006647553,4.5,124,19,3,6,,,,,,,,,
2447,4eb6f58c-aa3c-45cb-9afe-84c8e283b4e6,"Mog, der vergessliche Kater",https://m.media-amazon.com/images/I/91nVUUiCE-L._AC_US218_..jpg,9783473336333,4.5,107,20,3,6,,,,,,,,,
2452,6b76c498-c0bd-437a-b149-d672da9a7596,Once There Was a Boy... Boxed Set,https://m.media-amazon.com/images/I/71J-VqvdTuL._AC_US218_..jpg,9780399171093,4.5,1731,9,3,6,,,,,,,,,
2460,21ce8651-6290-47da-9760-9c4d46ae3daa,Once there was a boy: Boxed set,https://m.media-amazon.com/images/I/61pEomp4zcL._AC_US218_..jpg,9780007584611,4.5,696,19,3,6,,,,,,,,,
2461,896db9d7-79b7-4362-beae-a87880c30c93,The Fate of Fausto: 'The most beautiful picture book of the year',https://m.media-amazon.com/images/I/81Ey7voWAgL._AC_US218_..jpg,9780008357917,4.5,437,24,3,6,,,,,,,,,
2436,4c7a6175-3db6-42ca-a45b-75b9252fc59c,Mog and Bunny (Mog the Cat Books),https://m.media-amazon.com/images/I/81OhA4ItwtL._AC_US218_..jpg,9780007171309,4.5,335,9,3,6,,,Kindergarten - 2,510L,32,8.5 x 0.16 x 11 inches,HarperCollins UK,,English
2431,1f8d3cbf-0ab4-439f-8e9b-50c353978f05,Bombs on Aunt Dainty,https://m.media-amazon.com/images/I/71arWiqJDbL._AC_US218_..jpg,9780007137619,4.5,573,4,3,6,,,,1000L,336,5.12 x 0.94 x 7.76 inches,HarperCollins Publishers,,English
2432,b8fdca7d-decc-4458-9ddf-2ae084cd5691,A Small Person Far Away,https://m.media-amazon.com/images/I/715nCKgtvgL._AC_US218_..jpg,9780007137626,4.5,480,5,3,6,,,,,,5.12 x 0.63 x 7.76 inches,HarperCollins Publishers,,English
2441,f3ff440f-07ad-411a-a27b-a75dcfcbb604,Mog in the Dark,https://m.media-amazon.com/images/I/81O15vL8PwL._AC_US218_..jpg,9780007171330,4.5,186,14,3,6,,,Kindergarten - 2,240L,48,8.5 x 0.2 x 11 inches,HarperCollinsChildren’sBooks,,English
2435,bc3167b6-4a91-402d-af70-f40fb6c89058,The Crocodile Under the Bed,https://m.media-amazon.com/images/I/81jZZhUsm8L._AC_US218_..jpg,9780007586776,4.5,386,8,3,6,,,01-Feb,,32,8.66 x 0.08 x 11.02 inches,HarperCollinsChildren’sBooks,,English
2448,3f3773fb-1f6c-4266-813f-2eee6d1e8aaa,The Day the Crayons Came Home,https://m.media-amazon.com/images/I/71U4sF55n3L._AC_US218_..jpg,9780008124434,4.5,5316,3,3,6,,,,,,10.24 x 0.24 x 10.24 inches,FisicalBook,,English
2438,9259c75f-5057-4187-8e37-9e49a616cd10,Warten bis der Frieden kommt,https://m.media-amazon.com/images/I/51cOKVHIyEL._AC_US218_..jpg,9783473580040,4.5,227,11,3,6,,,,,,4.84 x 0.94 x 7.09 inches,Ravensburger Buchverlag Otto Maier GmbH,,German
2449,b0e67c95-cbb4-4328-8201-f7cacaa7aa87,Lost and Found,https://m.media-amazon.com/images/I/41Ayy1o3AAL._AC_US218_..jpg,9780007150366,4.5,3086,4,3,6,,,,,,,,,Russian
2444,5f4dfe1d-609f-4299-8803-80f14cc1e814,Out Of The Hitler Time: A classic and unforgettable children's book from the author of The Tiger Who Came To Tea,https://m.media-amazon.com/images/I/61aJ4FEQblL._AC_US218_..jpg,9780007137602,4.5,146,17,3,6,,,,,800,5.08 x 1.89 x 7.8 inches,Harpercollins Childs,,English
2445,85f5a850-3d11-46ac-aaf1-f85c06c3e3f9,Katinka's Tail: The classic illustrated children's book from the author of The Tiger Who Came To Tea,https://m.media-amazon.com/images/I/81WrwVp+1iL._AC_US218_..jpg,9780008255336,4.5,137,18,3,6,,,,,,11.02 x 0.12 x 8.66 inches,HarperCollinsChildren’sBooks,,English
2430,626e4e92-e38d-49f6-b09c-22cdc8b75967,When Hitler Stole Pink Rabbit: When Hitler Stole Pink Rabbit: Fifty yeaof the classic family story of escape and refuge (Essential Modern Classics),https://m.media-amazon.com/images/I/71AmTknPA7L._AC_US218_..jpg,9780007274772,4.5,1927,3,3,6,,,04-Jul,940,,5 x 0.9 x 7.6 inches,HarperCollins Children's Books,,English
2429,fb4bfa6e-eae2-4ebb-8f04-b4365133e201,Mog the Forgetful Cat: The bestselling classic story about everyone's favourite family cat!,https://m.media-amazon.com/images/I/81lSQzAbxdL._AC_US218_..jpg,9780007171347,4.5,2106,2,3,6,,,Kindergarten - 2,470L,40,8.5 x 0.3 x 11 inches,HarperCollinsChildren’sBooks,,English
2450,244c2a68-2669-49e0-b2e0-19b36df6cfdf,How to Catch a Star,https://m.media-amazon.com/images/I/61xassBEkVL._AC_US218_..jpg,9780007536597,4.5,3014,5,3,6,,,,,,10.43 x 0.2 x 10.67 inches,HarperCollins Publishers,,English
2451,9d0cecec-9c42-48ee-bf27-f6bade978230,Stuck,https://m.media-amazon.com/images/I/81IoZqlO9SL._AC_US218_..jpg,9780399257377,4.5,2632,6,3,6,,,Preschool - 2,AD530L,32,9.25 x 0.38 x 12.56 inches,Philomel Books,,English
2453,b5ae1658-6461-471d-b9c5-a7b24e3f32cb,What We'll Build: The breathtaking new companion to international bestseller Here We Are,https://m.media-amazon.com/images/I/81bgekjMWlL._AC_US218_..jpg,9780008382209,4.5,1341,10,3,6,,,,,,9.69 x 0.47 x 11.26 inches,HarperCollinsChildren’sBooks,,English
2454,7280714f-8eb0-4dce-b2b3-ca5efa105765,The Way Back Home,https://m.media-amazon.com/images/I/91SOkD-zV2L._AC_US218_..jpg,9780399250743,4.5,1215,13,3,6,,,Preschool - 3,AD590L,32,10.56 x 0.38 x 10.75 inches,Philomel Books,,English
2455,481be1f8-88c4-4289-8e4f-718c3afe906f,The Heart and the Bottle,https://m.media-amazon.com/images/I/31tr-FmB5VL._AC_US218_..jpg,9780007182305,4.5,1138,14,3,6,,,,,32,9.09 x 0.2 x 9.29 inches,HarperCollins Children's Books,,English
2456,f1a2e680-16e5-407d-8eb8-5f3e7e4d6d30,This Moose Belongs to Me,https://m.media-amazon.com/images/I/A1wHeNAd5IL._AC_US218_..jpg,9780399161032,4.5,1017,15,3,6,,,Preschool - 2,AD620L,32,9 x 0.39 x 11.38 inches,Philomel Books,,English
